Code du département,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Voix,% Voix/Ins,% Voix/Exp,Tour,Year
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","1",4,"0,4","0,61","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","1",1,"0,1","0,17","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","2",3,"0,3","0,46","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","2",9,"0,9","1,51","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","3",81,"8,13","12,4","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","3",128,"12,81","21,48","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","4",1,"0,1","0,15","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","4",10,1,"1,68","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","5",62,"6,22","9,49","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","5",78,"7,81","13,09","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","6",16,"1,61","2,45","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","6",20,2,"3,36","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","7",463,"46,49","70,9","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","7",318,"31,83","53,36","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","8",5,"0,5","0,77","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","8",4,"0,4","0,67","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","9",6,"0,6","0,92","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","9",6,"0,6","1,01","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","10",8,"0,8","1,23","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","10",14,"1,4","2,35","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","11",0,0,0,"T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","11",1,"0,1","0,17","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","12",4,"0,4","0,61","T1","2022"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","12",7,"0,7","1,17","T1","2022"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","2",3,"0,3","0,46","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","2",9,"0,9","1,51","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","3",81,"8,13","12,4","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","3",128,"12,81","21,48","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","4",1,"0,1","0,15","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","4",10,1,"1,68","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","5",62,"6,22","9,49","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","5",78,"7,81","13,09","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","6",16,"1,61","2,45","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","6",20,2,"3,36","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","7",463,"46,49","70,9","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","7",318,"31,83","53,36","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","8",5,"0,5","0,77","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","8",4,"0,4","0,67","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","9",6,"0,6","0,92","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","9",6,"0,6","1,01","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","10",8,"0,8","1,23","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","10",14,"1,4","2,35","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","11",0,0,0,"T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","11",1,"0,1","0,17","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","12",4,"0,4","0,61","T2","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","12",7,"0,7","1,17","T2","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","2",3,"0,3","0,46","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","2",9,"0,9","1,51","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","3",81,"8,13","12,4","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","3",128,"12,81","21,48","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","4",1,"0,1","0,15","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","4",10,1,"1,68","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","5",62,"6,22","9,49","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","5",78,"7,81","13,09","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","6",16,"1,61","2,45","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","6",20,2,"3,36","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","7",463,"46,49","70,9","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","7",318,"31,83","53,36","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","8",5,"0,5","0,77","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","8",4,"0,4","0,67","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","9",6,"0,6","0,92","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","9",6,"0,6","1,01","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","10",8,"0,8","1,23","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","10",14,"1,4","2,35","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","11",0,0,0,"T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","11",1,"0,1","0,17","T1","2017"
"93",996,330,"33,13",666,"66,87",10,1,"1,5",3,"0,3","0,45",653,"65,56","98,05","12",4,"0,4","0,61","T1","2017"
"93",999,390,"39,04",609,"60,96",10,1,"1,64",3,"0,3","0,49",596,"59,66","97,87","12",7,"0,7","1,17","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","1",1,"0,1","0,18","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","2",5,"0,5","0,9","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","3",83,"8,23","14,9","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","4",9,"0,89","1,62","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","5",59,"5,85","10,59","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","6",17,"1,68","3,05","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","7",358,"35,48","64,27","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","8",4,"0,4","0,72","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","9",8,"0,79","1,44","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","10",7,"0,69","1,26","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","11",3,"0,3","0,54","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","12",3,"0,3","0,54","T1","2022"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","2",5,"0,5","0,9","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","3",83,"8,23","14,9","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","4",9,"0,89","1,62","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","5",59,"5,85","10,59","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","6",17,"1,68","3,05","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","7",358,"35,48","64,27","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","8",4,"0,4","0,72","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","9",8,"0,79","1,44","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","10",7,"0,69","1,26","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","11",3,"0,3","0,54","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","12",3,"0,3","0,54","T2","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","2",5,"0,5","0,9","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","3",83,"8,23","14,9","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","4",9,"0,89","1,62","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","5",59,"5,85","10,59","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","6",17,"1,68","3,05","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","7",358,"35,48","64,27","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","8",4,"0,4","0,72","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","9",8,"0,79","1,44","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","10",7,"0,69","1,26","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","11",3,"0,3","0,54","T1","2017"
"93",1009,439,"43,51",570,"56,49",10,"0,99","1,75",3,"0,3","0,53",557,"55,2","97,72","12",3,"0,3","0,54","T1","2017"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","1",3,"0,21","0,35","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","1",2,"0,27","0,37","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","1",2,"0,17","0,29","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","1",4,"0,42","0,78","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","1",1,"0,09","0,13","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","1",3,"0,35","0,45","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","1",2,"0,28","0,5","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","1",2,"0,22","0,31","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","2",16,"1,12","1,86","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","2",12,"1,6","2,24","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","2",9,"0,78","1,3","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","2",4,"0,42","0,78","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","2",25,"2,27","3,34","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","2",17,"1,97","2,56","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","2",9,"1,26","2,23","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","2",16,"1,79","2,46","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","3",128,"8,94","14,87","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","3",97,"12,97","18,13","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","3",135,"11,63","19,45","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","3",81,"8,44","15,85","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","3",163,"14,83","21,76","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","3",188,"21,84","28,27","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","3",58,"8,15","14,39","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","3",155,"17,3","23,81","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","4",8,"0,56","0,93","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","4",11,"1,47","2,06","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","4",5,"0,43","0,72","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","4",9,"0,94","1,76","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","4",13,"1,18","1,74","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","4",13,"1,51","1,95","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","4",4,"0,56","0,99","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","4",9,1,"1,38","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","5",89,"6,22","10,34","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","5",70,"9,36","13,08","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","5",109,"9,39","15,71","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","5",80,"8,33","15,66","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","5",127,"11,56","16,96","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","5",91,"10,57","13,68","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","5",51,"7,16","12,66","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","5",95,"10,6","14,59","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","6",28,"1,96","3,25","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","6",30,"4,01","5,61","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","6",25,"2,15","3,6","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","6",14,"1,46","2,74","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","6",57,"5,19","7,61","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","6",55,"6,39","8,27","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","6",14,"1,97","3,47","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","6",47,"5,25","7,22","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","7",538,"37,6","62,49","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","7",250,"33,42","46,73","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","7",364,"31,35","52,45","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","7",296,"30,83","57,93","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","7",301,"27,39","40,19","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","7",193,"22,42","29,02","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","7",245,"34,41","60,79","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","7",251,"28,01","38,56","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","8",10,"0,7","1,16","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","8",8,"1,07","1,5","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","8",4,"0,34","0,58","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","8",4,"0,42","0,78","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","8",7,"0,64","0,93","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","8",6,"0,7","0,9","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","8",2,"0,28","0,5","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","8",10,"1,12","1,54","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","9",12,"0,84","1,39","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","9",18,"2,41","3,36","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","9",11,"0,95","1,59","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","9",3,"0,31","0,59","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","9",15,"1,36",2,"T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","9",45,"5,23","6,77","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","9",5,"0,7","1,24","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","9",30,"3,35","4,61","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","10",15,"1,05","1,74","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","10",24,"3,21","4,49","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","10",14,"1,21","2,02","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","10",7,"0,73","1,37","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","10",28,"2,55","3,74","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","10",40,"4,65","6,02","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","10",5,"0,7","1,24","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","10",18,"2,01","2,76","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","11",4,"0,28","0,46","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","11",3,"0,4","0,56","T1","2022"
"93",1161,454,"39,1",707,"60,9",10,"0,86","1,41",3,"0,26","0,42",694,"59,78","98,16","11",6,"0,52","0,86","T1","2022"
"93",960,436,"45,42",524,"54,58",10,"1,04","1,91",3,"0,31","0,57",511,"53,23","97,52","11",3,"0,31","0,59","T1","2022"
"93",1099,337,"30,66",762,"69,34",10,"0,91","1,31",3,"0,27","0,39",749,"68,15","98,29","11",3,"0,27","0,4","T1","2022"
"93",861,183,"21,25",678,"78,75",10,"1,16","1,47",3,"0,35","0,44",665,"77,24","98,08","11",5,"0,58","0,75","T1","2022"
"93",712,296,"41,57",416,"58,43",10,"1,4","2,4",3,"0,42","0,72",403,"56,6","96,88","11",2,"0,28","0,5","T1","2022"
"93",896,232,"25,89",664,"74,11",10,"1,12","1,51",3,"0,33","0,45",651,"72,66","98,04","11",10,"1,12","1,54","T1","2022"
"93",1431,557,"38,92",874,"61,08",10,"0,7","1,14",3,"0,21","0,34",861,"60,17","98,51","12",10,"0,7","1,16","T1","2022"
"93",748,200,"26,74",548,"73,26",10,"1,34","1,82",3,"0,4","0,55",535,"71,52","97,63","12",10,"1,34","1,87","T1","2022"
