Code du département,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N°Panneau,Voix,% Voix/Ins,% Voix/Exp,Tour,Year
"93",753,202,"26,83",551,"73,17",8,"1,06","1,45",3,"0,4","0,54",540,"71,71",98,"6",30,"3,98","5,56","T1","2017"
"93",745,171,"22,95",574,"77,05",8,"1,07","1,39",3,"0,4","0,52",563,"75,57","98,08","6",44,"5,91","7,82","T1","2017"
"93",753,202,"26,83",551,"73,17",8,"1,06","1,45",3,"0,4","0,54",540,"71,71",98,"7",241,"32,01","44,63","T1","2017"
"93",745,171,"22,95",574,"77,05",8,"1,07","1,39",3,"0,4","0,52",563,"75,57","98,08","7",202,"27,11","35,88","T1","2017"
"93",753,202,"26,83",551,"73,17",8,"1,06","1,45",3,"0,4","0,54",540,"71,71",98,"8",2,"0,27","0,37","T1","2017"
"93",745,171,"22,95",574,"77,05",8,"1,07","1,39",3,"0,4","0,52",563,"75,57","98,08","8",8,"1,07","1,42","T1","2017"
"93",753,202,"26,83",551,"73,17",8,"1,06","1,45",3,"0,4","0,54",540,"71,71",98,"9",17,"2,26","3,15","T1","2017"
"93",745,171,"22,95",574,"77,05",8,"1,07","1,39",3,"0,4","0,52",563,"75,57","98,08","9",24,"3,22","4,26","T1","2017"
"93",753,202,"26,83",551,"73,17",8,"1,06","1,45",3,"0,4","0,54",540,"71,71",98,"10",23,"3,05","4,26","T1","2017"
"93",745,171,"22,95",574,"77,05",8,"1,07","1,39",3,"0,4","0,52",563,"75,57","98,08","10",28,"3,76","4,97","T1","2017"
"93",753,202,"26,83",551,"73,17",8,"1,06","1,45",3,"0,4","0,54",540,"71,71",98,"11",5,"0,66","0,93","T1","2017"
"93",745,171,"22,95",574,"77,05",8,"1,07","1,39",3,"0,4","0,52",563,"75,57","98,08","11",1,"0,13","0,18","T1","2017"
"93",753,202,"26,83",551,"73,17",8,"1,06","1,45",3,"0,4","0,54",540,"71,71",98,"12",9,"1,2","1,67","T1","2017"
"93",745,171,"22,95",574,"77,05",8,"1,07","1,39",3,"0,4","0,52",563,"75,57","98,08","12",7,"0,94","1,24","T1","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","1",0,0,0,"T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","1",4,"0,56","0,93","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","1",2,"0,24","0,36","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","1",5,"0,5","0,63","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","1",7,"0,72","0,93","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","1",2,"0,18","0,28","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","1",4,"0,44","0,63","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","2",11,"1,62","2,24","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","2",8,"1,13","1,85","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","2",18,"2,13","3,23","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","2",30,"2,98","3,8","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","2",15,"1,55",2,"T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","2",13,"1,16","1,81","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","2",16,"1,78","2,54","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","3",108,"15,86","21,95","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","3",78,"10,99","18,06","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","3",98,"11,61","17,59","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","3",156,"15,51","19,75","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","3",264,"27,22","35,2","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","3",148,"13,19","20,56","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","3",108,12,"17,12","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","4",13,"1,91","2,64","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","4",5,"0,7","1,16","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","4",18,"2,13","3,23","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","4",9,"0,89","1,14","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","4",14,"1,44","1,87","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","4",6,"0,53","0,83","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","4",18,2,"2,85","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","5",89,"13,07","18,09","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","5",54,"7,61","12,5","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","5",120,"14,22","21,54","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","5",27,"2,68","3,42","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","5",102,"10,52","13,6","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","5",74,"6,6","10,28","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","5",154,"17,11","24,41","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","6",35,"5,14","7,11","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","6",14,"1,97","3,24","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","6",34,"4,03","6,1","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","6",41,"4,08","5,19","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","6",61,"6,29","8,13","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","6",31,"2,76","4,31","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","6",54,6,"8,56","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","7",176,"25,84","35,77","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","7",240,"33,8","55,56","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","7",214,"25,36","38,42","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","7",408,"40,56","51,65","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","7",162,"16,7","21,6","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","7",384,"34,22","53,33","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","7",212,"23,56","33,6","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","8",6,"0,88","1,22","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","8",2,"0,28","0,46","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","8",4,"0,47","0,72","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","8",14,"1,39","1,77","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","8",15,"1,55",2,"T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","8",6,"0,53","0,83","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","8",6,"0,67","0,95","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","9",14,"2,06","2,85","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","9",5,"0,7","1,16","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","9",8,"0,95","1,44","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","9",67,"6,66","8,48","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","9",43,"4,43","5,73","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","9",24,"2,14","3,33","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","9",17,"1,89","2,69","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","10",32,"4,7","6,5","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","10",13,"1,83","3,01","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","10",32,"3,79","5,75","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","10",14,"1,39","1,77","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","10",47,"4,85","6,27","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","10",16,"1,43","2,22","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","10",27,3,"4,28","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","11",1,"0,15","0,2","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","11",3,"0,42","0,69","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","11",1,"0,12","0,18","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","11",14,"1,39","1,77","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","11",2,"0,21","0,27","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","11",6,"0,53","0,83","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","11",4,"0,44","0,63","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","12",7,"1,03","1,42","T1","2022"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","12",6,"0,85","1,39","T1","2022"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","12",8,"0,95","1,44","T1","2022"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","12",5,"0,5","0,63","T1","2022"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","12",18,"1,86","2,4","T1","2022"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","12",10,"0,89","1,39","T1","2022"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","12",11,"1,22","1,74","T1","2022"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","2",11,"1,62","2,24","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","2",8,"1,13","1,85","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","2",18,"2,13","3,23","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","2",30,"2,98","3,8","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","2",15,"1,55",2,"T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","2",13,"1,16","1,81","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","2",16,"1,78","2,54","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","3",108,"15,86","21,95","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","3",78,"10,99","18,06","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","3",98,"11,61","17,59","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","3",156,"15,51","19,75","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","3",264,"27,22","35,2","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","3",148,"13,19","20,56","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","3",108,12,"17,12","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","4",13,"1,91","2,64","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","4",5,"0,7","1,16","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","4",18,"2,13","3,23","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","4",9,"0,89","1,14","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","4",14,"1,44","1,87","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","4",6,"0,53","0,83","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","4",18,2,"2,85","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","5",89,"13,07","18,09","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","5",54,"7,61","12,5","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","5",120,"14,22","21,54","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","5",27,"2,68","3,42","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","5",102,"10,52","13,6","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","5",74,"6,6","10,28","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","5",154,"17,11","24,41","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","6",35,"5,14","7,11","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","6",14,"1,97","3,24","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","6",34,"4,03","6,1","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","6",41,"4,08","5,19","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","6",61,"6,29","8,13","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","6",31,"2,76","4,31","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","6",54,6,"8,56","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","7",176,"25,84","35,77","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","7",240,"33,8","55,56","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","7",214,"25,36","38,42","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","7",408,"40,56","51,65","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","7",162,"16,7","21,6","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","7",384,"34,22","53,33","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","7",212,"23,56","33,6","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","8",6,"0,88","1,22","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","8",2,"0,28","0,46","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","8",4,"0,47","0,72","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","8",14,"1,39","1,77","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","8",15,"1,55",2,"T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","8",6,"0,53","0,83","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","8",6,"0,67","0,95","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","9",14,"2,06","2,85","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","9",5,"0,7","1,16","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","9",8,"0,95","1,44","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","9",67,"6,66","8,48","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","9",43,"4,43","5,73","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","9",24,"2,14","3,33","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","9",17,"1,89","2,69","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","10",32,"4,7","6,5","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","10",13,"1,83","3,01","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","10",32,"3,79","5,75","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","10",14,"1,39","1,77","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","10",47,"4,85","6,27","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","10",16,"1,43","2,22","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","10",27,3,"4,28","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","11",1,"0,15","0,2","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","11",3,"0,42","0,69","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","11",1,"0,12","0,18","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","11",14,"1,39","1,77","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","11",2,"0,21","0,27","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","11",6,"0,53","0,83","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","11",4,"0,44","0,63","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","12",7,"1,03","1,42","T2","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","12",6,"0,85","1,39","T2","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","12",8,"0,95","1,44","T2","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","12",5,"0,5","0,63","T2","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","12",18,"1,86","2,4","T2","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","12",10,"0,89","1,39","T2","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","12",11,"1,22","1,74","T2","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","2",11,"1,62","2,24","T1","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","2",8,"1,13","1,85","T1","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","2",18,"2,13","3,23","T1","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","2",30,"2,98","3,8","T1","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","2",15,"1,55",2,"T1","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","2",13,"1,16","1,81","T1","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","2",16,"1,78","2,54","T1","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","3",108,"15,86","21,95","T1","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","3",78,"10,99","18,06","T1","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","3",98,"11,61","17,59","T1","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","3",156,"15,51","19,75","T1","2017"
"93",970,209,"21,55",761,"78,45",8,"0,82","1,05",3,"0,31","0,39",750,"77,32","98,55","3",264,"27,22","35,2","T1","2017"
"93",1122,391,"34,85",731,"65,15",8,"0,71","1,09",3,"0,27","0,41",720,"64,17","98,5","3",148,"13,19","20,56","T1","2017"
"93",900,258,"28,67",642,"71,33",8,"0,89","1,25",3,"0,33","0,47",631,"70,11","98,29","3",108,12,"17,12","T1","2017"
"93",681,178,"26,14",503,"73,86",8,"1,17","1,59",3,"0,44","0,6",492,"72,25","97,81","4",13,"1,91","2,64","T1","2017"
"93",710,267,"37,61",443,"62,39",8,"1,13","1,81",3,"0,42","0,68",432,"60,85","97,52","4",5,"0,7","1,16","T1","2017"
"93",844,276,"32,7",568,"67,3",8,"0,95","1,41",3,"0,36","0,53",557,66,"98,06","4",18,"2,13","3,23","T1","2017"
"93",1006,205,"20,38",801,"79,62",8,"0,8",1,3,"0,3","0,37",790,"78,53","98,63","4",9,"0,89","1,14","T1","2017"
