Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des emplois sal. dans le nb d’emplois au LT 2016;Part des emplois non sal. dans le nb d’emplois au LT 2016;Part des agriculteurs expl. dans le nb d’emplois au LT 2016;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2016;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2016;Part des employés dans le nb d’emplois au LT 2016;Part des prof. intermédiaires dans le nb d’emplois au LT 2016;Part des ouvriers dans le nb d’emplois au LT 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité des femmes par tranche d'âge 2016;Taux activité des hommes par tranche d'âge 2016
84141;Vedène;86.9;13.1;0.2;8.4;13.5;28;25.5;24.4;43.2;92;52.5;73.7;77.9
84142;Velleron;58.3;41.7;8.6;21.9;10.4;30.3;17.6;11.1;40.1;93;54.7;71.5;77.3
84143;Venasque;64.4;35.6;9.1;19.3;6.4;39.8;10.6;14.7;35.4;90.2;54.4;65.5;80.1
84144;Viens;36.7;63.3;8.1;28.2;12.1;13;22.5;16.1;50;92.8;54.4;75.6;80.7
84145;Villars;53.9;46.1;4.7;12;19.3;32.8;14.2;17;38.6;91.7;49.5;75.3;77.6
84146;Villedieu;49.5;50.5;30.5;22.6;0;21.3;17;8.6;41.1;86.3;63.7;69.5;82.7
84147;Villelaure;61.3;38.7;9.8;17.6;6.4;22.3;23.9;20;43.5;90.2;54.5;70.1;79.6
84148;Villes-sur-Auzon;50.1;49.9;11.5;34.9;5.8;10.9;21.5;15.4;46.7;90.5;56.1;71.2;79.1
84149;Violès;65.5;34.5;9.1;20.7;10.1;23.6;16.9;19.7;46.5;90.4;60.1;71.3;81.9
84150;Visan;59.6;40.4;29.8;8.1;4.1;17.3;16.3;24.4;46;90.7;51.4;70.9;77.4
84151;Vitrolles-en-Lubéron;86.6;13.4;21.1;10.5;31.2;0;10.5;26.7;33.3;87.4;60.7;76;75.5
85001;L'Aiguillon-sur-Mer;71.8;28.2;4.9;14.6;6.4;40.3;16.1;17.7;56.2;91.2;40;62.4;68.4
85002;L'Aiguillon-sur-Vie;67.3;32.7;10.8;12.9;7.7;21.6;15.1;31.9;56;95.8;47.1;78.6;82.4
85003;Aizenay;86.3;13.7;3.1;7.1;7.9;24.6;19.1;38.1;48.1;95.5;46.7;76.9;80.4
85004;Angles;75.7;24.3;1;14.6;2.7;40.6;16.6;24.6;54.9;91.3;27.7;59.6;63.5
85005;Antigny;88.4;11.6;4.4;6.3;3.8;14.5;21;50;54.9;97;56.3;78.6;82.8
85006;Apremont;79.5;20.5;11.2;9.3;8.7;12.9;15.9;42;51.5;93.8;42.4;74.5;81.1
85008;Aubigny-Les Clouzeaux;77.2;22.8;3.4;16.2;7.9;26.3;19.8;26.5;40;96.5;50.1;76.3;81.3
85009;Auchay-sur-Vendée;65.3;34.7;16.6;12.4;19.4;24.4;12.2;14.9;41.3;95.4;54.7;76.9;77.8
85010;Avrillé;61;39;6.3;23.3;6.2;36.5;6.7;21;48.8;93.3;36.8;68.5;74.2
85011;Barbâtre;72.9;27.1;1.9;19;5.7;35;23.4;15.1;40.2;94.4;45.4;70.8;74.7
85012;La Barre-de-Monts;66.3;33.7;4.5;22.6;8;27;13.7;24.1;54.9;94.1;40.4;72.7;73
85013;Bazoges-en-Paillers;79.7;20.3;8.3;8.2;4;33.2;10.2;36.1;56.8;97.1;60.5;83.5;89.2
85014;Bazoges-en-Pareds;59.3;40.7;17.6;16.3;3.5;21.1;7;34.5;52.7;93.8;50.3;72.2;81.6
85015;Beaufou;59.4;40.6;11.3;5.6;5.7;32.2;14;31.2;57.3;96.4;51.4;81.8;85.4
85016;Beaulieu-sous-la-Roche;73.8;26.2;4.1;15.1;7.2;20.3;20.7;32.6;51.5;96.6;49.8;76.9;81.6
85017;Beaurepaire;81.9;18.1;6;8.2;4.7;26.2;11.9;42.9;48;97.5;55;79.6;85.5
85018;Beauvoir-sur-Mer;75.9;24.1;8.9;11.4;4.3;31.8;17.3;26.3;56.6;92.8;42.2;68.4;72.7
85019;Bellevigny;89.8;10.2;1.1;5.9;7.3;22.4;25.3;38;46.4;97.1;52.3;78.9;80.9
85020;Benet;83.6;16.4;6.8;8.3;6.3;29.8;21.7;27.3;47.9;96.1;59.3;78.6;82.3
85021;La Bernardière;68.9;31.1;2.6;21.4;5.5;24.4;16.3;29.8;45.1;98;52.8;81.4;83.5
85022;Le Bernard;58.8;41.2;20.9;11;0;29.4;15.6;23.1;50.5;94.8;36.4;72.1;73.9
85023;Bessay;60.4;39.6;9.1;9.1;0;45.5;8.8;27.5;66.1;92.6;48.7;74.2;79.7
85024;Bois-de-Céné;71.8;28.2;5;11.6;1.7;31.1;15.6;35.1;55.6;95.2;48.2;78;83.7
85025;La Boissière-de-Montaigu;75.4;24.6;9.7;18.5;6.4;13.5;18.3;33.6;50;96.9;57.1;79.2;85
85026;La Boissière-des-Landes;84.5;15.5;0;9;3.7;17.6;30;39.7;51.5;95.1;45.9;77;78.6
85028;Bouillé-Courdault;69.3;30.7;6.5;33.5;0;13.6;6.9;39.5;51.6;94.3;59.2;80.3;84.7
85029;Bouin;70.2;29.8;18.9;8.2;3.4;27.2;8.4;33.9;57.1;89.8;40.9;71.9;69.1
85031;Le Boupère;84.1;15.9;6.4;5.5;6.2;21.7;18.4;41.8;57.8;96.3;52.1;78.9;84.6
85033;Bourneau;74.4;25.6;0;8.8;4.5;24.4;18.4;43.8;52.7;93.6;60.8;79.7;80.2
85034;Bournezeau;78.9;21.1;8;10.7;6.8;20.1;19;35.5;54.2;96.1;48.8;77.7;81.8
85035;Bretignolles-sur-Mer;68.7;31.3;0.5;19.4;4;33.7;20.4;22;54.1;93.8;29.2;63.6;71.8
85036;La Bretonnière-la-Claye;76.7;23.3;12.4;16.5;0;15.7;16.7;38.8;44.6;95.9;42.9;74.1;78.1
85037;Breuil-Barret;62.9;37.1;16.5;3.4;3.3;10.1;10;56.7;56.5;94.2;50.7;72;78.5
85038;Les Brouzils;81.5;18.5;10;5.1;4.3;22.2;21.2;37.2;59.4;97.2;52.6;81.7;87.6
85039;La Bruffière;87.5;12.5;2.7;4.4;5.7;14.4;25.2;47.7;46.5;96.3;53.7;78.9;81.7
85040;La Caillère-Saint-Hilaire;76.1;23.9;0;20.3;1.8;44.2;9.3;24.3;45.9;92;49.7;71.3;76.4
85041;Cezais;57.9;42.1;11.8;6;0;24.3;5.9;51.9;48.4;94.6;49.1;71;78.4
85042;Chaillé-les-Marais;76.7;23.3;2.4;9.9;7.2;37.2;25.2;18.1;53;93.3;45.8;76.1;76.3
85045;La Chaize-Giraud;90.2;9.8;0;4.8;3.3;16.7;12.6;62.6;69.1;95.2;36.3;72.5;79.7
85046;La Chaize-le-Vicomte;84.9;15.1;3.9;4.7;8.8;26.9;20.5;35.1;55.1;96.4;49.7;79.7;84.3
85047;Challans;88.1;11.9;0.7;6.1;10.2;30.8;27.8;24.3;49.4;92.5;48.5;72.4;76.1
85049;Champagné-les-Marais;70.7;29.3;12.5;9.3;7.2;30.9;13.8;26.3;57.4;91.7;45;75.6;75.7
85050;Le Champ-Saint-Père;78.7;21.3;6.1;15.2;1.5;35.3;26.4;15.4;50.9;93.1;39.2;71.2;76.4
85051;Chantonnay;90.2;9.8;2;5.5;9.3;22.2;20;41;51.7;93.8;49.5;73.4;79.3
85053;La Chapelle-aux-Lys;39.3;60.7;40.8;26.3;0;0;7;25.9;37.3;96.9;56.9;77.1;82.5
85054;La Chapelle-Hermier;56.8;43.2;0;21.5;5.4;35.4;16.2;21.6;61.3;95.3;41.1;75.5;82.6
85055;La Chapelle-Palluau;43.1;56.9;16.7;33.4;0;16.8;27.7;5.4;47.1;97.2;55.5;81.4;82.9
85056;La Chapelle-Thémer;33.6;66.4;62.3;0;17.6;0;8.9;11.2;49.7;90.1;45.7;68.9;80.4
85058;Chasnais;92.3;7.7;1.6;3.3;3.3;13.2;15.5;63.1;52.9;95.8;63;79;86
85059;La Châtaigneraie;91.1;8.9;0.4;5.8;8.5;36.4;22.1;26.8;58.2;89.2;41.8;67.2;73.1
85061;Château-Guibert;60.2;39.8;15.2;12.7;2.5;25;19.9;24.7;45.9;96.6;50.7;77.1;78
85062;Châteauneuf;46.6;53.4;15;29.8;11.8;18.5;10.4;14.4;56.7;95.9;45.6;81.7;84.8
85064;Chauché;81.8;18.2;7.7;5.8;9.4;21.8;16.7;38.6;60;96;47.8;79.4;81.8
85065;Chavagnes-en-Paillers;86.6;13.4;5.3;7.7;6.1;23.3;15.8;41.8;53.9;95.7;60.9;81.1;83.4
85066;Chavagnes-les-Redoux;71.6;28.4;5.4;5.4;0;21.5;26.9;40.8;57.9;94.5;54.1;80.4;80.7
85067;Cheffois;79;21;10.6;3.9;1.3;16.8;12;55.4;59.7;96.4;60.4;81.9;85.5
85070;Coëx;83.1;16.9;6.3;6.1;7.2;19.7;24.1;36.7;59.4;94.6;42.3;76.5;78.8
85071;Commequiers;78.7;21.3;9.9;11;1.7;21.5;12.6;43.3;57.7;94.7;41.3;75.4;79.6
85072;La Copechagnière;91.9;8.1;3.6;0.9;11.9;7.4;22.3;53.9;60.5;97.4;61.6;85.3;87
85073;Corpe;71.5;28.5;20;8.4;9.1;22.9;13.1;26.5;68.4;97.1;46.9;80;81.7
85074;La Couture;61.3;38.7;19.8;19.8;0;19.8;20.6;20.1;35.7;86.3;36.8;65.6;65.6
85076;Cugand;89.2;10.8;1.8;5.2;5.1;30.8;22.8;34.4;49.5;95.2;45.6;75;80
85077;Curzon;50.2;49.8;0;19.2;0;76.7;0;4.2;50;91.4;38.9;69.4;70.7
85078;Damvix;83.6;16.4;7.5;7.1;3;17.5;20.3;44.7;42.9;92.2;50.4;76.2;74
85080;Doix lès Fontaines;74.2;25.8;13.2;7.8;0;39.4;13.7;25.9;55.8;95;51.6;76.5;80.5
85081;Dompierre-sur-Yon;89.2;10.8;1.6;4.4;11.8;19.9;30.2;32;43.3;97.4;54.6;77.7;81.7
85082;Les Epesses;88.2;11.8;2.8;6.2;12.7;15.9;26.2;36.2;56.3;97.9;58.1;84;86.3
85083;L'Épine;75.4;24.6;5;7.9;7.1;30;18.8;31.2;57.4;89.5;42.5;69.1;73.4
85084;Essarts en Bocage;91.6;8.4;3.1;4.7;6.4;17.8;17.8;50.2;52.4;96.3;49.9;79.5;83.8
85086;Falleron;76.1;23.9;11.8;9.5;6.6;17.7;13.8;40.7;55.4;94.1;45.9;76.1;79.3
85087;Faymoreau;79.3;20.7;0;0;0;58.6;10.3;31.1;40;88.3;35.5;67.2;73.7
85088;Le Fenouiller;67.9;32.1;3.2;19.8;6.5;28.1;19.5;23;50;95.6;44.5;71.1;76.7
85089;La Ferrière;85.8;14.2;2.1;4.9;8;25.1;21.9;37.9;54.4;96.4;46.8;76.3;82.3
85090;Sèvremont;81.3;18.7;10.6;4.7;6.8;18.7;16.4;42.8;66.4;96.8;49.6;79.4;85.9
85092;Fontenay-le-Comte;91.2;8.8;0.3;5;10.2;34.1;26.4;23.9;45.6;86.6;45.8;64.9;71.8
85093;Fougeré;83.5;16.5;11.4;6.5;1;16.4;19;45.7;53.8;94.6;46.6;78.6;80.2
85094;Foussais-Payré;65.9;34.1;23.5;10.8;3.5;14.2;12;36.1;43.2;91;58.4;75.2;74.2
85095;Froidfond;64.2;35.8;14.9;11.6;0;28.4;20.2;24.9;54.2;95.6;48.4;78.9;82.7
85096;La Garnache;78.2;21.8;4.6;10.7;4.2;23.5;13;44;51.6;95.6;48.5;76.9;81.5
85097;La Gaubretière;81.4;18.6;8.2;8.9;5.2;24.9;25.3;27.5;64.5;96.2;46.6;79.3;83.3
85098;La Genétouze;65.6;34.4;16.9;11.5;7.3;34.5;18.5;11.3;49;96.2;48.9;79.6;80.6
85099;Le Girouard;58.2;41.8;21.4;17.2;7.2;25.1;17.8;11.3;56.6;94.3;46.7;78.3;82
85100;Givrand;88.7;11.3;1.2;7.2;10;23;33.5;25.1;46.2;91.6;38.6;69.7;74.5
85101;Le Givre;22.5;77.5;9.8;49;0;19.7;9.7;11.8;50;92.8;48.7;72.2;79.2
85102;Grand'Landes;72.3;27.7;37.4;12.3;0;37.5;0;12.7;59.4;95.1;54.5;76.7;88
85103;Grosbreuil;59.3;40.7;20.6;3.9;6.8;28.1;16.6;24;47;95.5;41.9;73.6;82.9
85104;Grues;51.1;48.9;29.8;7.2;7.5;29.6;3.7;22.3;56.5;87.2;41.6;62;71.9
85105;Le Gué-de-Velluire;56.6;43.4;27.2;8.4;4.8;34.2;8.5;16.8;47;87.8;43.5;67.8;72.5
85106;La Guérinière;73.8;26.2;5.1;13.6;2.5;34.6;11.4;32.8;40.9;90.3;43.5;66.6;74.9
85108;L'Herbergement;87.4;12.6;2.2;10.5;8.8;22.8;32;23.6;46.5;98.2;55.7;81.7;85.5
85109;Les Herbiers;92.5;7.5;1.4;4;9.5;22.5;22;40.6;51.8;95.1;50.9;75.1;80.6
85110;L'Hermenault;87;13;0;5.3;4.2;55.1;18.7;16.7;44.6;92.6;44.5;74.6;74.9
85111;L'Île-d'Elle;84.6;15.4;6.1;9.2;8.3;15.2;23.1;38.2;49.4;93.9;44.2;70.7;78.7
85112;L'Île-d'Olonne;72.2;27.8;6.9;23.1;4.4;39;9.5;17.2;44.9;93.8;47.7;72.8;76.7
85113;L'Île-d'Yeu;77.5;22.5;1.6;13.9;9.8;31.3;15;28.4;57.2;91.9;40.3;70.2;76.9
85114;Jard-sur-Mer;73.5;26.5;1.2;18.4;7.5;32.7;15.7;24.4;52.9;88.8;33;55;63
85115;La Jaudonnière;83.2;16.8;4.3;0;9.2;2.4;25.8;58.2;56.7;97.8;45.6;80.7;78.9
85116;La Jonchère;42.5;57.5;0;16.6;16.6;33.2;0;33.6;53.6;92.5;50;74;73
85117;Lairoux;67.9;32.1;4.8;9.6;9.6;19.2;27.1;29.7;30.8;92.4;45.7;71.1;77.2
85118;Landeronde;67;33;10.2;8.1;10.5;29.1;25.3;16.7;40.4;94.8;45.8;72.4;77.8
85119;Les Landes-Genusson;81.4;18.6;12.3;8.9;5.1;19.9;16.3;37.6;53.2;97.1;49.1;79.8;81.1
85120;Landevieille;72.2;27.8;8.5;13.9;1.6;27.6;13.5;34.9;55;94.9;44.1;76.6;83.3
85121;Le Langon;63.5;36.5;0;27.4;11.3;32.5;7.6;21.2;46.8;95.2;48.2;73.5;79.8
85123;Liez;66.7;33.3;0;33.3;0;0;0;66.7;48;98.1;48.6;71.9;88.5
85125;Loge-Fougereuse;65.9;34.1;20.8;13.6;0;23.9;6.9;34.8;55.2;93.6;55.7;75.7;79.8
85126;Longèves;82.2;17.8;5.6;7.4;9.3;24.9;11.7;41;41.3;96;55.5;77.3;80
85127;Longeville-sur-Mer;71.1;28.9;6.2;20.1;8.8;25.6;16.8;22.5;61.4;86.4;31.6;62.5;65.5
85128;Luçon;90.1;9.9;0.4;5.5;8.9;37.4;23.8;24.1;51.1;88.5;47.5;68;72.7
85129;Les Lucs-sur-Boulogne;80;20;10.8;5.7;4;16.5;26.4;36.7;51.4;96.1;56.9;77.3;82.6
85130;Maché;81;19;7.8;7.4;3.1;12.8;16.8;52.1;63.1;95.8;54.1;80.3;85.2
85131;Les Magnils-Reigniers;65.5;34.5;8.3;16.6;5;24.3;12.7;33.1;49.1;94.6;40.2;73.9;75
85132;Maillé;73.4;26.6;4.9;17.3;5;23.1;14.9;34.7;50.9;93.2;54.2;73.8;81.6
85133;Maillezais;75.2;24.8;2.8;23.1;2.4;32.7;14.4;24.5;55.1;93.2;42.3;70.4;76.2
85134;Mallièvre;61.2;38.8;0;64;0;0;0;36;43.3;98;36.4;73.5;79.3
85135;Mareuil-sur-Lay-Dissais;80.5;19.5;3.7;9.1;5.2;40.3;18.6;23;47.7;94.1;43;72.3;75.6
85136;Marillet;89;11;0;0;32.8;0;32.8;34.4;60;86.5;41.7;67.7;78.6
85137;Marsais-Sainte-Radégonde;59;41;28.9;0;0;0;0;71.1;47.6;94.2;50.6;76.3;75.8
85138;Martinet;54.8;45.2;20.9;10.5;3.5;29.4;19.4;16.4;52.8;96;51.8;83.9;81.6
85139;Le Mazeau;52.2;47.8;9.5;15.1;0;37.6;18.9;19;44.4;94.1;50.6;72.4;76.6
85140;La Meilleraie-Tillay;88.8;11.2;5.9;6.7;6.8;24.1;24.2;32.4;57.5;94.9;52.5;77;81.6
85141;Menomblet;37.6;62.4;64.1;8;0;10.7;6.5;10.7;42.9;93.4;66.3;75.3;85.4
85142;La Merlatière;72.6;27.4;5.5;9.8;0.6;19.3;22;42.9;59.3;96.7;42.1;81.9;85
85143;Mervent;76.8;23.2;8.7;13.8;1.7;21.6;10.5;43.8;41.2;92;54.8;70.5;77.7
85144;Mesnard-la-Barotière;69.3;30.7;2.3;25.1;4.5;33.1;9.3;25.7;59.1;96.6;59.3;82.8;87.6
85145;Monsireigne;50.7;49.3;10.1;13.5;3.3;36.9;12.7;23.4;68.8;95.3;46.5;81.5;84.2
85146;Montaigu-Vendée;91.2;8.8;1.4;4.3;10.2;21.3;24.1;38.7;46.6;96.2;55.9;77.1;81.9
85147;Montournais;70.8;29.2;23.9;9.7;2.5;16.7;11.1;36.2;55.1;95.9;51.1;76.5;79.9
85148;Montreuil;63.9;36.1;18.1;9;4.5;22.6;18;27.8;39.3;94;58.6;74.2;82.7
85149;Moreilles;71.5;28.5;0;19.7;0;39.7;10;30.6;47.7;91.1;50;71.5;82.3
85151;Mortagne-sur-Sèvre;91.6;8.4;1.9;4.5;9;15.9;21.8;46.9;47.9;92.7;52.9;73.6;78.3
85152;Les Achards;90.9;9.1;1.8;4.4;7;18;26;42.8;49.8;95.1;48.2;78.2;82.2
85153;Mouchamps;78.3;21.7;14.8;5.6;4.9;18.9;15.8;40;46.8;96;56.5;78;82.9
85154;Mouilleron-Saint-Germain;89.5;10.5;2.7;5.1;5.9;20.5;19;46.8;65.7;94.2;46.6;75.8;83.7
85155;Mouilleron-le-Captif;91.3;8.7;1.7;4.5;10.3;25.4;25.3;32.8;41.6;94.8;41.9;72.7;76.8
85156;Moutiers-les-Mauxfaits;85.3;14.7;1.4;4.1;15.5;31.3;23.5;24.1;46.8;94.2;41.9;74.3;75.4
85157;Moutiers-sur-le-Lay;53.6;46.4;15.6;11.7;7.8;15.8;10;39.2;64.8;93.7;53;77.3;83.3
85158;Mouzeuil-Saint-Martin;79.9;20.1;10.8;16.2;0;5.4;6.9;60.7;47.6;93.6;53;75.7;79.4
85159;Nalliers;73.4;26.6;5.3;15.2;6.1;25.4;8.7;39.3;54.6;92.2;51.1;73.9;78.2
85160;Nesmy;79;21;2.4;12.1;3.4;34.7;24.7;22.6;46.3;96.7;53.4;76.9;80.6
85161;Nieul-le-Dolent;75.6;24.4;6.1;9.4;8.7;32.4;19.3;24;52.8;95.5;53.5;76.9;82.9
85162;Rives-d'Autise;74.3;25.7;8.1;12.7;6.7;26.3;15.9;30.3;39.2;96.1;53.5;76.9;80.7
85163;Noirmoutier-en-l'Île;73.6;26.4;4.8;17.2;6.5;28.2;16;27.3;61.2;92.8;44.1;70.3;74.7
85164;Notre-Dame-de-Monts;77.4;22.6;0.8;18.6;5.8;28.6;20.1;26.2;46.6;92.3;35.2;67.8;66.1
85167;L'Orbrie;74.7;25.3;9.9;14.8;2.6;24.7;14.8;33.3;33.3;94.3;53.8;72.9;77.3
85169;Palluau;87.3;12.7;7.2;8.9;14;46.2;17.2;6.5;51.8;95;50;76.3;83.5
85171;Péault;67.1;32.9;21.8;7;0;29.3;14;27.9;41.8;96;33.9;71.3;79
85172;Le Perrier;70;30;0;17.6;6;31.9;13.4;31.1;57.4;94.1;48.3;74.5;79.6
85174;Petosse;72.8;27.2;4.1;12.9;4.3;25.1;21.4;32.3;50.3;95.8;46;74.6;80.1
85175;Les Pineaux;55.1;44.9;33.8;8.4;0;16.9;10.1;30.8;51.2;96.5;50.6;82.3;81.2
85176;Pissotte;85.6;14.4;0;20.2;4;30.9;28.8;16.1;37.3;96.9;55.8;77.6;78.4
85177;Les Velluire-sur-Vendée;70.6;29.4;10;15.4;2.5;34.6;7.7;29.8;50.4;92.4;48;71.8;80.4
85178;Le Poiré-sur-Vie;88.3;11.7;2.3;7.1;8.3;18.4;20.7;43.1;44.8;95.2;48.8;75.1;80.1
85179;Poiroux;58.4;41.6;13.4;26.8;0;30.2;7;22.7;49.7;94.6;41.4;73.3;80.4
85181;Pouillé;50.4;49.6;22.2;15.7;7.9;18.6;27.4;8.1;47.8;93.9;45.7;74.2;82.1
85182;Pouzauges;92.7;7.3;1;3.4;9;19.9;23.2;43.5;49.8;91.4;48.2;72;77.7
85184;Puy-de-Serre;58.2;41.8;17.4;17.2;13.4;17.4;0;34.6;53.8;94.9;42.5;74.7;80.7
85185;Puyravault;81;19;3.6;21.5;0;28.3;10.7;35.9;40.9;95;45.7;75.7;74.4
85186;La Rabatelière;86.4;13.6;1.6;12.7;12.1;20.8;22.9;30;55.7;96.6;64.3;81.2;86.1
85187;Réaumur;71.4;28.6;16.6;15.5;0;27.5;9.2;31.2;44.8;96.9;46.5;77.1;79.3
85188;La Réorthe;60.3;39.7;13;4.3;4.3;30.3;18;30.1;57.6;97.1;43.3;77.5;81
85189;Notre-Dame-de-Riez;70.2;29.8;6.9;14.9;1.5;23.6;14.6;38.5;57;94;39;75.2;79.5
85190;Rocheservière;84.9;15.1;3.2;7.5;8.5;24.6;23.3;33;48.3;96.8;50.3;80.1;83
85191;La Roche-sur-Yon;92.8;7.2;0.3;3.8;15.9;29.6;32.9;17.5;40.5;89.6;55.1;67.7;73.5
85192;Rochetrejoux;80.2;19.8;16.7;2.8;1.7;14;26.8;37.9;58.2;96.2;50.8;80.4;81.2
85193;Rosnay;67.8;32.2;0;17.6;3.7;17.3;20.8;40.6;44.2;96.1;55.2;80.3;83
85194;Les Sables-d'Olonne;83.1;16.9;0.7;10.3;10.5;34.9;24.1;19.4;46.4;91.4;43.2;68;71.9
85196;Saint-André-Goule-d'Oie;73.9;26.1;16.7;6.1;2.1;23.6;9.1;42.5;54.4;96.9;56.3;82;85.2
85197;Montréverd;78.6;21.4;13.7;7.4;5.7;31.5;13.8;27.8;56.3;96.9;58.7;83.7;86.3
85198;Saint-Aubin-des-Ormeaux;69.6;30.4;16;16;3.2;27.5;27.6;9.7;55.2;97.5;57.7;78.6;83.2
85199;Saint-Aubin-la-Plaine;80.6;19.4;0;8.4;4.2;33.9;19.5;34;53.1;97.7;56.1;79.4;87.5
85200;Saint-Avaugourd-des-Landes;70.1;29.9;4;28.1;4;16.1;17.9;29.8;51.3;96;41.5;76;81.6
85201;Saint-Benoist-sur-Mer;62.8;37.2;0;33.3;33.3;16.7;16.7;0;41.2;93;45.9;77.8;66.4
85202;Sainte-Cécile;81.3;18.7;10.4;11.5;10.5;19.3;13.2;35.2;46.2;94.1;52.6;78.2;78.3
85204;Saint-Christophe-du-Ligneron;78.7;21.3;4;13.7;1.6;26.9;13.8;40.1;64.7;95.1;45.7;80.3;83.8
85205;Saint-Cyr-des-Gâts;58.7;41.3;30.4;12.1;6;12.2;9;30.2;46.6;91.9;38.6;69.9;73.9
85206;Saint-Cyr-en-Talmondais;76.3;23.7;6.5;13.4;14.3;19.7;26.3;19.8;18.4;89.5;31.6;58.5;62.9
85207;Saint-Denis-du-Payré;63.4;36.6;13.6;6.8;11.1;27.5;27.3;13.7;42.9;90.4;52.6;72;69.9
85208;Saint-Denis-la-Chevasse;82.5;17.5;11.4;7.8;7.4;23.1;21.1;29.1;51.9;95.7;60.5;79.8;84.3
85209;Saint-Étienne-de-Brillouet;60.7;39.3;13.2;13.2;0;34.1;4.4;35.2;58.9;96.2;43.8;77.6;84.2
85210;Saint-Étienne-du-Bois;71.9;28.1;10.3;15.3;0.7;27.5;24.8;21.4;53.9;93.8;47.8;77.2;83
85211;Sainte-Flaive-des-Loups;64.7;35.3;22;11.9;5;21.4;5.6;34.1;58.2;96;51.1;79.6;84.4
85213;Rives de l'Yon;80.4;19.6;8.8;6.5;2.4;38.5;19.2;24.7;52.1;93.6;49.2;75.7;78.3
85214;Sainte-Foy;73;27;7.9;13.6;2.7;29.1;17.8;28.9;56.6;95.7;56;80;84.3
85215;Saint-Fulgent;92.7;7.3;1.3;3.9;5.7;18.4;19.9;50.7;54.7;96;50.8;75.5;84
85216;Sainte-Gemme-la-Plaine;84.7;15.3;7.2;9.4;11.4;21.9;18.9;31.2;43.7;96;57.2;77.1;78.2
85218;Saint-Georges-de-Pointindoux;67.5;32.5;6.8;23.6;3.4;20.2;18.9;27.2;40.6;95.2;44.6;75.4;79.1
85220;Saint-Germain-de-Prinçay;72.2;27.8;9.1;7;5.2;32.7;20.6;25.3;57.2;90.4;49.4;71.7;80.4
85221;Saint-Gervais;69.7;30.3;9.1;16.1;3.6;23.3;13.2;34.7;49.4;95.6;46;73.1;79.7
85222;Saint-Gilles-Croix-de-Vie;86.5;13.5;1.1;9;8;34;21.3;26.7;59.8;91.5;34.7;65.6;73.1
85223;Sainte-Hermine;91.5;8.5;1.2;5.2;7.3;21.3;19.3;45.7;53.4;94.2;43.2;73.1;81.4
85226;Saint-Hilaire-de-Riez;82.1;17.9;3.3;11.2;6.4;32.3;15.1;31.7;48.2;93.4;37.5;65.6;71.5
85227;Saint-Hilaire-des-Loges;75.7;24.3;6.4;4.1;11.6;31.4;20.4;26;46.1;93.6;48.4;74.4;78.5
85229;Saint-Hilaire-de-Voust;85.8;14.2;5.6;5.6;2.7;12.5;18.8;54.8;31.6;95.2;48.6;66.9;76.1
85231;Saint-Hilaire-la-Forêt;68.1;31.9;9.9;19.7;5.3;11.6;43.6;9.9;42.9;95.4;41.4;67.8;78.7
85232;Saint-Hilaire-le-Vouhis;68.8;31.2;16.9;11.3;1.7;19.3;3.5;47.3;64;95.6;57.6;81.2;85.4
85233;Saint-Jean-de-Beugné;82.5;17.5;7.3;7.3;2.1;26.1;23.2;34;54.9;94.1;60.8;76.8;87.9
85234;Saint-Jean-de-Monts;80.8;19.2;1.3;15.9;7.7;31.3;20.4;23.4;45.9;92.9;42.7;68.4;73.4
85235;Saint-Juire-Champgillon;49.3;50.7;30;20;10;0;10;30;47.5;86.4;51.9;63.6;79.1
85236;Saint-Julien-des-Landes;77.1;22.9;4.7;14.5;5;28;12.2;35.6;51.5;94.9;45.8;76.8;82
85237;Saint-Laurent-de-la-Salle;54.2;45.8;18.3;28;0;17.7;18;18;52.8;91.1;36.9;68.6;77.2
85238;Saint-Laurent-sur-Sèvre;91;9;0.8;4.2;13;20.6;26.2;35.3;31.1;95.3;53.4;74.7;72.9
85239;Saint-Maixent-sur-Vie;61.4;38.6;21.7;14.4;0;36.1;11.9;15.9;71;96.4;39.8;80.2;84.7
85240;Saint-Malô-du-Bois;75.9;24.1;10;7.5;3.7;19.2;20.9;38.6;44.4;95.4;51.8;76.1;84.3
85242;Saint-Mars-la-Réorthe;76.8;23.2;23;5.8;3.5;23;13.6;31.1;54.9;97.5;51.2;81.7;83.8
85243;Brem-sur-Mer;69.6;30.4;3.2;19.2;6.5;27.3;23.4;20.4;48.6;94.3;42.3;70.9;73.9
85244;Saint-Martin-de-Fraigneau;82.5;17.5;7;2.7;11.1;20.6;32.9;25.5;51.1;95.2;56.3;74.6;77.7
85245;Saint-Martin-des-Fontaines;92.8;7.2;4.6;4.6;7.2;9.3;14.2;60;61.1;95.2;44.7;67.7;80.7
85246;Saint-Martin-des-Noyers;80.2;19.8;7.9;9.4;3.6;22.6;16.2;40.3;64.4;96.1;47.3;79.3;82.6
