Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des emplois sal. dans le nb d’emplois au LT 2016;Part des emplois non sal. dans le nb d’emplois au LT 2016;Part des agriculteurs expl. dans le nb d’emplois au LT 2016;Part des artisans, commerçants, chefs d’ent. dans le nb d’emplois au LT 2016;Part des cadres et prof. intellectuelles sup. dans le nb d’emplois au LT 2016;Part des employés dans le nb d’emplois au LT 2016;Part des prof. intermédiaires dans le nb d’emplois au LT 2016;Part des ouvriers dans le nb d’emplois au LT 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité par tranche d'âge 2016;Taux d'activité des femmes par tranche d'âge 2016;Taux activité des hommes par tranche d'âge 2016
27227;Étréville;71.9;28.1;4.8;9.3;0;16.8;27.5;41.7;49.1;91.2;52.9;72.6;84.7
27228;Éturqueraye;53.6;46.4;100;0;0;0;0;0;35.7;89.7;55.2;70.7;83
27229;Évreux;93.7;6.3;0.1;2.9;15.4;31.3;31.3;19;43.5;84.5;53.4;68.1;72.1
27230;Ézy-sur-Eure;76.7;23.3;1.3;20.6;10.1;32;11.6;24.3;52.3;94;52;76.1;81.2
27231;Fains;75.7;24.3;13.5;19.7;6.6;39.7;0;20.6;35.1;96.3;54.2;77.9;78
27232;Farceaux;70;30;0;33.3;0;16.7;33.3;16.7;39.5;92;47.4;70;81
27233;Fatouville-Grestain;55.4;44.6;0;45.4;5;15.1;14.8;19.5;51.9;96.1;51.1;78.3;79.9
27234;Fauville;93.1;6.9;0;6;11.5;33;26.6;22.8;29.6;88;57.5;68.5;71.9
27235;Faverolles-la-Campagne;70.5;29.5;0;0;50;0;50;0;58.3;91.9;54.2;79.2;78
27237;Le Favril;46.2;53.8;50;0;0;0;0;50;42.1;89.3;56;71.2;78.3
27238;Ferrières-Haut-Clocher;69.5;30.5;16.7;25;8.3;41.6;0;8.3;31.3;94;56;74.1;79
27239;Ferrières-Saint-Hilaire;82.5;17.5;0;15;0;22.3;4.4;58.4;26.5;97.8;45.9;69;75
27240;La Ferrière-sur-Risle;62.7;37.3;0;18.4;27.6;35.1;18.9;0;70;83.3;47.8;62.9;74.1
27241;Feuguerolles;53.3;46.7;0;0;0;33.1;33.3;33.5;38.5;97.1;48;78.6;78
27242;Le Fidelaire;59;41;25.1;12.5;12.5;12.5;25.8;11.4;46;92.5;48.9;72.1;80.6
27243;Fiquefleur-Équainville;73.5;26.5;0;21.3;0;0;45.2;33.5;55.6;95.2;45.1;76.6;80.1
27245;Fleury-la-Forêt;56.9;43.1;35.2;17.8;11.7;17.7;0;17.7;56.5;91.4;57.4;70.6;81.2
27246;Fleury-sur-Andelle;87.4;12.6;0.5;6.4;10.5;22.5;25.7;34.3;50.2;91.8;48;72.3;76.5
27247;Flipou;78.2;21.8;20;0;9.9;30.2;0;39.9;43.2;93.8;44.6;68.7;73.8
27248;Folleville;65.1;34.9;31.1;0;0;62.1;6.8;0;50;94.5;43.3;67.7;84.2
27249;Fontaine-Bellenger;77.7;22.3;11.1;16.6;2.8;19.8;13;36.8;36.8;95.5;51.7;72.7;82.1
27251;Fontaine-l'Abbé;69.1;30.9;11.6;5.6;0;26.2;11.1;45.6;52.3;95.6;43;71.5;76
27252;Fontaine-la-Louvet;51.4;48.6;10;29.9;0;40;9.8;10.2;57.1;94;59;71;85.7
27254;Fontaine-sous-Jouy;59.3;40.7;17.4;34.7;0;25.6;8.5;13.7;49.9;95.5;47.7;77;79.4
27256;La Forêt-du-Parc;71.9;28.1;9.7;19.8;0;48.6;22;0;45.8;95.4;50;77.5;80.5
27258;Fort-Moville;64.6;35.4;0;24.5;0;25;0;50.5;47.4;93.5;51.4;71.2;79.7
27259;Foucrainville;22.9;77.1;0;0;0;0;0;100;0;97.4;70;72;84.4
27260;Foulbec;57;43;0;40.3;6.8;13.5;11.2;28.1;51.9;92.5;52.2;71.3;83.4
27261;Fouqueville;84.4;15.6;0;0;12.6;37.7;30.9;18.9;37.5;96.4;33.8;70.6;75.6
27263;Le Perrey;68.7;31.3;6.7;24.1;2.4;14.7;13.3;38.8;40.9;93.8;48.8;72.5;78.1
27266;Franqueville;86.6;13.4;0;18.9;0;9.6;24.2;47.3;40.2;96.7;48.8;77.3;82.7
27267;Freneuse-sur-Risle;70.1;29.9;0;25;0;75;0;0;25.9;96.4;45;70;78.3
27269;Fresne-Cauverville;52;48;0;25.1;0;25.1;0;49.7;22.2;94.3;46.4;71.7;79.6
27271;Fresney;52.9;47.1;0;0;33.3;33.3;0;33.3;42.9;93.5;61.3;82.5;77.8
27273;Gadencourt;77.1;22.9;7.1;14.4;0;22.8;0;55.7;51.1;92.6;50.9;73.3;79.7
27275;Gaillon;88.9;11.1;0.2;6.7;11.2;24.4;23;34.5;56;89;44.6;70.6;78.7
27276;Gamaches-en-Vexin;64.5;35.5;20.1;0;0;40.2;0;39.6;37.5;92.1;57.7;69.9;81.4
27277;La Baronnie;72.3;27.7;8.4;0;8.4;0;15.2;68;41.3;95;55.8;76.2;81
27278;Garennes-sur-Eure;82.3;17.7;1.4;16.1;8;19.4;12.2;42.9;52.4;95.8;48.5;77;81.4
27279;Gasny;88.8;11.2;1.5;7;12.7;17;22.5;39.3;47.8;93.1;54.9;73.1;80.3
27280;Gauciel;94.4;5.6;0;2.9;5.2;64.3;15.6;12;88.6;96.7;65.3;86.3;93.3
27281;Gaudreville-la-Rivière;70.5;29.5;0;28.9;0;56.4;14.8;0;55;92.1;59.6;70;89.2
27282;Gauville-la-Campagne;84.7;15.3;3.6;0;5.6;28.1;27.8;34.8;39.1;96.6;44.7;72.2;78
27284;Gisors;87.8;12.2;0.4;7.4;10.5;33.6;22.6;25.4;51.3;87.9;48.9;69.1;77.1
27285;Giverny;70.1;29.9;0;22.1;15;32.4;18.1;12.5;25.6;97.4;67;76.3;77.1
27286;Giverville;57.8;42.2;10.8;27.1;0;21.6;0;40.5;57.4;90.5;50;73.4;78.5
27287;Glisolles;55.7;44.3;0;36.2;36.2;0;9;18.6;38.9;93.1;53;72.2;75.8
27288;Glos-sur-Risle;81.2;18.8;0;25;8.3;25;8.5;33.1;45.7;94.5;57.5;79.2;81
27289;La Goulafrière;27.4;72.6;49.7;0;24.8;25.5;0;0;44.4;93.3;32.4;55.1;81.5
27290;Goupil-Othon;71.4;28.6;4.9;34.4;4.7;18.9;14.4;22.7;45.9;96.1;45.3;75.8;80.6
27291;Gournay-le-Guérin;42.9;57.1;44;14.7;0;11.8;0;29.5;80;96.2;58.8;92.1;80.5
27294;Val d'Orger;72.6;27.4;0;0;7.1;49.9;21.2;21.8;50.5;93.8;42.6;73.2;80.1
27295;Grand-Camp;65.4;34.6;20.3;22.9;0;17.2;17;22.7;44;92.3;50.6;68.8;76.8
27298;Graveron-Sémerville;68.6;31.4;0;33;0;0;34;33;31;96.9;55.1;75.2;80.4
27299;Gravigny;88.1;11.9;0.8;6.5;12.9;23.1;21.3;35.4;53.5;94.3;48.6;77.3;78.5
27300;Grosley-sur-Risle;59.2;40.8;0;12.5;0;37.4;12.5;37.7;42;92.9;56.1;74.1;83.6
27301;Grossoeuvre;85.9;14.1;3.1;6.1;1.7;15.4;26.6;47.2;41.3;94.8;49.7;74.8;79.5
27302;Le Bosc du Theil;66;34;3.6;25;3.5;22;16.6;29.3;43.6;93.8;46.4;72.7;79.4
27304;Guerny;64.4;35.6;0;0;50;0;0;50;21.7;92.9;42.9;69.2;69.4
27306;Guichainville;92.7;7.3;0.3;5.1;7.7;37.1;23.9;25.8;40.1;88;53.9;70.6;73.7
27307;Guiseniers;62.1;37.9;31.4;0;0;31.4;10.5;26.7;54.1;95.8;55.9;80.9;83.6
27309;L'Habit;85.5;14.5;8.4;25.1;8.4;16.7;16.8;24.7;58.5;97;47.7;74.2;88.6
27310;Hacqueville;79.9;20.1;14.3;7.1;0;28.6;6.8;43.2;42.6;88;52.2;70.2;74.3
27311;Harcourt;88.9;11.1;4.1;6.1;2.5;68.3;14.5;4.5;43.4;90.7;51.4;68.6;80.8
27312;Hardencourt-Cocherel;43.5;56.5;0;16.6;0;33.1;33.1;17.1;38.1;96.4;46.7;81.3;78.4
27313;La Harengère;70.4;29.6;0;25.2;0;25.2;25.4;24.1;36.4;95.9;54.9;78.4;80.2
27315;Harquency;68.3;31.7;0;20;0;10;10.1;59.9;45.2;97.2;54.5;75;81.6
27316;Hauville;67.5;32.5;0;16.6;0;50.1;8.3;25;48.4;95;48.8;78;77.3
27317;La Haye-Aubrée;61.6;38.4;20;20;0;0;20;40.1;27.5;91.9;53;69.9;78.4
27318;La Haye-de-Calleville;51.7;48.3;20.9;20.9;0;41.8;0;16.5;50;97.2;68.2;82.1;87.5
27319;La Haye-de-Routot;50;50;0;50;0;50;0;0;37;92.9;48.2;62.9;83.3
27320;La Haye-du-Theil;65;35;0;29.6;0;0;40.2;30.2;52;96.7;47.2;77.3;83.9
27321;La Haye-le-Comte;37.4;62.6;0;100;0;0;0;0;64.3;97.5;63.6;76.2;82.2
27322;La Haye-Malherbe;78.1;21.9;13.9;14.2;7;19.5;19.5;25.9;54.5;96.1;47;75.7;80.8
27323;La Haye-Saint-Sylvestre;54.3;45.7;24.8;25;0;25.1;12.5;12.6;52.6;88.9;42.9;68;76.5
27324;Hébécourt;58.8;41.2;13;38.8;0;29.8;6.5;11.8;42;93.6;53.5;73.9;77
27325;Hecmanville;39.9;60.1;0;0;100;0;0;0;71.4;96.3;53.8;82.4;93
27326;Hécourt;37.7;62.3;0;17.8;17.8;35.5;17.8;11.1;52.9;92.7;72.7;85.1;79.4
27327;Hectomare;71.6;28.4;24.7;0;0;50.2;0;25.1;45.4;97.8;40.7;73.9;83.3
27329;Hennezis;59.1;40.9;4.8;23.8;0;23.8;9.5;38.1;48.6;94.7;49.6;75.4;78.4
27330;Herqueville;98.7;1.3;0;0;11.2;6;28.1;54.7;50;83;50;59.5;81.4
27331;Heubécourt-Haricourt;62.2;37.8;37.5;0;12.5;0;25;25;51.4;96.1;59.7;81.3;80.9
27332;Heudebouville;94.8;5.2;0;3.6;11.4;17.2;26.1;41.6;44.1;96;50.8;71.7;80.5
27333;Heudicourt;65.8;34.2;33.2;0;6.5;13;33.6;13.8;47.5;95.4;63.5;79.8;81.8
27334;Heudreville-en-Lieuvin;60;40;33.2;0;0;0;33.6;33.2;60;94.7;46.2;65;82.4
27335;Heudreville-sur-Eure;75.8;24.2;3.2;18.9;7;19.3;13.2;38.4;32;95.1;55;73.7;79.7
27336;La Heunière;76.5;23.5;14.1;14.1;14.1;14.1;0;43.5;42.5;97.1;70.5;81.7;86.5
27337;Heuqueville;70.2;29.8;0;3.7;18.4;17;0;60.9;43.4;94.3;50.7;67.8;80.2
27338;Les Hogues;70;30;0;29;7.1;14.2;7.3;42.4;39.9;95.4;47.1;79.9;79.3
27339;Hondouville;94.5;5.5;0;0.7;9.8;7.9;27.9;53.7;34.6;95.3;57.4;77.7;79.2
27340;Honguemare-Guenouville;89.5;10.5;11;3.7;1.1;25.3;18.4;40.6;45.2;97.4;42.2;81.3;81.1
27341;L'Hosmes;33.3;66.7;33.5;33.3;0;33.3;0;0;20;91.3;58.3;77.8;68.2
27342;Houetteville;81.2;18.8;0;0;0;44.1;0;55.9;50;97.9;58.8;81.5;84.1
27343;Houlbec-Cocherel;60.7;39.3;0;20.2;6.3;18.7;29;25.9;35.2;93.9;53.2;71;78.7
27345;La Houssaye;53.1;46.9;50;0;0;0;0;50;50;95.3;42.1;66.1;77.4
27346;Houville-en-Vexin;75;25;0;28.4;2.6;0;14.2;54.8;65;95.8;47.2;82.7;77.6
27347;Huest;86.9;13.1;4.6;4.6;9;24.1;29.8;27.9;41.1;94.3;47.2;71.6;84.2
27348;Igoville;91.6;8.4;0;5.4;7.4;31.3;24.3;31.6;42.4;90.6;49.4;76.6;74.5
27349;Illeville-sur-Montfort;68;32;0;31.3;6.3;31.3;24.8;6.2;46.4;95.3;43.2;77.6;79.6
27350;Illiers-l'Évêque;71.6;28.4;4.8;19.3;2.7;28.9;14.8;29.5;47.5;90.9;56.6;73.6;77.4
27351;Incarville;95.8;4.2;0;4.8;13;17.8;26.9;37.5;49.3;91.8;53.4;71.9;78.7
27353;Irreville;56.1;43.9;0;57.1;0;0;42.9;0;54.5;97.1;53.5;77.4;85.8
27354;Iville;78.9;21.1;20.9;4.5;4.5;17.9;8;44.1;49.5;95.1;50.6;73;75
27355;Ivry-la-Bataille;81.6;18.4;2.3;11.7;7.5;32.2;18;28.3;61.5;94.5;53.1;78;84.9
27358;Jouy-sur-Eure;60.1;39.9;17.6;29.4;5.9;29.4;5.9;11.8;35;95.8;60.8;78.9;83.6
27359;Juignettes;8;92;28;57.6;0;0;0;14.4;27.5;74.8;56.2;56;73.7
27360;Jumelles;59.4;40.6;0;49.2;0;50.8;0;0;54.3;96.2;51.2;79.6;80.8
27361;La Lande-Saint-Léger;54.1;45.9;25;0;0;37.5;25.2;12.2;52.8;94.7;46.3;78.6;80
27363;Le Landin;89.7;10.3;0;0;0;49.6;50.4;0;56.3;97.3;50;81.7;78
27364;Launay;77;23;5.4;28.2;0;28.2;5;33.2;40.9;98.8;51.1;76.4;75
27365;Léry;86.5;13.5;0;6.4;9.2;19.5;27.1;37.8;53.4;88.2;46.1;67.2;76
27366;Letteguives;47.3;52.7;0;51.4;0;0;48.6;0;27.3;97.2;61.1;76.2;74.6
27367;Lieurey;68;32;6;15.3;13.1;24.1;21.3;20.1;47.4;88.4;45.5;67.7;72.8
27368;Lignerolles;73.3;26.7;0;33.3;33.3;33.3;0;0;53.1;94.1;54.1;73.6;87.9
27369;Lilly;54.7;45.3;0;100;0;0;0;0;45.5;96.3;45.5;65.2;80.8
27370;Lisors;86.1;13.9;0;10.1;22.2;40.4;10.1;17.1;51.2;88.8;63.4;71;79.7
27371;Livet-sur-Authou;70.2;29.8;50;0;0;0;0;50;66.7;85;45.8;70.2;75
27372;Longchamps;61.2;38.8;33.4;10.9;0;22.3;22.2;11.2;48.2;89.8;43;70.1;80.3
27373;Lorleau;54.4;45.6;0;0;0;66.5;0;33.5;41.7;89.1;26.3;60;73
27374;Louversey;62.1;37.9;28.6;14.1;0;14.3;14.3;28.6;29.5;97.1;53.6;76.7;80.5
27375;Louviers;88.1;11.9;0.2;5.2;12.9;27.6;27.7;26.4;51.3;87.8;49.1;68.4;79.4
27376;Louye;45.5;54.5;0;100;0;0;0;0;28.6;93.1;50;73.8;76.3
27377;Lyons-la-Forêt;75.5;24.5;7.5;9.4;7.8;38.5;18.5;18.4;58.7;91.7;44.1;68.7;78.9
27378;La Madeleine-de-Nonancourt;84.1;15.9;11.6;2.3;9.2;30.1;11.9;34.9;45.6;94.3;51.1;73.2;75.8
27379;Mainneville;74.4;25.6;7.7;22.9;0;23.7;30.8;14.9;47.7;95.3;65.1;80;86
27380;Malleville-sur-le-Bec;56.3;43.7;25;8.3;8.3;33.2;8.7;16.6;46.7;93.2;35.9;71.8;77.2
27381;Malouy;33.4;66.6;0;100;0;0;0;0;60;94.5;50;76.1;82.9
27382;Mandeville;90.7;9.3;0;0;36.3;0;63.7;0;35.1;97.6;28.3;71.2;70.9
27383;Mandres;30;70;0;0;0;100;0;0;50;91.7;38.7;65.8;74.6
27384;Manneville-la-Raoult;62.7;37.3;0;28.6;0;28.3;14.3;28.8;41.1;97;50.8;78.1;78.3
27385;Manneville-sur-Risle;89.8;10.2;2;2;17.5;33.5;24.5;20.5;43.3;92.3;47.9;72.6;77.6
27386;Le Manoir;89;11;3.4;10.1;7.1;33.7;28;17.6;47;92.7;49;73.8;83.3
27388;Marais-Vernier;61.9;38.1;22.6;25.7;0;17.1;17.5;17.1;32.9;90.5;49.4;66.1;76.3
27389;Marbeuf;69.5;30.5;9.5;9.5;14.3;23.9;14.3;28.6;42.1;95.6;46.7;74.5;87.3
27390;Marcilly-la-Campagne;60;40;4.1;16.7;7;29.9;20.9;21.3;43.2;96.7;45.3;76.1;83.6
27391;Marcilly-sur-Eure;70.8;29.2;0;9.6;18.4;31.2;26.3;14.4;46.6;95.6;51.9;77.2;80.8
27392;Martagny;66.7;33.3;0;49.9;0;24.9;0;25.2;50;96.2;65;76.6;84.1
27393;Martainville;65.9;34.1;33.2;11.1;6.2;21.8;10.8;17;41.9;95.7;63;79.3;89
27394;Martot;92.7;7.3;4.1;4.9;4.8;21;30;35.2;40.5;93;51.4;74.1;73.5
27395;Mélicourt;17.1;82.9;100;0;0;0;0;0;62.5;93.9;38.5;84;69
27396;Ménesqueville;69.2;30.8;0;16.2;0;24.4;19.1;40.4;40.7;93.3;57.4;72.5;79.4
27397;Ménilles;75.8;24.2;0;19.1;5.2;22.7;15.2;37.7;40.4;93.8;58.8;77.5;78.8
27398;Menneval;89;11;0;7.5;5.6;41.4;23.4;22.1;28.7;91.5;55.2;70.3;72.3
27399;Mercey;87.5;12.5;N/A;N/A;N/A;N/A;N/A;N/A;20;90.9;40;60;82.4
27400;Merey;64.7;35.3;0;0;0;0;100;0;50.3;94.1;60.8;73.3;83
27401;Le Mesnil-Fuguet;70.6;29.4;0;49.9;0;25.1;25;0;53.8;94.7;53.7;79.7;69.2
27403;Le Mesnil-Jourdain;52.6;47.4;29.4;0;11.1;37.5;3.7;18.3;50.2;88.2;46.4;60.8;82.8
27404;Mesnil-Rousset;52.6;47.4;0;0;0;100;0;0;11.1;83.8;80;75;68.8
27405;Mesnil-sous-Vienne;36;64;N/A;N/A;N/A;N/A;N/A;N/A;44.4;94.3;57.7;66.7;81.1
27406;Mesnil-sur-l'Estrée;85.2;14.8;0;6.6;5.3;16.5;31.7;39.9;45.7;95.9;50.6;74.1;75.8
27407;Mesnil-Verclives;52.5;47.5;0;50;0;16.7;33.3;0;48.1;96.2;57.5;75.7;88.3
27408;Mézières-en-Vexin;44.3;55.7;14.3;28.6;28.6;14.3;14.3;0;42.9;97.2;55.7;79.8;82.1
27410;Miserey;93.8;6.2;0;5;19.5;12.5;47.2;15.9;54.5;95.8;52.7;81.3;82.5
27411;Moisville;57.9;42.1;0;50.2;0;0;0;49.8;70.6;95.6;54.5;79.7;85.7
27412;Terres de Bord;70.8;29.2;3.3;7.6;6.8;44.5;20.2;17.5;41.8;97.2;50.4;77.2;80.6
27413;Montfort-sur-Risle;87;13;0;6.2;17;33.7;15.8;27.3;46.9;88;51.9;68.5;78.4
27414;Montreuil-l'Argillé;87.5;12.5;2.5;9.1;9.4;17.9;26.4;34.8;48.8;87.8;41.4;65.4;71
27415;Morainville-Jouveaux;34.4;65.6;28.1;37.9;9.6;19.3;0;5.1;57.4;97;54.9;76.7;80.1
27417;Morgny;66.5;33.5;0;5.3;0;42.5;17;35.2;39.3;94;54.1;73.9;83.8
27418;Morsan;41.8;58.2;0;100;0;0;0;0;40;80;72.7;64.5;80
27419;Mouettes;59.9;40.1;0;27.5;9;37;0;26.5;39.7;94.4;50.5;71.6;85.1
27420;Mouflaines;100;0;0;0;0;20.6;19.8;59.6;57.7;94;35;75.9;74.6
27421;Mousseaux-Neuville;67.1;32.9;0;9.3;0;18.4;54;18.3;50.2;94.8;56.7;74.9;81.5
27422;Muids;72.2;27.8;0;8.3;4.1;20.7;29.8;37.1;47.2;95.2;58.3;76.9;80.4
27423;Muzy;62.3;37.7;9.6;48;0;35.7;0;6.8;50;93.8;54.3;75;82
27424;Nagel-Séez-Mesnil;83.4;16.6;7.7;15.4;0;15.4;0;61.6;45.5;93.4;39.1;73.3;78.8
27425;Nassandres sur Risle;85.9;14.1;1.4;7.2;5.7;25.2;19.4;41.1;43.3;94.8;51;74.4;79.2
27426;Neaufles-Saint-Martin;78.8;21.2;2.6;13.2;16.8;20.1;16.1;31.2;36.1;92.6;51.4;68.9;76.6
27427;Neaufles-Auvergny;81.9;18.1;3.6;3.6;0;0;21.5;71.4;40.6;94.1;52.5;73.3;78
27428;Le Neubourg;92.3;7.7;0.5;4.3;11.8;26.9;21.3;35.3;60.5;92;43.5;72.6;75.8
27429;Neuilly;57.1;42.9;0;0;0;0;0;100;58.3;93.3;69.6;80;84.2
27430;La Neuve-Grange;64.6;35.4;22.2;0;0;44.5;0;33.3;38.9;95.7;71.4;79.4;86.5
27431;La Neuve-Lyre;77.3;22.7;0;25;12.4;12.5;18.6;31.5;53.3;84.6;50;68.2;77.5
27432;La Neuville-du-Bosc;83.5;16.5;6.3;19.1;5;47.5;12.6;9.5;51.2;77;49.4;65.1;72.8
27433;Neuville-sur-Authou;49.3;50.7;0;18.3;0;35.5;28.2;18;47.6;89.9;57.7;73.3;76.8
27434;Noards;43.1;56.9;50;0;0;50;0;0;66.7;100;66.7;83.3;93.3
27435;La Noë-Poulain;82;18;0;21.5;0;0;35.5;43;45.9;81.2;46.2;58.2;76.2
27436;Nogent-le-Sec;67.2;32.8;0;64.9;0;0;0;35.1;38.6;95.9;63.2;77.7;80.3
27437;Nojeon-en-Vexin;62.5;37.5;0;0;0;0;50.6;49.4;58.1;91.3;71.1;77.4;88.7
27438;Nonancourt;86.4;13.6;0;9.1;11.5;28.6;17.4;33.5;64.4;84.1;45.3;67.1;76.5
27439;Normanville;89;11;1;5.5;13.9;23.6;26.8;29.2;41.5;96.4;41.2;66.2;75.1
27440;Notre-Dame-de-l'Isle;84;16;2.6;10.4;24.3;11.9;17.6;33.3;40.6;93;61.2;72.8;80.2
27441;Notre-Dame-d'Épine;55.8;44.2;100;0;0;0;0;0;40;85.3;40;65.2;76.9
27442;Notre-Dame-du-Hamel;55.5;44.5;33.3;20;6.7;19.8;0;20.3;54.2;85.1;44.1;63.8;71.6
27444;Le Noyer-en-Ouche;41.3;58.7;16.7;33.3;0;33.3;0;16.7;54.5;94.7;53.7;73.2;81.9
27445;Noyers;92.2;7.8;0;0;1;60.2;34;4.7;52.9;89.6;54.7;69;84
27446;Ormes;64.6;35.4;12.7;0;12.7;0;38.2;36.3;33.3;96.5;55.7;77.3;78.4
27447;Le Val-Doré;61.6;38.4;3.6;17.4;10.4;28;19.4;21.2;35.2;96;51.4;72.7;79.3
27448;Pacy-sur-Eure;88.1;11.9;0;6.8;13.6;34.6;21.2;23.8;52.2;92.9;50.7;74.5;79.6
27451;Parville;69;31;0;29.7;0;21.7;29.8;18.8;25;97.5;41.7;76.8;73.6
27453;Perriers-sur-Andelle;81;19;1.2;9.4;3;31.6;17.2;37.7;53.7;93.3;51;73.8;79.9
27454;Perruel;54.5;45.5;0;49.8;0;20.2;10.2;19.9;61.9;96;57.3;80.6;85.6
27455;Piencourt;73.2;26.8;8.9;8.9;0;36.3;9.1;36.8;33.3;88.9;68.7;68.7;81.6
27456;Pinterville;70.7;29.3;0;14.4;18.5;22;18.2;26.9;27;91.6;45.6;68.4;72.1
27457;Piseux;61.1;38.9;26.9;6.6;0;20;13.1;33.3;45.9;91.2;47.3;73.6;80.9
27458;Pîtres;93.4;6.6;0;5.1;14.3;14.4;27.5;38.7;43.6;92;45;70.5;78.8
27459;Les Places;36.4;63.6;66.7;0;0;33.3;0;0;72.7;100;63.6;86.4;84.6
27460;Plainville;42.9;57.1;0;50;0;50;0;0;50;93.2;41.7;77.8;66.2
27462;Le Planquay;10;90;42.8;14.3;0;14.3;14.3;14.4;28.6;98.4;61.5;79.5;84
27463;Plasnes;65.3;34.7;0;37.7;0;21.7;14.5;26.1;50.6;95.5;53.6;71.8;82.7
27464;Le Plessis-Grohan;63.1;36.9;7.3;21.8;4.6;36.4;15.3;14.5;35;96.1;58.4;77.9;81.8
27465;Le Plessis-Hébert;51.1;48.9;0;0;0;45.9;18;36.1;38.9;95.3;63.2;79.9;78.9
27466;Le Plessis-Sainte-Opportune;53.4;46.6;28.5;43;0;28.5;0;0;51.9;93.6;43.5;72.3;81.5
27467;Pont-Audemer;89.8;10.2;0.1;5.5;9.9;31.9;25.6;26.9;51.8;86.6;49.3;68;74.5
27468;Pont-Authou;89.1;10.9;0;5.2;6.6;37.9;24.5;25.8;52;89.2;40.3;69.6;73.9
27469;Pont-de-l'Arche;85.7;14.3;1.1;12.9;12;32;19.2;22.7;45.6;94.1;54.2;76;81.3
27470;Pont-Saint-Pierre;85.9;14.1;0;8.3;12.4;23.2;25.5;30.6;53.5;93.8;54.8;76.4;82.7
27471;Porte-de-Seine;79;21;0;5.8;15.1;26.2;8.7;44.2;12.5;97.1;70;78;76.9
27472;Portes;86;14;0;16.3;25.4;0;10.1;48.2;46.9;98.3;46.9;81.9;79.2
27473;Port-Mort;79.4;20.6;0;14.4;19.2;29.1;13.2;24.1;33;92.3;49.4;66.2;75.7
27474;Poses;80.6;19.4;0;4.5;9.8;26.7;28.4;30.6;39.8;96.3;54.7;78;78.4
27475;La Poterie-Mathieu;42.6;57.4;31.3;0;0;31.3;0;37.4;77.8;93;48.3;79.1;76.9
27476;Les Préaux;68;32;0;14.1;0;56.6;0;29.4;46.8;96.1;52.9;71.3;80.8
27477;Pressagny-l'Orgueilleux;63.8;36.2;10;19.9;0;50;20.1;0;35.8;92.7;62.2;75;79.1
27478;Prey;72.6;27.4;6.5;25.4;0;25.9;18.9;23.3;36.6;95.6;44.3;73.4;80.3
27480;Puchay;57.4;42.6;0;29.4;0;29.4;9.8;31.4;43.8;91.6;46.3;73.4;77.8
27481;Pullay;68.3;31.7;0;19.9;0;19.9;0;60.3;27.2;92.3;60.7;65.8;81.6
27482;La Pyle;74.7;25.3;0;33.5;0;33.5;0;32.9;52.4;95.5;53.3;72.2;89.6
27483;Quatremare;71.1;28.9;0;0;0;23.2;31;45.8;51.2;95.1;50;72.5;82.7
27485;Quillebeuf-sur-Seine;80.3;19.7;0;7.5;9;53.6;22.7;7.2;62;88.7;45.1;70.5;79.1
27486;Quittebeuf;78.1;21.9;12.2;6.1;0;39.8;30.1;11.7;53.6;96.5;49.2;83;83.8
27487;Radepont;83.9;16.1;7.1;9.9;5.4;27.5;10.5;39.5;51.4;92.5;61.9;72.9;84.3
27488;Renneville;80.2;19.8;31.6;0;0;0;10.5;57.9;19;89.9;54.3;68.2;71
27489;Reuilly;74.7;25.3;6.9;12.7;0;39.2;12.4;28.9;31.8;96.2;49.9;69.4;80.6
27490;Richeville;69.9;30.1;0;24.6;0;0;24.9;50.5;30.3;92;51.4;73;72.3
27492;Romilly-la-Puthenaye;69.8;30.2;0;49.5;0;24.8;0;25.7;29.2;91.2;51.2;72.1;74.7
27493;Romilly-sur-Andelle;90;10;0;4.7;13.7;24.8;22.2;34.6;49.7;93.7;57.3;77.9;82.9
27495;La Roquette;76.7;23.3;0;33.5;0;25.5;12.3;28.7;52;92.9;46.7;74.2;77
27496;Rosay-sur-Lieure;70.1;29.9;7.7;15.5;15.5;38.1;7.7;15.5;38.1;95.2;55.9;77;81.2
27497;Rougemontiers;69.3;30.7;9.6;20.1;5.7;34.2;16.5;13.9;47.8;93.5;46;73.5;81.4
27498;Rouge-Perriers;66.1;33.9;0;43.2;0;0;14.4;42.4;46.7;90.9;53.6;77.2;82
27500;Routot;85;15;0;4.6;13.2;38.1;24.6;19.5;48.4;93.2;49.4;72.1;83.8
27501;Rouvray;66.6;33.4;0;0;0;0;0;100;32.1;94.7;46.4;72.4;80.5
27502;Rugles;88.7;11.3;0.8;6.7;10.5;27.2;17.9;36.9;57.5;89.1;46.6;68.5;74.7
27504;Sacquenville;79.9;20.1;11.3;18.6;3.7;22.8;18.7;24.9;39.8;97.5;54.8;79.5;83.4
27505;Saint-Agnan-de-Cernières;44.4;55.6;0;0;0;0;0;100;30;88.1;48.3;61.5;71.4
27507;Saint-André-de-l'Eure;90.3;9.7;0;4.3;6.6;27.1;31.8;30.1;53.5;91.3;45.6;73.5;77.6
