Inscrits,% Abs/Ins,LE PEN,MACRON,Code Insee
167,10.78,52.9,47.1,02414
112,16.96,67.82,32.18,02415
350,18.29,63.45,36.55,02416
77,12.99,69.81,30.19,02417
156,28.85,56.0,44.0,02418
216,17.13,52.56,47.44,02419
662,18.43,54.62,45.38,02420
66,24.24,54.17,45.83,02421
570,22.81,55.73,44.27,02422
309,16.18,67.98,32.02,02423
88,18.18,42.31,57.69,02424
130,16.15,65.09,34.91,02425
405,16.54,52.86,47.14,02426
94,23.4,62.07,37.93,02427
60,16.67,57.78,42.22,02428
86,23.26,43.86,56.14,02429
814,22.6,56.19,43.81,02430
327,24.77,54.72,45.28,02431
147,21.09,60.78,39.22,02432
210,21.43,50.35,49.65,02433
194,22.68,49.59,50.41,02434
72,16.67,65.38,34.62,02435
196,17.35,41.18,58.82,02438
731,15.73,57.54,42.46,02439
112,14.29,63.22,36.78,02440
166,20.48,40.16,59.84,02441
75,21.33,62.75,37.25,02442
135,11.85,51.0,49.0,02443
116,18.1,74.39,25.61,02444
228,17.54,45.51,54.49,02445
85,11.76,47.76,52.24,02446
99,21.21,53.03,46.97,02447
109,9.17,76.74,23.26,02448
53,15.09,42.5,57.5,02449
276,19.93,63.64,36.36,02450
114,26.32,48.61,51.39,02451
184,15.76,42.75,57.25,02452
264,13.64,58.94,41.06,02453
280,20.71,62.11,37.89,02454
156,16.67,62.18,37.82,02455
296,20.61,60.78,39.22,02456
296,21.96,55.98,44.02,02457
630,20.0,60.27,39.73,02458
148,18.24,40.17,59.83,02459
179,14.53,71.2,28.8,02460
285,32.28,68.02,31.98,02461
180,17.22,60.47,39.53,02462
54,16.67,68.57,31.43,02463
249,18.47,51.93,48.07,02464
317,20.19,52.86,47.14,02465
110,20.0,67.65,32.35,02466
42,16.67,53.13,46.88,02467
1570,21.21,59.3,40.7,02468
362,15.47,61.98,38.02,02469
299,21.4,61.08,38.92,02470
100,26.0,43.08,56.92,02471
339,24.19,54.63,45.37,02472
146,23.29,62.11,37.89,02473
280,20.71,59.49,40.51,02474
300,21.33,47.64,52.36,02475
469,20.68,66.38,33.62,02476
730,19.32,42.8,57.2,02477
192,21.35,44.88,55.12,02478
250,20.8,67.61,32.39,02480
378,15.61,41.84,58.16,02481
38,13.16,43.75,56.25,02482
420,19.76,45.92,54.08,02483
342,20.18,61.51,38.49,02484
83,12.05,59.42,40.58,02485
68,26.47,41.86,58.14,02486
493,18.46,55.31,44.69,02487
114,20.18,69.88,30.12,02488
243,11.11,48.62,51.38,02489
121,14.88,29.79,70.21,02490
282,19.15,57.97,42.03,02491
340,18.24,63.07,36.93,02492
176,18.75,58.27,41.73,02493
106,16.98,65.85,34.15,02494
768,27.6,59.92,40.08,02495
76,23.68,61.11,38.89,02496
812,21.43,44.24,55.76,02497
502,21.12,52.46,47.54,02498
32,15.63,32.0,68.0,02499
614,17.92,55.93,44.07,02500
60,15.0,44.44,55.56,02501
972,25.31,62.95,37.05,02502
713,25.25,64.06,35.94,02503
1177,26.68,66.05,33.95,02504
145,22.76,66.67,33.33,02505
164,11.59,33.87,66.13,02506
37,24.32,42.31,57.69,02507
105,20.95,54.79,45.21,02508
126,25.4,53.49,46.51,02509
114,22.81,54.93,45.07,02510
224,21.88,67.72,32.28,02511
197,17.77,54.48,45.52,02512
119,18.49,52.87,47.13,02513
545,19.82,60.96,39.04,02514
54,31.48,64.71,35.29,02515
47,10.64,56.25,43.75,02516
231,17.32,64.02,35.98,02517
234,16.24,59.87,40.13,02518
145,18.62,61.9,38.1,02519
507,21.7,32.11,67.89,02520
953,24.13,56.11,43.89,02521
49,16.33,76.32,23.68,02522
61,22.95,47.62,52.38,02523
532,19.55,51.61,48.39,02524
500,15.8,46.01,53.99,02525
83,21.69,56.67,43.33,02526
318,21.38,61.5,38.5,02527
179,21.79,54.03,45.97,02528
160,16.88,57.26,42.74,02529
64,23.44,65.85,34.15,02530
86,16.28,46.55,53.45,02531
745,22.82,56.7,43.3,02532
101,19.8,47.83,52.17,02533
36,2.78,29.17,70.83,02534
99,16.16,50.7,49.3,02535
72,4.17,50.91,49.09,02536
122,13.11,60.82,39.18,02537
51,21.57,62.16,37.84,02538
523,24.09,55.65,44.35,02539
937,18.14,47.19,52.81,02540
300,17.0,55.7,44.3,02541
77,16.88,46.15,53.85,02542
1513,28.49,60.23,39.77,02543
441,23.81,53.38,46.62,02544
115,14.78,70.11,29.89,02545
147,23.13,49.49,50.51,02546
48,18.75,67.65,32.35,02547
297,18.18,57.87,42.13,02548
697,19.94,45.57,54.43,02549
78,21.79,56.86,43.14,02550
91,18.68,66.13,33.87,02551
136,15.44,61.05,38.95,02552
162,17.9,60.83,39.17,02553
781,21.25,47.57,52.43,02554
1440,28.4,52.56,47.44,02555
66,16.67,54.0,46.0,02556
104,29.81,50.0,50.0,02557
1739,22.94,62.52,37.48,02558
363,19.56,59.49,40.51,02559
198,18.69,62.02,37.98,02560
128,11.72,31.73,68.27,02561
147,12.93,57.98,42.02,02562
147,15.65,60.18,39.82,02563
393,19.34,59.04,40.96,02564
198,17.68,53.42,46.58,02565
828,20.77,52.66,47.34,02566
233,17.6,61.82,38.18,02567
141,14.89,39.62,60.38,02568
331,19.03,65.98,34.02,02569
133,16.54,60.78,39.22,02570
499,12.83,49.61,50.39,02571
366,20.49,49.8,50.2,02572
54,14.81,41.03,58.97,02573
1020,23.14,61.36,38.64,02574
1218,26.03,62.08,37.92,02575
259,16.22,56.19,43.81,02576
85,23.53,50.88,49.12,02577
58,17.24,59.57,40.43,02578
113,15.93,59.46,40.54,02579
550,21.09,60.31,39.69,02580
231,26.84,57.69,42.31,02581
72,15.28,48.08,51.92,02582
48,14.58,66.67,33.33,02583
102,11.76,68.83,31.17,02584
187,12.83,55.17,44.83,02585
135,17.78,41.24,58.76,02586
285,11.93,45.21,54.79,02587
57,17.54,39.53,60.47,02588
192,17.19,58.82,41.18,02589
142,30.99,43.9,56.1,02590
103,17.48,69.44,30.56,02591
150,12.67,46.15,53.85,02592
847,21.96,40.37,59.63,02593
126,19.05,70.93,29.07,02594
112,19.64,56.16,43.84,02595
498,20.28,57.34,42.66,02596
562,24.91,51.54,48.46,02598
205,19.51,67.55,32.45,02599
293,18.77,58.33,41.67,02600
148,33.11,66.67,33.33,02601
1180,20.68,55.75,44.25,02602
59,18.64,71.43,28.57,02604
154,22.08,75.0,25.0,02605
56,28.57,42.11,57.89,02606
63,12.7,50.94,49.06,02607
326,19.33,68.51,31.49,02608
24,12.5,50.0,50.0,02609
466,17.81,47.08,52.92,02610
98,26.53,76.47,23.53,02612
375,15.73,60.81,39.19,02613
217,17.05,52.44,47.56,02614
258,12.02,36.56,63.44,02615
146,17.12,57.14,42.86,02616
353,14.73,60.84,39.16,02617
477,22.64,58.66,41.34,02618
301,31.56,46.28,53.72,02619
290,24.48,69.8,30.2,02620
322,15.22,39.26,60.74,02621
39,20.51,60.71,39.29,02622
85,24.71,52.46,47.54,02623
204,19.61,56.85,43.15,02624
123,20.33,71.95,28.05,02625
302,16.89,47.19,52.81,02626
104,16.35,58.9,41.1,02627
180,19.44,37.7,62.3,02628
228,19.3,69.14,30.86,02629
269,12.64,60.38,39.62,02631
51,5.88,37.5,62.5,02632
44,9.09,43.75,56.25,02633
59,15.25,57.45,42.55,02634
113,11.5,51.69,48.31,02635
168,17.26,60.63,39.37,02636
258,17.44,44.51,55.49,02637
178,15.17,64.71,35.29,02638
284,24.65,61.75,38.25,02639
116,20.69,47.44,52.56,02640
84,20.24,62.5,37.5,02641
146,15.07,82.5,17.5,02642
597,21.11,56.61,43.39,02643
292,15.41,55.71,44.29,02644
152,13.16,48.72,51.28,02645
47,17.02,57.14,42.86,02647
1482,22.33,55.1,44.9,02648
255,20.39,71.26,28.74,02649
295,21.69,59.61,40.39,02650
86,23.26,60.0,40.0,02651
87,18.39,68.66,31.34,02652
356,19.94,56.61,43.39,02653
65,13.85,53.06,46.94,02654
94,7.45,64.38,35.62,02655
296,17.57,41.28,58.72,02656
147,23.81,69.51,30.49,02657
187,19.25,44.29,55.71,02658
404,15.1,37.46,62.54,02659
45,26.67,72.73,27.27,02660
162,9.26,42.06,57.94,02661
251,25.5,60.92,39.08,02662
163,33.74,51.55,48.45,02663
99,21.21,53.62,46.38,02664
231,15.58,51.85,48.15,02665
713,22.16,60.89,39.11,02666
184,24.46,55.74,44.26,02667
695,15.25,57.69,42.31,02668
110,17.27,56.63,43.37,02670
224,17.86,62.35,37.65,02671
186,12.37,52.67,47.33,02672
300,24.0,55.56,44.44,02673
43,16.28,63.33,36.67,02674
97,8.25,50.63,49.37,02675
1312,25.08,57.69,42.31,02676
168,21.43,62.73,37.27,02677
61,29.51,51.35,48.65,02678
112,16.96,55.42,44.58,02679
1502,26.5,51.33,48.67,02680
199,18.59,66.43,33.57,02681
96,21.88,54.55,45.45,02682
81,27.16,76.92,23.08,02683
2321,28.61,62.83,37.17,02684
95,16.84,54.41,45.59,02685
321,20.25,65.64,34.36,02686
272,18.75,42.03,57.97,02687
45,8.89,50.0,50.0,02688
48,16.67,65.63,34.38,02689
69,13.04,35.19,64.81,02690
34443,29.71,42.92,57.08,02691
164,20.73,47.12,52.88,02693
437,22.43,62.16,37.84,02694
50,24.0,33.33,66.67,02695
66,31.82,37.5,62.5,02696
277,12.27,52.05,47.95,02697
85,17.65,53.33,46.67,02698
236,16.53,61.08,38.92,02699
475,26.32,48.52,51.48,02701
478,16.32,53.49,46.51,02702
692,19.51,65.03,34.97,02703
191,20.42,69.06,30.94,02704
175,17.14,69.42,30.58,02705
429,15.62,50.61,49.39,02706
135,28.15,55.81,44.19,02707
187,17.65,57.82,42.18,02708
288,20.83,64.36,35.64,02709
579,24.01,57.72,42.28,02710
219,24.2,50.68,49.32,02711
110,16.36,62.34,37.66,02712
223,18.39,57.14,42.86,02713
229,23.58,61.15,38.85,02714
44,13.64,54.84,45.16,02715
217,16.13,53.21,46.79,02716
488,21.72,51.88,48.12,02717
128,25.78,34.09,65.91,02718
1730,26.99,61.55,38.45,02719
1248,21.63,55.89,44.11,02720
353,17.85,55.6,44.4,02721
17117,33.37,41.64,58.36,02722
78,21.79,55.77,44.23,02723
39,17.95,64.29,35.71,02724
122,10.66,67.01,32.99,02725
136,19.85,57.0,43.0,02726
174,21.26,83.64,16.36,02727
221,21.72,63.29,36.71,02728
71,15.49,56.25,43.75,02729
185,17.84,58.02,41.98,02730
132,21.21,55.43,44.57,02731
60,18.33,66.67,33.33,02732
221,12.67,48.82,51.18,02733
210,11.9,47.77,52.23,02734
17,0.0,33.33,66.67,02735
138,13.04,53.85,46.15,02736
454,16.96,55.33,44.67,02737
10065,31.34,56.56,43.44,02738
232,13.79,63.28,36.72,02739
207,17.39,55.7,44.3,02740
400,22.0,53.05,46.95,02741
80,23.75,55.1,44.9,02742
117,13.68,55.81,44.19,02743
52,17.31,45.0,55.0,02744
101,12.87,43.04,56.96,02745
512,19.53,61.62,38.38,02746
61,18.03,62.5,37.5,02747
740,20.95,51.19,48.81,02748
164,18.9,57.41,42.59,02749
422,23.93,60.57,39.43,02750
120,13.33,59.52,40.48,02751
212,19.81,51.95,48.05,02752
240,12.08,72.77,27.23,02753
157,10.19,51.11,48.89,02754
421,19.71,49.83,50.17,02755
493,21.1,51.58,48.42,02756
404,16.58,58.75,41.25,02757
1439,23.07,53.09,46.91,02758
201,11.94,70.67,29.33,02759
123,28.46,80.56,19.44,02760
135,12.59,55.21,44.79,02761
112,28.57,40.28,59.72,02762
149,19.46,59.81,40.19,02763
72,16.67,19.61,80.39,02764
198,13.64,38.93,61.07,02765
184,22.83,62.88,37.12,02766
298,27.85,56.35,43.65,02767
376,20.74,55.13,44.87,02768
658,22.95,72.07,27.93,02769
666,22.37,52.45,47.55,02770
100,10.0,59.74,40.26,02772
39,12.82,48.28,51.72,02773
91,10.99,55.84,44.16,02774
690,18.7,55.11,44.89,02775
426,27.46,54.23,45.77,02776
139,22.3,57.45,42.55,02777
95,16.84,55.38,44.62,02778
162,30.25,75.0,25.0,02779
864,20.72,61.36,38.64,02780
344,21.22,50.61,49.39,02781
160,14.38,59.32,40.68,02782
117,21.37,62.65,37.35,02783
123,13.82,75.51,24.49,02784
832,15.5,50.24,49.76,02785
112,19.64,51.22,48.78,02786
184,19.57,53.23,46.77,02787
327,21.1,58.37,41.63,02788
1659,25.32,51.19,48.81,02789
174,17.24,67.5,32.5,02790
179,21.23,45.67,54.33,02791
116,20.69,51.19,48.81,02792
101,23.76,63.08,36.92,02793
150,23.33,33.65,66.35,02794
1127,24.31,49.61,50.39,02795
67,14.93,44.9,55.1,02796
126,23.81,62.35,37.65,02797
763,26.34,57.61,42.39,02798
285,17.89,62.86,37.14,02799
194,15.98,70.71,29.29,02800
215,26.51,53.57,46.43,02801
146,30.82,64.77,35.23,02802
104,16.35,55.56,44.44,02803
157,11.46,54.76,45.24,02804
1750,25.03,55.53,44.47,02805
198,19.7,63.77,36.23,02806
505,19.01,51.78,48.22,02807
226,22.12,69.62,30.38,02808
69,20.29,35.9,64.1,02809
7015,27.27,49.82,50.18,02810
153,12.42,42.98,57.02,02812
182,16.48,50.71,49.29,02813
136,22.79,58.14,41.86,02814
357,20.17,49.24,50.76,02815
337,21.07,57.87,42.13,02816
64,20.31,58.33,41.67,02817
567,17.64,51.57,48.43,02818
89,14.61,65.28,34.72,02819
1457,20.73,52.28,47.72,02820
525,20.76,43.05,56.95,02821
321,25.86,55.4,44.6,02822
66,16.67,60.87,39.13,02823
321,17.76,43.22,56.78,02824
286,20.98,62.69,37.31,02826
220,15.45,50.31,49.69,02827
71,12.68,35.29,64.71,02828
30,13.33,50.0,50.0,02829
633,22.75,67.81,32.19,02830
255,13.73,54.27,45.73,02831
171,27.49,64.91,35.09,02832
357,23.81,57.55,42.45,02833
127,21.26,41.03,58.97,02834
2088,22.99,37.63,62.37,03001
239,13.81,32.95,67.05,03002
791,21.87,37.57,62.43,03003
205,17.56,50.69,49.31,03004
225,22.22,46.04,53.96,03005
537,22.91,40.06,59.94,03006
258,14.34,33.33,66.67,03007
310,17.74,39.35,60.65,03008
92,14.13,47.06,52.94,03009
352,17.9,41.8,58.2,03010
290,15.52,44.44,55.56,03011
259,13.9,32.58,67.42,03012
3049,19.25,30.1,69.9,03013
114,16.67,25.0,75.0,03014
241,22.41,35.14,64.86,03015
122,24.59,41.25,58.75,03016
180,15.56,43.48,56.52,03017
507,15.38,50.4,49.6,03018
1308,24.31,41.95,58.05,03019
231,19.05,37.58,62.42,03020
194,17.53,32.12,67.88,03021
786,22.26,37.41,62.59,03022
6067,21.58,29.99,70.01,03023
196,16.84,55.41,44.59,03024
1021,19.69,44.93,55.07,03025
636,15.88,33.85,66.15,03026
656,23.78,45.43,54.57,03027
317,20.19,49.24,50.76,03028
583,22.3,43.32,56.68,03029
662,21.15,42.12,57.88,03030
232,19.83,34.64,65.36,03031
177,23.16,52.14,47.86,03032
128,26.56,42.68,57.32,03033
402,22.14,51.05,48.95,03034
168,14.88,41.09,58.91,03035
1902,20.66,30.6,69.4,03036
184,17.93,57.46,42.54,03037
399,18.05,38.1,61.9,03038
316,20.89,37.84,62.16,03039
946,16.7,31.04,68.96,03040
293,21.5,40.59,59.41,03041
460,22.83,43.13,56.87,03042
928,20.47,44.58,55.42,03043
1099,17.65,38.89,61.11,03044
689,24.09,41.2,58.8,03045
817,25.09,37.76,62.24,03046
349,22.92,53.64,46.36,03047
1067,24.46,32.13,67.87,03048
345,21.16,40.59,59.41,03049
178,21.91,48.62,51.38,03050
244,22.54,40.24,59.76,03051
771,20.49,39.81,60.19,03052
814,19.16,34.32,65.68,03053
173,26.01,44.12,55.88,03054
743,23.69,36.42,63.58,03055
338,21.6,34.55,65.45,03056
173,17.92,28.23,71.77,03057
158,20.25,31.63,68.37,03058
252,17.46,37.06,62.94,03059
712,18.82,48.33,51.67,03060
294,18.37,43.27,56.73,03061
298,18.46,36.82,63.18,03062
706,21.67,46.56,53.44,03063
139,16.55,47.06,52.94,03064
412,21.84,37.41,62.59,03065
315,21.9,38.5,61.5,03066
131,16.79,45.65,54.35,03067
112,25.89,47.83,52.17,03068
224,17.86,37.67,62.33,03069
100,17.0,33.8,66.2,03070
183,22.95,28.7,71.3,03071
371,23.72,39.36,60.64,03072
473,16.49,35.96,64.04,03073
546,23.63,32.58,67.42,03074
121,23.97,51.95,48.05,03075
176,19.89,39.84,60.16,03076
101,13.86,39.74,60.26,03077
213,23.0,32.58,67.42,03078
247,21.86,47.27,52.73,03079
509,17.49,38.29,61.71,03080
277,23.1,42.69,57.31,03081
4775,28.06,38.38,61.62,03082
529,16.64,40.55,59.45,03083
1579,22.86,29.53,70.47,03084
545,18.35,39.69,60.31,03085
238,27.31,50.66,49.34,03086
455,20.0,44.72,55.28,03087
275,25.45,53.09,46.91,03088
111,18.92,35.06,64.94,03089
233,25.32,50.98,49.02,03090
326,19.02,50.66,49.34,03091
523,15.68,43.92,56.08,03092
822,15.33,39.24,60.76,03093
2842,18.72,31.71,68.29,03094
8703,22.23,34.38,65.62,03095
80,18.75,37.74,62.26,03096
258,17.05,35.91,64.09,03097
3410,21.0,33.33,66.67,03098
325,18.46,32.13,67.87,03099
1038,20.42,37.54,62.46,03100
7135,23.53,34.77,65.23,03101
2334,22.88,32.92,67.08,03102
775,20.77,37.36,62.64,03103
881,22.81,37.16,62.84,03104
274,16.06,47.91,52.09,03105
963,20.15,33.69,66.31,03106
910,22.2,34.85,65.15,03107
267,23.22,32.96,67.04,03108
555,23.24,43.02,56.98,03109
693,17.46,33.67,66.33,03110
881,21.11,40.65,59.35,03111
514,25.49,47.62,52.38,03112
431,20.88,38.26,61.74,03113
239,16.74,41.24,58.76,03114
262,18.7,35.63,64.37,03115
176,16.48,40.74,59.26,03116
338,14.79,41.25,58.75,03117
4356,28.28,38.78,61.22,03118
359,18.94,37.74,62.26,03119
522,15.52,46.77,53.23,03120
505,18.02,42.57,57.43,03121
175,23.43,31.48,68.52,03122
153,16.99,39.62,60.38,03124
126,30.95,55.56,44.44,03125
830,18.55,39.59,60.41,03126
457,19.47,27.74,72.26,03127
2063,21.23,39.03,60.97,03128
276,21.38,43.72,56.28,03129
215,18.14,41.22,58.78,03130
396,23.23,56.11,43.89,03131
470,20.64,42.9,57.1,03132
450,16.22,34.44,65.56,03133
157,12.74,34.17,65.83,03134
302,28.81,47.06,52.94,03135
140,22.14,40.23,59.77,03136
192,18.23,46.27,53.73,03137
2130,20.94,37.92,62.08,03138
288,17.01,46.92,53.08,03139
890,18.99,27.33,72.67,03140
185,17.84,29.41,70.59,03141
229,27.51,51.68,48.32,03142
91,25.27,46.43,53.57,03143
187,18.18,41.27,58.73,03144
611,21.44,36.46,63.54,03145
122,22.95,28.4,71.6,03146
144,18.06,45.63,54.37,03147
291,21.99,59.02,40.98,03148
384,16.15,30.29,69.71,03149
188,15.43,35.38,64.62,03150
165,19.39,31.19,68.81,03151
217,24.88,41.55,58.45,03152
225,17.78,43.33,56.67,03154
1465,23.69,45.82,54.18,03155
1203,17.62,36.53,63.47,03156
672,15.63,48.88,51.12,03157
654,19.57,41.15,58.85,03158
580,18.62,43.84,56.16,03159
268,19.4,40.0,60.0,03160
733,19.78,29.08,70.92,03161
173,13.87,30.33,69.67,03162
599,18.03,53.4,46.6,03163
213,9.39,47.43,52.57,03164
1063,22.58,39.54,60.46,03165
243,8.23,34.21,65.79,03166
238,24.79,34.42,65.58,03167
752,16.62,46.31,53.69,03168
223,16.14,34.01,65.99,03169
117,18.8,21.18,78.82,03170
187,20.32,37.19,62.81,03171
109,26.61,47.76,52.24,03172
854,17.8,42.74,57.26,03173
706,14.31,41.47,58.53,03174
245,23.27,44.59,55.41,03175
432,17.13,41.35,58.65,03176
245,20.41,45.56,54.44,03177
238,23.95,46.71,53.29,03178
269,13.38,39.09,60.91,03179
508,15.16,45.72,54.28,03180
267,23.22,45.81,54.19,03181
193,11.92,44.68,55.32,03182
301,21.93,37.93,62.07,03183
396,17.68,42.28,57.72,03184
24975,34.05,29.85,70.15,03185
959,20.02,38.15,61.85,03186
369,18.7,51.5,48.5,03187
180,21.67,39.84,60.16,03188
564,25.89,44.92,55.08,03189
13446,32.73,29.29,70.71,03190
206,16.02,34.9,65.1,03191
87,16.09,38.33,61.67,03192
124,16.13,36.56,63.44,03193
104,22.12,37.5,62.5,03194
2011,22.13,26.66,73.34,03195
187,13.37,39.72,60.28,03196
1174,17.89,35.64,64.36,03197
136,16.18,52.53,47.47,03198
1251,16.39,26.75,73.25,03200
243,20.99,44.51,55.49,03201
472,26.69,30.74,69.26,03202
297,17.17,51.2,48.8,03203
463,14.69,41.99,58.01,03204
383,24.02,52.74,47.26,03205
147,17.69,29.91,70.09,03206
369,19.24,44.44,55.56,03207
289,16.61,50.0,50.0,03208
121,7.44,42.7,57.3,03209
336,20.83,42.79,57.21,03210
1819,20.18,33.89,66.11,03211
1168,18.32,41.59,58.41,03212
206,18.45,36.43,63.57,03213
225,15.11,46.79,53.21,03214
448,15.4,43.77,56.23,03215
151,19.21,39.58,60.42,03216
605,17.36,34.15,65.85,03217
217,19.82,38.13,61.87,03218
173,17.34,46.92,53.08,03219
537,19.18,33.95,66.05,03220
575,24.0,41.6,58.4,03221
71,7.04,52.54,47.46,03222
374,17.65,47.83,52.17,03223
290,17.59,34.9,65.1,03224
362,25.14,40.85,59.15,03225
195,16.41,44.52,55.48,03226
276,15.94,44.83,55.17,03227
55,9.09,50.0,50.0,03228
484,25.62,42.86,57.14,03229
377,12.47,43.84,56.16,03230
165,21.82,23.64,76.36,03231
267,22.85,47.09,52.91,03232
286,21.68,44.04,55.96,03233
342,21.93,45.91,54.09,03234
673,22.29,48.56,51.44,03235
2584,21.32,43.15,56.85,03236
337,16.62,42.19,57.81,03237
371,27.22,43.64,56.36,03238
210,21.9,22.45,77.55,03239
468,21.79,43.45,56.55,03240
283,18.73,44.71,55.29,03241
468,16.45,50.43,49.57,03242
124,5.65,43.18,56.82,03243
134,14.18,40.23,59.77,03244
100,15.0,31.51,68.49,03245
462,22.51,43.97,56.03,03246
794,20.53,27.97,72.03,03247
161,18.63,45.9,54.1,03248
144,16.67,45.37,54.63,03249
282,17.73,33.86,66.14,03250
316,13.92,44.21,55.79,03251
465,21.72,39.03,60.97,03252
318,21.38,36.7,63.3,03253
3790,26.31,36.01,63.99,03254
117,18.8,32.89,67.11,03255
165,20.0,42.45,57.55,03256
649,15.1,47.45,52.55,03257
1343,19.88,41.08,58.92,03258
283,26.86,42.86,57.14,03259
183,21.86,40.8,59.2,03260
157,7.64,33.33,66.67,03261
1647,17.36,36.68,63.32,03262
140,28.57,36.47,63.53,03263
2114,27.72,34.64,65.36,03264
578,24.05,36.84,63.16,03265
198,14.14,48.32,51.68,03266
570,17.54,39.36,60.64,03267
291,20.62,37.19,62.81,03268
79,7.59,41.82,58.18,03269
117,17.95,43.84,56.16,03270
635,15.12,35.24,64.76,03271
222,16.67,50.0,50.0,03272
386,13.47,34.91,65.09,03273
240,20.83,43.9,56.1,03274
1385,18.41,39.96,60.04,03275
99,18.18,36.99,63.01,03276
225,16.44,30.25,69.75,03277
173,14.45,25.37,74.63,03278
435,17.01,43.79,56.21,03279
178,20.79,32.79,67.21,03280
318,19.5,31.39,68.61,03281
307,17.59,30.5,69.5,03282
848,20.64,35.85,64.15,03283
252,25.0,50.0,50.0,03284
147,14.29,44.76,55.24,03285
918,18.63,31.01,68.99,03286
281,23.13,39.8,60.2,03287
372,22.04,47.64,52.36,03288
391,16.37,54.7,45.3,03289
1185,17.3,28.22,71.78,03290
320,18.13,48.82,51.18,03291
685,19.71,33.48,66.52,03292
208,25.96,53.15,46.85,03293
140,15.71,35.92,64.08,03294
70,10.0,45.28,54.72,03295
318,25.16,51.2,48.8,03296
1232,18.51,43.49,56.51,03297
2667,24.56,41.92,58.08,03298
174,13.79,46.43,53.57,03299
404,22.03,36.3,63.7,03300
887,19.39,47.0,53.0,03301
50,22.0,39.39,60.61,03302
192,15.63,39.55,60.45,03303
1752,14.21,33.94,66.06,03304
442,17.65,46.38,53.62,03305
1503,18.16,32.05,67.95,03306
195,14.87,28.57,71.43,03307
111,18.92,34.25,65.75,03308
379,24.01,41.25,58.75,03309
17582,29.88,29.97,70.03,03310
286,25.17,36.02,63.98,03311
196,17.86,36.09,63.91,03312
205,16.59,35.81,64.19,03313
1035,21.35,33.09,66.91,03314
938,22.39,47.31,52.69,03315
727,24.48,45.11,54.89,03316
280,27.14,48.04,51.96,03317
348,22.7,41.15,58.85,03319
591,22.67,36.55,63.45,03320
9636,20.21,28.41,71.59,03321
895,18.1,40.13,59.87,04001
428,22.43,53.45,46.55,04004
108,15.74,32.0,68.0,04005
553,26.04,59.05,40.95,04006
66,16.67,49.06,50.94,04007
877,19.73,44.57,55.43,04008
27,3.7,28.57,71.43,04009
77,10.39,15.79,84.21,04012
439,18.0,42.72,57.28,04013
72,16.67,30.95,69.05,04016
104,18.27,50.91,49.09,04017
753,21.25,39.71,60.29,04018
1853,26.93,35.9,64.1,04019
118,22.88,58.82,41.18,04020
123,17.89,34.09,65.91,04021
372,21.77,50.19,49.81,04022
204,23.04,38.46,61.54,04023
124,27.42,33.78,66.22,04024
343,21.28,45.91,54.09,04025
146,15.75,46.36,53.64,04026
184,20.11,49.17,50.83,04027
121,21.49,28.21,71.79,04028
65,21.54,44.12,55.88,04030
439,20.5,46.78,53.22,04031
169,25.44,42.16,57.84,04032
584,16.27,41.51,58.49,04033
718,17.69,53.03,46.97,04034
192,26.56,53.28,46.72,04035
821,21.19,34.59,65.41,04036
81,23.46,52.73,47.27,04037
1099,23.02,42.88,57.12,04039
66,28.79,39.47,60.53,04040
223,21.97,40.0,60.0,04041
135,13.33,37.86,62.14,04042
92,22.83,31.03,68.97,04043
1075,24.19,47.69,52.31,04045
562,17.08,45.61,54.39,04046
584,21.23,39.85,60.15,04047
3911,25.95,38.03,61.97,04049
26,15.38,41.18,58.82,04050
67,16.42,49.06,50.94,04051
416,19.23,50.35,49.65,04053
70,20.0,44.0,56.0,04054
134,17.91,52.08,47.92,04055
168,24.4,43.75,56.25,04057
187,19.25,34.56,65.44,04058
202,26.24,48.36,51.64,04059
351,17.09,44.44,55.56,04061
155,26.45,50.0,50.0,04062
917,17.56,53.75,46.25,04063
563,19.18,44.11,55.89,04065
422,14.22,58.77,41.23,04066
47,17.02,38.89,61.11,04067
637,18.84,41.61,58.39,04068
104,16.35,60.49,39.51,04069
11245,23.79,37.78,62.22,04070
78,17.95,56.86,43.14,04072
438,25.34,35.51,64.49,04073
95,27.37,35.71,64.29,04074
298,20.81,28.16,71.84,04075
667,19.79,53.22,46.78,04076
140,20.71,50.55,49.45,04077
984,20.73,44.05,55.95,04079
349,18.62,34.02,65.98,04081
409,22.0,40.94,59.06,04084
51,19.61,27.78,72.22,04085
255,19.61,25.73,74.27,04086
132,17.42,32.97,67.03,04087
3767,23.97,33.27,66.73,04088
219,19.63,40.14,59.86,04090
79,24.05,47.92,52.08,04091
101,17.82,60.56,39.44,04092
49,14.29,45.95,54.05,04093
2414,21.09,47.25,52.75,04094
94,14.89,43.08,56.92,04095
794,20.53,40.33,59.67,04096
318,19.81,53.73,46.27,04097
113,17.7,32.89,67.11,04099
130,21.54,30.43,69.57,04101
227,25.11,52.59,47.41,04102
211,26.07,29.01,70.99,04104
299,15.72,36.67,63.33,04106
21,23.81,20.0,80.0,04107
1257,20.45,47.86,52.14,04108
277,19.49,43.46,56.54,04109
785,20.13,46.86,53.14,04110
1051,24.07,39.2,60.8,04111
16061,29.18,34.54,65.46,04112
372,16.67,43.18,56.82,04113
171,23.39,52.89,47.11,04115
2711,28.62,47.35,52.65,04116
124,19.35,35.29,64.71,04118
119,21.01,35.06,64.94,04120
