Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des rés. principales construites avant 1946 2016;Part des rés. principales dans le total des logements 2016;Part des rés. secondaires (y compris les logements occasionnels) dans le total des logements 2016;Part des logements vacants dans le total des logements 2016;Part des appartements dans le total des logements 2016;Part des maisons dans le total des logements 2016;Part des propriétaires dans les rés. principales 2016;Part des locataires dans les rés. principales 2016;Part des locataires HLM dans les rés. principales 2016
01344;Saint-Denis-lès-Bourg;9.5;94.6;0.8;4.5;20.8;79;74.2;24.6;12.1
01345;Saint-Denis-en-Bugey;16.7;90.2;0.7;9.2;25.7;74.3;66.9;32.2;8.9
01346;Saint-Didier-d'Aussiat;37.3;92.1;3.4;4.4;7.7;92;80.7;18.5;1.7
01347;Saint-Didier-de-Formans;20.4;94.9;1.5;3.6;8.9;90.8;83.5;15.2;2.3
01348;Saint-Didier-sur-Chalaronne;34.6;89.2;7;3.8;18.8;81;71.2;27.7;11.4
01349;Saint-Éloi;26.1;91;4;5;0.5;99.5;90.6;8.3;0
01350;Saint-Étienne-du-Bois;19.8;92.7;1.2;6.1;16.1;81.4;73.3;25.5;11.9
01351;Saint-Étienne-sur-Chalaronne;37.7;88.6;3.3;8;8;90.7;82;16.6;1.7
01352;Saint-Étienne-sur-Reyssouze;33.9;87.4;4.7;7.9;2.3;97.7;80.6;16.7;1.8
01353;Sainte-Euphémie;14.9;95;1.9;3.1;9.2;90.5;81.1;17.5;4.5
01354;Saint-Genis-Pouilly;2.6;89.9;6.1;4;68.2;30.9;46.8;51;22.3
01355;Saint-Genis-sur-Menthon;39.9;88.5;2.5;9;11.3;88.7;74.2;25.3;9.6
01356;Saint-Georges-sur-Renon;43.2;89.3;6.7;4;5.5;94.5;88.9;11.1;2.5
01357;Saint-Germain-de-Joux;42.8;76.6;13.6;9.8;39.4;60.2;58.6;35.9;15.5
01358;Saint-Germain-les-Paroisses;47.3;76.1;21.5;2.4;4.5;94.7;78.7;18.1;1.1
01359;Saint-Germain-sur-Renon;44.6;83.6;3.6;12.7;2.7;97.3;77.2;20.7;0
01360;Saint-Jean-de-Gonville;17.3;85.4;5.8;8.8;23.5;76.1;74;24.4;3.6
01361;Saint-Jean-de-Niost;26.7;89.9;8.8;1.3;4;95.6;90.3;8.8;0
01362;Saint-Jean-de-Thurigneux;22.7;94.6;1.3;4;5.7;94.3;86.2;13.5;1.1
01363;Saint-Jean-le-Vieux;40.3;84.7;6.6;8.7;16.6;83.2;71.5;26.8;4.8
01364;Saint-Jean-sur-Reyssouze;43.7;80.7;9.5;9.8;8.5;91;73.2;24.1;6.9
01365;Saint-Jean-sur-Veyle;31.8;91.5;2.5;6;3.1;95.9;83.1;15.6;5
01366;Sainte-Julie;16.2;91.3;3.9;4.9;3.7;96.3;83.8;15.4;1.3
01367;Saint-Julien-sur-Reyssouze;42.7;78.5;3.9;17.5;17.3;82.5;71;27.3;3.3
01368;Saint-Julien-sur-Veyle;33.7;92.3;4.5;3.2;2.7;97;78.7;19.7;4.4
01369;Saint-Just;11.9;95.3;1.3;3.4;14.5;85.5;80.9;18.5;6.1
01370;Saint-Laurent-sur-Saône;23.7;88.1;0.9;11;90.2;9.6;22.5;75.9;28.7
01371;Saint-Marcel;8.6;88.7;4.2;7.1;29.2;70.8;75.3;23.9;11.7
01372;Saint-Martin-de-Bavel;47.7;73.5;17.5;9;6.4;93.2;82.6;15.7;0
01373;Saint-Martin-du-Frêne;20;85.5;3.9;10.6;25.7;73.9;63.2;30.4;6.2
01374;Saint-Martin-du-Mont;29.8;82.9;8;9.1;6.7;93.1;80.4;17;1.9
01375;Saint-Martin-le-Châtel;34.2;92.6;2.7;4.7;2.5;97.2;81.9;16.8;4.4
01376;Saint-Maurice-de-Beynost;21.5;93.7;0.4;5.8;52.1;45.7;61.2;37.3;21.5
01378;Saint-Maurice-de-Gourdans;21.7;88.6;6.5;5;5.6;90.9;83.4;14.4;0.1
01379;Saint-Maurice-de-Rémens;40.8;85.7;6.7;7.6;5;95;73.4;24.9;6.4
01380;Saint-Nizier-le-Bouchoux;54.2;78.4;10.1;11.5;7.1;92.1;84;13.2;4.9
01381;Saint-Nizier-le-Désert;23.7;88.3;6;5.7;6.8;93;79.3;19.8;5
01382;Sainte-Olive;35.5;91.7;4.2;4.2;1.7;98.3;87.3;10.9;0
01383;Saint-Paul-de-Varax;17.8;88.8;4.8;6.4;13.5;83.3;66.3;32;16.3
01384;Saint-Rambert-en-Bugey;53.9;74.3;11.8;13.9;42.7;56.6;51.6;45.1;16.1
01385;Saint-Rémy;12.1;95.1;1.4;3.5;15.3;84.7;74.5;24.5;14.9
01386;Saint-Sorlin-en-Bugey;33.9;86.5;5.8;7.7;9.4;90.3;77.7;20.2;0.4
01387;Saint-Sulpice;29.1;93.7;4.2;2.1;3.3;96.7;86;12.8;0
01388;Saint-Trivier-de-Courtes;31.7;85.8;2.7;11.5;25;68.5;59.6;37.1;17.5
01389;Saint-Trivier-sur-Moignans;33.6;89.7;1.8;8.5;24.5;75.1;69.6;28.6;5.6
01390;Saint-Vulbas;22.3;91.2;2.6;6.2;16.4;82.8;62.9;35.3;0.3
01391;Salavre;53;79.8;12.5;7.7;3;97;87.9;11.4;0
01392;Samognat;10.7;90.4;4.1;5.5;5.1;94.3;91.3;7.5;0
01393;Sandrans;36.4;81.8;8.3;9.9;6.2;93.4;80.8;18.2;2.5
01396;Sault-Brénaz;33.9;80.7;5.3;13.9;35.2;64.8;58.2;40.5;15.5
01397;Sauverny;8.4;87.5;10.4;2.1;28;71.8;67.7;30.9;21.5
01398;Savigneux;21.4;93.9;2;4.1;14.7;84.9;74.7;24.8;5.3
01399;Ségny;6.6;87.6;5.6;6.9;36.9;62.2;64.9;33.8;7.1
01400;Seillonnaz;56.1;70.1;18.5;11.3;1.1;98.9;62.1;30.3;0
01401;Sergy;7.3;84.7;7.2;8.1;31.1;67.9;73.2;25.6;7.5
01402;Sermoyer;43.5;82.1;9.5;8.5;5.1;94.6;76.9;22.1;4
01403;Serrières-de-Briord;28.8;86;6.3;7.7;16.5;83.5;68;29.6;10.5
01404;Serrières-sur-Ain;45.1;42.7;51.1;6.2;1.9;98.1;81.7;14.1;0
01405;Servas;12.6;86.7;1.2;12.1;22.8;77.2;70.3;29;14.2
01406;Servignat;38.8;79.6;11.5;8.9;3;97;76.3;20;7.5
01407;Seyssel;46.6;78.9;9.7;11.4;48;51.7;55.2;42.3;10.3
01408;Simandre-sur-Suran;27.7;80.3;7.1;12.6;9.1;90.6;73;24.1;2.8
01410;Sonthonnax-la-Montagne;51.3;80.6;11;8.4;5.8;94.2;77.6;22.4;2.4
01411;Souclin;51.7;72.7;15.8;11.5;3.6;96.4;75;20.8;0
01412;Sulignat;39.7;93.2;3.4;3.4;3.3;96.1;79.5;20.5;6.3
01415;Talissieu;31.4;76.3;13.1;10.6;11.8;88.2;72.7;24.1;0
01416;Tenay;59.7;61.5;13.4;25.2;44.6;55;58.4;38.5;7.3
01418;Thil;18.3;93.4;2.1;4.5;6.7;93.1;87.9;10.6;2.6
01419;Thoiry;8.1;88.2;5.5;6.2;41.1;58.6;64;33.9;13
01420;Thoissey;37.5;85.4;3.8;10.8;69.9;30;28.9;69.5;31.6
01421;Torcieu;39.7;82.8;6.9;10.2;6.2;93.1;81.7;15.5;3.4
01422;Tossiat;18.7;91.8;2.4;5.8;10.2;89.5;74.1;23.8;4.5
01423;Toussieux;12.9;95;0.8;4.2;6.5;92.8;84.3;14.9;6.3
01424;Tramoyes;10.7;96.1;1.3;2.7;12.4;87;84.6;14.1;4
01425;La Tranclière;26.4;90.4;5.5;4.1;6.5;92.7;86.8;8.3;0
01426;Val-Revermont;30.3;82.4;6.4;11.2;9.6;87.3;72.4;25.3;6.6
01427;Trévoux;32.1;90.7;1.3;8;54.6;45.3;47.6;49.3;22.8
01428;Valeins;56.3;94.2;1.9;3.8;2;98;77.1;22.9;0
01429;Vandeins;25;92.5;3.1;4.4;4.1;95.6;78.3;21.3;7
01430;Varambon;39.7;87.6;4.1;8.3;6.8;93.2;73.3;25;0.4
01431;Vaux-en-Bugey;33.7;86.8;3;10.2;7.6;91.9;78.5;19.8;4.6
01432;Verjon;31;82.4;11.1;6.4;9.9;90.1;76.8;22.5;7.7
01433;Vernoux;33.7;73.9;11.5;14.6;6.2;90.7;81.1;15.8;4.2
01434;Versailleux;34.6;88.3;7;4.7;4.2;95.8;78;19.9;8.6
01435;Versonnex;3.9;92.2;3.9;3.9;22.5;77.2;66.5;33.2;20.4
01436;Vesancy;27.1;84.6;4.5;10.9;36.1;62.8;61.8;33.3;0
01437;Vescours;58.5;89;9.2;1.8;2.8;97.2;86.2;13.8;0
01439;Vésines;50;86.9;4.9;8.2;9.5;90.5;76.2;21.4;0
01441;Vieu-d'Izenave;22.3;85.7;7;7.3;8.5;91.5;75.5;22.7;7.7
01443;Villars-les-Dombes;13.5;92.1;0.9;7;42.2;55.4;59.7;38.9;18.6
01444;Villebois;50.1;78;9.8;12.2;8.3;91.7;71.6;26.6;9.4
01445;Villemotier;26.1;87.7;3.6;8.7;10.4;89.2;82.7;16.5;1.2
01446;Villeneuve;26;92.5;1.8;5.7;8.3;91.6;84.3;14.5;0.9
01447;Villereversure;26.1;80.8;4;15.2;15.1;84.6;66.2;30.8;8.7
01448;Villes;24.8;83.3;7.2;9.5;15.1;83.9;80.1;18;0
01449;Villette-sur-Ain;36.2;84.2;7.3;8.5;5.9;94.1;81.9;17.1;0
01450;Villieu-Loyes-Mollon;16.1;89.3;6;4.7;9.4;88.7;78.7;19.6;2.8
01451;Viriat;12.7;92.9;1.1;6;19.8;79.9;68.5;30.6;12.1
01452;Virieu-le-Grand;34.2;71.1;13.1;15.8;32.8;67;59;38.1;12.8
01453;Arvière-en-Valromey;43.2;70.3;23.5;6.2;9.3;90.2;81.5;17.2;4.7
01454;Virignin;22.9;89.3;4.5;6.1;9.8;90.2;74.1;23.6;10.9
01456;Vongnes;52.8;68.9;21.4;9.7;3.9;96.1;88.9;5.6;0
01457;Vonnas;21.4;88.1;3.5;8.4;26.3;73.3;59.6;39.5;13.2
02001;Abbécourt;46.2;85.7;4.3;10;2.6;97.4;86.3;13.2;1
02002;Achery;38.2;91.9;0.4;7.7;1.2;98.5;88.2;11.3;0
02003;Acy;39.3;91.4;4.1;4.5;1.4;98.6;82.1;16.2;3.5
02004;Agnicourt-et-Séchelles;75.3;77.6;10.7;11.7;1.9;97.1;80.2;17.3;0
02005;Aguilcourt;27.2;95.8;0;4.2;1.9;97.5;77.5;21.2;0
02006;Aisonville-et-Bernoville;74.4;81;9.5;9.5;0;100;86.5;12.7;0.9
02007;Aizelles;56.6;84.1;14.1;1.8;4.8;95.2;77.4;18.9;0
02008;Aizy-Jouy;47.2;81.2;2.3;16.5;0.8;99.2;86.1;13;0
02009;Alaincourt;40.3;91.6;2.6;5.8;0;100;83;15.5;0
02010;Allemant;47.1;94.4;1.9;3.7;0;100;77.9;20.6;0
02011;Ambleny;36.5;85.9;6.2;8;2.7;97.3;80;18.8;3.2
02012;Ambrief;72.7;88.9;5.5;5.5;0;100;60.6;27.3;0
02013;Amifontaine;57.4;89.1;2.9;8;1.7;98.3;87.7;11;0
02014;Amigny-Rouy;31;87.8;1.5;10.7;0.6;99.4;85.7;12.9;0
02015;Ancienville;75.9;76.3;7.9;15.8;5.3;92.1;82.8;17.2;0
02016;Andelain;40.5;93.2;2.3;4.5;2.4;97.6;88.6;11.4;0
02017;Anguilcourt-le-Sart;63.2;84.2;8.6;7.2;0;100;78.6;17.1;0
02018;Anizy-le-Grand;22;89.3;2.7;8;17.1;82.8;67.1;31;11.2
02019;Annois;47;88.3;0;11.7;0;100;78.8;19.9;0
02020;Any-Martin-Rieux;78.5;82.3;7.8;9.9;0.9;99.1;82.2;15.7;0.5
02021;Archon;80;80;18;2;2;98;77.5;20;0
02022;Arcy-Sainte-Restitue;57;75.9;12.3;11.8;3.1;96.9;83.6;15.8;0
02023;Armentières-sur-Ourcq;60;80.2;9.9;9.9;0;100;93.3;6.7;0
02024;Arrancy;73.9;79.3;13.8;6.9;3.4;96.6;69.6;26.1;0
02025;Artemps;47.4;90.7;0;9.3;0.7;99.3;81.8;17.5;0
02027;Assis-sur-Serre;66.5;86.7;2.7;10.6;0;96.4;83;14.8;0
02028;Athies-sous-Laon;19.8;94.2;0.9;4.9;3.6;96.1;74;22;9.5
02029;Attilly;59.6;84.5;7.7;7.7;0;99.4;88.1;11.2;0
02030;Aubencheul-aux-Bois;67.5;91.2;2.2;6.6;0;100;85.1;14;0
02031;Aubenton;56.6;77.1;5.9;17;7.5;92;73.1;23.8;0.3
02032;Aubigny-aux-Kaisnes;53.1;88.4;1.2;10.5;2.1;97.9;62.5;34.4;0
02033;Aubigny-en-Laonnois;51;89.6;8.3;2.1;3.9;96.1;85.7;12.2;0
02034;Audignicourt;51.1;79.2;11.4;9.5;0;100;84.4;13.3;0
02035;Audigny;59;85.3;3.5;11.2;0;99.1;82;14;0
02036;Augy;85.7;75.7;11.1;13.3;0;95.7;71.4;25.7;0
02037;Aulnois-sous-Laon;22.9;95.1;0.4;4.6;2.8;97;74.2;25.1;14
02038;Les Autels;85.2;47.4;38.6;14;0;96.5;85.2;14.8;0
02039;Autremencourt;50.9;74.1;12.4;13.5;1.1;98.9;70.2;24.6;0
02040;Autreppes;75.7;74.8;16.4;8.8;5.4;94.6;85.7;10;0
02041;Autreville;28.4;92.1;1.9;6;2.2;97.8;89.8;9.9;0.3
02042;Azy-sur-Marne;34.3;86;9.3;4.7;2.1;94.8;88;10.8;0
02043;Bagneux;57.7;89.7;3.4;6.9;0;100;76.9;23.1;0
02044;Bancigny;91.7;60;35;5;0;100;75;25;0
02046;Barenton-Bugny;40.8;93.5;1;5.5;0.8;99.2;86.7;12.9;0
02047;Barenton-Cel;62;98;0;2;0;100;60;40;0
02048;Barenton-sur-Serre;44.6;88.9;1.6;9.5;0;100;76.8;21.4;0
02049;Barisis-aux-Bois;30.3;88.9;4.1;7;0;100;86.6;12.1;0
02050;Barzy-en-Thiérache;73.3;86.4;6.8;6.8;0.7;99.3;81.8;15.1;0
02051;Barzy-sur-Marne;54;75.2;12.1;12.6;3.3;96.7;79;18.6;0
02052;Bassoles-Aulers;55.7;88.3;5;6.7;0;98.6;85.2;14.8;0
02053;Vallées en Champagne;58.6;68.5;17.9;13.7;2.2;96.9;86.9;11.5;0
02054;Bazoches-sur-Vesles;48.3;93.5;2.2;4.3;1.1;98.9;87.9;10.3;0
02055;Beaumé;67.5;69.6;21.3;9.1;0;98.3;87.5;5;0
02056;Beaumont-en-Beine;38.6;85.2;3.4;11.4;0;97.6;92.9;4.3;0
02057;Beaurevoir;47.8;88;2.4;9.6;5.8;94.1;72.2;26.4;10.8
02058;Beaurieux;40.4;86.8;2.3;10.9;4.9;95.1;77.6;19.9;10.2
02059;Beautor;16.9;89;0.5;10.5;31.3;68.3;47.4;51.7;19.4
02060;Beauvois-en-Vermandois;46.3;93.4;0.7;5.9;0.9;99.1;85.2;13.9;0
02061;Becquigny;58.6;79.2;7.2;13.6;0.8;99.2;83.9;13.8;0
02062;Belleau;60.8;72.9;14.3;12.9;0;100;92.2;5.9;0
02063;Bellenglise;23.3;92.5;0.5;7;0.6;99.4;83.3;14.7;0
02064;Belleu;14.1;93.4;0.6;6;33.3;66.5;51;48;38.7
02065;Bellicourt;51.4;89.7;1.1;9.2;0.4;99.3;77.4;21;0
02066;Benay;46.5;95.4;0;4.6;0;100;81.4;15.1;0
02067;Bergues-sur-Sambre;69.3;88;2;10;1;99;84.1;14.8;0
02068;Berlancourt;61.5;97.6;0;2.4;2.4;97.6;87.2;12.8;0
02069;Berlise;77.8;83.3;10.3;6.4;0;100;77.8;22.2;0
02070;Bernot;73.2;80;5;15;0;100;86.9;11.4;0
02071;Berny-Rivière;36.7;30.4;67;2.6;2.1;34;81.6;15.6;0
02072;Berrieux;47.6;88.2;9.7;2.2;0;100;85.4;12.2;0
02073;Berry-au-Bac;33.5;90.5;3.4;6.1;6.4;93.2;65.3;33.5;14.2
02074;Bertaucourt-Epourdon;35.4;89.4;4.2;6.5;0;99.6;85.9;11.9;0.4
02075;Berthenicourt;48.7;89.1;2;8.9;0;98.9;84.6;14.1;0
02076;Bertricourt;14;93.8;0;6.2;0;100;87.7;12.3;0
02077;Berzy-le-Sec;44.7;88.5;3.8;7.7;5.5;94.5;85.7;13.7;0
02078;Besmé;29.5;85.4;3.7;11;0;100;77;21.3;0
02079;Besmont;68.7;66.2;22.2;11.6;0;97.1;98.5;0;0
02080;Besny-et-Loizy;32.7;94;2;4;0;100;68.8;29.7;5
02081;Béthancourt-en-Vaux;35.4;88.4;2;9.6;0;99.4;86.7;11.4;0
02082;Beugneux;73.9;74.9;18.4;6.7;0;100;82.6;17.4;0
02083;Beuvardes;40.1;84.3;11;4.7;2.5;96.4;84.9;12.5;0.3
02084;Bézu-le-Guéry;35.8;79;8.7;12.3;2.2;94.2;82.1;16;0
02085;Bézu-Saint-Germain;20.1;90.8;3.2;6;0.3;99.5;84.8;10.9;7.4
02086;Bichancourt;43;93.1;1.1;5.8;0.9;99.1;88.9;9.4;0
02087;Bieuxy;92.3;80.2;6.6;13.2;6.2;93.8;84.6;15.4;0
02088;Bièvres;65.6;82.1;12.8;5.1;0;100;62.5;37.5;0
02089;Billy-sur-Aisne;27.4;93.3;0.4;6.3;3.2;96.8;83.5;14.9;0.2
02090;Billy-sur-Ourcq;62.2;85.4;10.4;4.2;2.1;95.8;80.5;17.1;0
02091;Blanzy-lès-Fismes;59.5;93.4;2.2;4.4;0;100;71.4;26.2;0
02093;Blérancourt;34.8;84.7;4.6;10.8;10.2;89.5;68;29.6;7.3
02094;Blesmes;29.8;87.5;3.8;8.6;6.3;93.2;82.9;14.9;0
02095;Bohain-en-Vermandois;47.6;82.2;1.7;16.1;19.1;80.7;52;46.9;12
02096;Bois-lès-Pargny;65.1;89.2;6.5;4.3;0;100;90.4;8.4;0
02097;Boncourt;60.4;89.1;5.9;5;0.8;98.3;84;15.1;0.9
02098;Bonneil;48.3;81.9;4.7;13.4;1.6;98.4;82.3;15;0
02099;Bonnesvalyn;52.9;77.7;11.6;10.7;1.8;98.2;94.3;5.7;0
02100;Bony;58.8;87.7;5.3;7;1.7;94.8;58.8;41.2;0
02101;Bosmont-sur-Serre;74.7;88.8;3.4;7.9;3.4;96.6;87.3;12.7;0
02102;Bouconville-Vauclair;47.9;79.8;6.7;13.5;3.4;96.6;70.4;26.8;0
02103;Boué;28.2;90.6;0.8;8.6;8;91.9;54.7;43.7;18.6
02104;Bouffignereux;57.5;85.2;10.6;4.2;0;100;90;5;0
02105;Bouresches;61.3;84.3;4.5;11.2;1.1;98.9;88;9.3;0
02106;Bourg-et-Comin;24;85.4;6;8.6;2.9;95.9;70.1;28.5;8.3
02107;Bourguignon-sous-Coucy;28.6;94.6;1.8;3.6;0;84.7;78.6;9.5;0
02108;Bourguignon-sous-Montbavin;56.2;86.3;10.6;3;2.7;97.3;85.9;10.9;0
02109;La Bouteille;71.2;87.6;2.6;9.9;0.9;99.1;80.9;17.6;0.5
02110;Braine;29;90.5;2.4;7.1;26.5;73.1;58;39.5;20.1
02111;Brancourt-en-Laonnois;21.2;88.9;2;9.1;6.7;92.7;88.3;10.6;0
02112;Brancourt-le-Grand;65.3;88.7;3;8.3;0;100;87.7;10.2;0
02114;Brasles;30.8;90.4;1.2;8.4;22.6;77.1;66.1;32.1;16.5
02115;Braye-en-Laonnois;42.5;90.7;3.4;5.9;4.2;93.7;77;20.7;0
02116;Braye-en-Thiérache;59.3;72.8;13.6;13.6;1.2;98.8;88.1;6.8;0
02117;Bray-Saint-Christophe;50;92;2.7;5.3;0;100;80.8;19.2;0
02118;Braye;36.2;88.7;3.8;7.5;0;100;93.6;6.4;0
02119;Brécy;61.7;85.2;6.2;8.6;1.8;97.6;83.4;13.7;0
02120;Brenelle;28;85.2;3.4;11.4;4.5;95.5;73.3;26.7;0
02121;Breny;57.9;84.5;4.5;10.9;12.5;86.6;71.6;23.2;0
02122;Brie;65.4;71.8;11.3;16.9;0;100;80.8;15.4;0
02123;Brissay-Choigny;57.4;88;3;9;0;100;82.2;17.1;0
02124;Brissy-Hamégicourt;56.1;90.8;1.7;7.5;1.3;98.4;84.6;14;0
02125;Brumetz;58.3;80;16.7;3.3;1.1;96.7;86.1;11.1;0
02126;Brunehamel;51.9;83;6;11;8.8;91.2;68.9;30.1;7.8
02127;Bruyères-sur-Fère;61.4;88.3;5.9;5.9;0;100;63.9;33.7;0
02128;Bruyères-et-Montbérault;29.4;89.6;2.3;8.1;7.3;92.1;69.7;29.1;8.9
02129;Bruys;90;61.2;19.4;19.4;0;100;90;10;0
02130;Bucilly;77.8;83.5;7.2;9.3;5.2;94.8;81.5;17.3;0
02131;Bucy-le-Long;26.5;94;1.4;4.5;5.7;94.1;79.9;19.3;6.6
02132;Bucy-lès-Cerny;41.8;93.9;0;6.1;0;100;88.6;8.9;0
02133;Bucy-lès-Pierrepont;62;85.9;1.8;12.3;0.5;98.6;70.9;27.4;0
02134;Buire;32.3;94.2;1.8;3.9;1;99;78.1;20.8;9.6
02135;Buironfosse;64.4;83.6;3.3;13.1;7.2;92.5;70.1;28.1;11
02136;Burelles;75;73.2;15.5;11.3;0;100;88.5;9.6;0
02137;Bussiares;46.2;86.7;10;3.3;0;98.3;65.4;34.6;0
02138;Buzancy;33.8;89.4;7.1;3.5;0;100;87.8;10.8;0
02139;Caillouël-Crépigny;31.8;87.6;5.5;7;0;99.5;89.2;9.7;0
02140;Camelin;51.5;84.7;5.1;10.2;1.5;98.5;83.6;13.5;0
02141;La Capelle;34.6;84.4;1.1;14.4;23.8;75.9;52.2;44.8;22.1
02142;Castres;10.2;91.7;2.1;6.2;0;99;92;8;0
02143;Le Catelet;52.4;86.1;3.2;10.7;4.1;95.9;76.2;23.8;0
02144;Caulaincourt;40;73.3;14.7;12;1.3;97.3;81.8;14.5;0
02145;Caumont;24.8;91.8;2.9;5.3;2.9;96.7;87.9;10.3;0.4
02146;Celles-lès-Condé;54.1;72.4;13.8;13.8;2;98;81.1;18.9;0
02148;Celles-sur-Aisne;35;87;6.5;6.5;1.7;97.6;82.5;14.6;0
02149;Cerizy;69.6;95.9;0;4.1;0;100;60.9;39.1;0
02150;Cerny-en-Laonnois;41.4;96.6;0;3.4;10;90;62.1;20.7;6.9
02151;Cerny-lès-Bucy;42.6;96.9;0;3.1;0;100;90.7;7.4;0
02152;Cerseuil;83.3;79.3;20.7;0;2.2;97.8;72.2;25;2.8
02153;Cessières-Suzy;34.1;92.4;2.7;5;2;97.7;81.2;17;4
02154;Chacrise;49.8;81.7;7.9;10.4;2.4;97.6;78.8;19.6;0
02155;Chaillevois;42.9;89.4;7.4;3.2;3.2;96.8;83.3;16.7;1.2
02156;Chalandry;54.1;86.2;1.8;12;0.9;98.2;83.7;14.3;0
02157;Chambry;14.7;92.9;0.3;6.8;1.6;97.9;74.2;24.4;16.1
02158;Chamouille;28.2;17.3;82.4;0.3;1.1;98.9;60;39.1;22.7
02159;Champs;59.9;90;2.3;7.7;0.8;98.5;83;16.2;0
02160;Chaourse;54.8;87;3.1;9.8;3.9;96.1;75.6;24;0
02162;La Chapelle-sur-Chézy;37;89.2;2.7;8.1;1.8;98.2;79;18;0
02163;Charly-sur-Marne;34.8;87;2.8;10.3;34.6;65.2;54.2;43;17.7
02164;Le Charmel;47.7;80.3;10.8;8.9;1.3;98.1;88.2;8.7;0
02165;Charmes;40.8;91.2;1;7.8;8.1;91.7;73.9;25.2;7.4
02166;Chartèves;41.6;78.5;13.1;8.4;1.6;97.9;87.9;10.7;0
02167;Chassemy;38.4;90.5;2.8;6.7;0;98;89.9;8;0
02168;Château-Thierry;21;88.1;1.2;10.7;62.3;36.4;37;61.9;31.5
02169;Châtillon-lès-Sons;72.7;67.5;19.8;12.6;0;98;84.8;15.2;3
02170;Châtillon-sur-Oise;50.8;88;4.5;7.5;0;98.5;84.7;15.3;0
02171;Chaudardes;38.2;78.7;9.5;11.8;0;100;91.2;8.8;0
02172;Chaudun;35.6;89.7;1.9;8.5;1;99;81.1;17.8;0
02173;Chauny;25.1;88.8;1.6;9.6;36.9;62;45.2;51.7;24.2
02174;Chavignon;43;89.6;3.9;6.5;3.1;96.9;81.2;16.9;0
02175;Chavigny;53.1;89.5;7.9;2.6;1.4;97.2;89.1;9.4;0
02176;Chavonne;46.1;88.3;7;4.7;0;100;92.1;7.9;0
02177;Chérêt;37.9;96.7;1.6;1.6;1.7;96.7;82.8;15.5;0
02178;Chermizy-Ailles;62.8;83.4;12.9;3.7;0;92.6;81.4;18.6;0
02179;Chéry-Chartreuve;45.5;81.2;11.7;7.1;1.5;97.5;86.2;10.7;0.6
02180;Chéry-lès-Pouilly;40.4;92.3;2;5.7;0;99.7;82.3;15.9;0
02181;Chéry-lès-Rozoy;64.1;67.2;17.2;15.5;0;100;74.4;23.1;0
02182;Chevennes;80;82.7;12.6;4.7;0;100;85.5;14.5;0
02183;Chevregny;54.5;82;9.9;8.1;0;98.9;89.6;7.8;0
02184;Chevresis-Monceau;61.7;85.1;5.2;9.7;11.9;87.4;78.1;21.1;0
02185;Chézy-en-Orxois;53.6;85.1;5.7;9.1;0;100;84;13.4;0.6
02186;Chézy-sur-Marne;43.4;85.9;6.5;7.7;15.2;84.7;70.8;26.7;3.8
02187;Chierry;24.6;90.9;2.2;6.9;14.4;85.4;62;37.6;3.3
02188;Chigny;67.2;74.4;16.7;8.9;0;100;92.5;4.5;0
02189;Chivres-en-Laonnois;44.3;89.8;2.5;7.6;0;99.4;74.5;24.8;0
02190;Chivres-Val;20.6;92.4;2.1;5.5;0;100;93.6;5.5;0
02191;Chivy-lès-Étouvelles;18.7;97.2;0;2.8;6;93.5;63.2;35.9;23
02192;Chouy;75.7;81.5;10.4;8.1;0.5;99.5;83.8;14.1;0
02193;Cierges;89.3;73.6;13.2;13.2;2.6;97.4;96.4;3.6;0
02194;Cilly;61.6;85.4;3.6;10.9;0;99.1;87.2;9.3;0
02195;Ciry-Salsogne;31.7;87.2;4.7;8.1;1;98.7;85.9;12.6;3.6
02196;Clacy-et-Thierret;22.6;89.9;0.7;9.5;2.7;97.3;82.7;17.3;0
02197;Clairfontaine;67.5;89.7;1.7;8.6;0;100;84.6;14.4;0
02198;Clamecy;35.2;91.2;2.9;5.9;0;100;93.4;4.4;1.1
02199;Clastres;29.6;93.8;1.5;4.6;0.4;98.9;86.7;12.9;6.7
02200;Clermont-les-Fermes;50;76.6;7.2;16.2;0;100;76.2;21.4;0
02201;Coeuvres-et-Valsery;68.9;75.8;9;15.2;2.2;96.6;80;20;0
02203;Coincy;43.8;85.2;9.7;5.1;11.2;87.7;77.3;21.7;5.9
02204;Coingt;83.3;63.2;28.1;8.8;0;100;94.4;5.6;0
02205;Colligis-Crandelain;34.1;86.6;6.2;7.2;1;97.9;84.1;13.4;0
02206;Colonfay;48.3;79.5;7.7;12.8;0;100;75.9;20.7;0
02207;Commenchon;32.5;84.8;8.1;7.1;0;100;89.2;9.6;0
02208;Concevreux;46.3;92.2;6;1.7;0.9;98.3;79.6;19.4;0
02209;Condé-en-Brie;41.8;77.1;4.4;18.5;18.7;81.3;68.6;26.8;0.4
02210;Condé-sur-Aisne;45.2;92.8;4.6;2.6;2;98;79;15.8;5.6
02211;Condé-sur-Suippe;35.8;93.8;3.9;2.3;0;100;83.3;12.5;0
02212;Condren;39.4;91.3;1.9;6.8;4.2;95.8;81.7;17.3;1.8
02213;Connigis;38.5;82.6;4.7;12.7;5.7;93.6;86.2;13.1;0
