Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb créations d'entreprises 2018;Nb entreprises 2018;Part étab. sans salarié dans les étab. actifs au 31/12 2015;Part étab. de 1 à 9 salariés dans les étab. actifs au 31/12 2015;Part étab. de 10 salariés ou plus dans les étab. actifs au 31/12 2015;Part postes de l'agriculture, sylviculture, pêche dans les étab. actifs au 31/12 2015;Part postes de l'industrie dans les étab. actifs au 31/12 2015;Part postes de la construction dans les étab. actifs au 31/12 2015;Part postes du commerce, transport et services marchands dans les étab. actifs au 31/12 2015;Part postes de l'admin. publique, enseignement, santé et action sociale dans les étab. actifs au 31/12 2015
84060;Lagarde-d'Apt;1;5;64.3;35.7;0;33.3;0;0;55.6;11.1
84061;Lagarde-Paréol;3;24;84.4;13.3;2.2;12;0;66;4;18
84062;Lagnes;19;172;80.3;17.5;2.2;12.6;6;11.6;45.2;24.6
84063;Lamotte-du-Rhône;4;40;72.4;26.3;1.3;49.1;0;12.7;30.9;7.3
84064;Lapalud;27;165;79.3;17;3.7;0.9;25.7;4.8;21.8;46.7
84065;Lauris;55;341;85.9;12.1;2;2.7;6;8.7;33.7;48.8
84066;Lioux;4;29;75.7;24.3;0;23.1;0;15.4;15.4;46.2
84067;Loriol-du-Comtat;34;183;79.8;17.1;3;13;8.1;15;44.3;19.5
84068;Lourmarin;19;221;74.2;24.5;1.3;4.2;2.1;8.9;70.9;13.9
84069;Malaucène;34;274;79.7;17.9;2.4;2.3;6.8;16;34.3;40.6
84070;Malemort-du-Comtat;19;136;81.9;17.6;0.5;27.1;8.3;17.7;16.7;30.2
84071;Maubec;37;289;73;21.5;5.5;0.3;18.4;7.1;67.6;6.5
84072;Mazan;61;477;78.8;18.7;2.4;8.1;11.8;7.3;31.6;41.3
84073;Ménerbes;12;141;81.1;16.4;2.5;10.1;16.8;18.1;34.9;20.1
84074;Mérindol;17;171;79.5;18.1;2.4;4.4;6.1;40;21.7;27.8
84075;Méthamis;3;22;92;8;0;0;0;13.3;13.3;73.3
84076;Mirabeau;14;88;82.3;15.3;2.4;4.4;2.2;15.4;31.9;46.2
84077;Modène;5;35;72.7;25.5;1.8;9.8;3.9;45.1;33.3;7.8
84078;Mondragon;36;219;71.2;23.7;5.1;5.2;9.2;32.6;42.4;10.6
84079;Monieux;3;18;78.6;21.4;0;38.5;0;0;26.9;34.6
84080;Monteux;125;944;74.2;21.2;4.7;3.4;32.4;5.1;34.2;25
84081;Morières-lès-Avignon;92;604;75.1;20.8;4.1;1;7.3;16.6;49.7;25.4
84082;Mormoiron;23;173;85.7;12;2.4;11.7;16;4.9;37;30.2
84083;Mornas;30;159;77;19.6;3.5;7.2;5.5;6.8;61.4;19.1
84084;La Motte-d'Aigues;12;98;90;8.6;1.4;1.9;7.5;39.6;11.3;39.6
84085;Murs;4;33;85.2;13;1.9;9.7;0;0;67.7;22.6
84086;Oppède;22;190;82.6;16.2;1.2;11.3;13.8;16.4;39.6;18.9
84087;Orange;295;2337;67.6;26.6;5.8;1.3;9;4.5;49.8;35.5
84088;Pernes-les-Fontaines;138;1077;78;19.1;2.9;7.9;6.6;10.2;52.1;23.2
84089;Pertuis;259;1892;71.8;23.7;4.5;2;14.3;4.2;51.8;27.6
84090;Peypin-d'Aigues;9;46;81.7;18.3;0;29.2;0;16.7;12.5;41.7
84091;Piolenc;53;375;71;24.3;4.7;10.2;7;17.6;47.9;17.2
84092;Le Pontet;220;1278;62.8;27.8;9.5;0;10.1;4.4;66.2;19.3
84093;Puget;13;64;81.2;15.3;3.5;9.8;0;5.4;59.8;25
84094;Puyméras;5;61;76.8;18.8;4.5;10.3;41;17.9;21.4;9.4
84095;Puyvert;13;100;86.8;11.6;1.7;7.4;0;5.4;74.5;12.8
84096;Rasteau;12;57;69.2;28.5;2.3;49.2;14.4;3;25;8.3
84097;Richerenches;7;63;79.6;17.2;3.2;10.2;10.2;0;34.1;45.5
84098;Roaix;8;64;69.2;29.7;1.1;17.6;1.4;10.6;10.6;59.9
84099;Robion;46;418;77.3;20.6;2.1;5.2;6.7;11.9;31;45.2
84100;La Roque-Alric;2;6;81.8;18.2;0;33.3;0;0;0;66.7
84101;La Roque-sur-Pernes;4;35;86.4;13.6;0;10.5;0;15.8;15.8;57.9
84102;Roussillon;23;214;80.5;17;2.5;20.2;5;20.2;33.5;21.1
84103;Rustrel;5;59;85.5;14.5;0;2.6;5.3;34.2;23.7;34.2
84104;Sablet;7;137;73.6;22.9;3.5;17;19;6.5;24.3;33.2
84105;Saignon;13;90;86.5;11.1;2.4;0;0;10.3;24.8;64.8
84106;Sainte-Cécile-les-Vignes;33;218;66.3;29.4;4.4;8.4;14.1;10.6;33.2;33.7
84107;Saint-Christol;10;46;81.2;16.2;2.5;1;1.9;1;15.4;80.8
84108;Saint-Didier;22;225;83.1;13.5;3.4;0;22;18.5;23.2;36.3
84109;Saint-Hippolyte-le-Graveyron;3;10;66.7;33.3;0;61.9;0;0;33.3;4.8
84110;Saint-Léger-du-Ventoux;0;2;83.3;16.7;0;0;0;0;0;100
84111;Saint-Marcellin-lès-Vaison;5;23;63.3;36.7;0;40.7;0;18.5;22.2;18.5
84112;Saint-Martin-de-Castillon;4;65;91.5;7.6;0.8;20.5;12.8;2.6;12.8;51.3
84113;Saint-Martin-de-la-Brasque;7;50;90;8.8;1.2;7.7;0;0;30.8;61.5
84114;Saint-Pantaléon;5;23;83.8;13.5;2.7;8.3;0;83.3;0;8.3
84115;Saint-Pierre-de-Vassols;10;48;79.7;20.3;0;43.3;0;3.3;20;33.3
84116;Saint-Romain-en-Viennois;9;86;69.7;26.1;4.2;3.8;2.5;6.3;82.8;4.6
84117;Saint-Roman-de-Malegarde;5;20;66.7;33.3;0;54.8;0;6.5;12.9;25.8
84118;Saint-Saturnin-lès-Apt;37;278;82.8;15.5;1.7;6.5;13.7;18.3;20.5;41.1
84119;Saint-Saturnin-lès-Avignon;55;347;77;19.4;3.5;0.3;16.3;22.1;29.6;31.7
84120;Saint-Trinit;2;8;78.9;21.1;0;12.5;0;0;62.5;25
84121;Sannes;6;15;81.5;18.5;0;12.5;0;0;75;12.5
84122;Sarrians;60;490;73.5;21.3;5.2;30.4;9.1;10.6;30.5;19.5
84123;Sault;12;135;76.6;20.6;2.9;4.4;7.4;1;27.9;59.4
84124;Saumane-de-Vaucluse;15;73;88.4;9.9;1.7;1.6;0;36.1;36.1;26.2
84125;Savoillan;0;9;76.9;23.1;0;0;0;57.1;14.3;28.6
84126;Séguret;12;76;71.1;27.6;1.3;34.4;16.8;11.5;23.7;13.7
84127;Sérignan-du-Comtat;19;177;74.4;20.9;4.7;6.2;35.7;10.1;31.7;16.3
84128;Sivergues;0;2;83.3;16.7;0;0;0;0;0;100
84129;Sorgues;224;1405;66.7;25.4;7.9;0.7;16.7;16.2;46.7;19.7
84130;Suzette;2;13;65.4;30.8;3.8;36.4;12.1;0;0;51.5
84131;Taillades;25;172;80.5;15.8;3.7;0.4;1.6;25.7;58.4;13.9
84132;Le Thor;102;756;75.4;20.1;4.5;4.9;10.5;22.6;40.2;21.7
84133;La Tour-d'Aigues;30;375;76.4;19;4.6;3.4;3.6;11.5;31.2;50.3
84134;Travaillan;8;40;76.2;22.6;1.2;69.4;1.6;0;9.7;19.4
84135;Uchaux;19;121;82.8;13.9;3.3;5.7;10.7;1.3;13.4;68.8
84136;Vacqueyras;9;99;65.7;31.3;3;26.5;12;3;46.6;12
84137;Vaison-la-Romaine;75;844;69.2;27.4;3.4;1.5;5.3;5.7;51.4;36.1
84138;Valréas;78;659;66.6;28.2;5.3;4.5;20.5;3.1;37.7;34.2
84139;Fontaine-de-Vaucluse;13;105;79.9;17.4;2.8;0;8.4;3.1;47.3;41.2
84140;Vaugines;8;61;81.5;18.5;0;5.3;23.7;28.9;18.4;23.7
84141;Vedène;133;837;69.8;23.5;6.7;0.1;14.5;8.4;58.1;18.9
84142;Velleron;23;242;83.6;15;1.4;7.4;6.5;10.6;39.4;36.1
84143;Venasque;14;98;81.8;15.4;2.8;0.7;4.1;30.3;24.8;40
84144;Viens;6;53;87.3;10.8;2;30;0;5;20;45
84145;Villars;6;73;78.8;20.2;1;18.5;3.7;20.4;24.1;33.3
84146;Villedieu;11;46;80;17.8;2.2;15.1;12.8;2.3;5.8;64
84147;Villelaure;31;238;84.9;13.3;1.8;3.3;0.5;10.3;36.4;49.5
84148;Villes-sur-Auzon;19;112;89.4;8.8;1.8;9.6;15.1;1.4;37;37
84149;Violès;9;117;68.2;28.1;3.6;23.9;10.3;3.7;32.9;29.2
84150;Visan;16;133;76.2;21.9;1.9;38.7;16.1;10.1;18;17.1
84151;Vitrolles-en-Lubéron;2;8;73.3;20;6.7;5.3;5.3;78.9;0;10.5
85001;L'Aiguillon-sur-Mer;7;145;69.2;27.5;3.2;3.7;5.4;8.9;50.8;31.2
85002;L'Aiguillon-sur-Vie;16;100;79.5;16.4;4.1;1.6;28.6;12;29.2;28.6
85003;Aizenay;76;529;66.1;25.6;8.2;0.7;26.9;13.2;42.8;16.4
85004;Angles;15;146;74.4;22.3;3.3;0.7;2.4;23.2;31.1;42.7
85005;Antigny;3;59;64.7;21.6;13.8;3.5;54.3;4.8;24.8;12.6
85006;Apremont;22;90;79;17.8;3.2;9.3;54;3.8;8.6;24.3
85008;Aubigny-Les Clouzeaux;42;290;75.8;19.8;4.4;0.3;8.2;22.8;39.5;29.2
85009;Auchay-sur-Vendée;6;39;85.7;14.3;0;17.6;0;14.7;14.7;52.9
85010;Avrillé;10;96;79.7;17.5;2.8;0.8;8.6;14.1;34.4;42.2
85011;Barbâtre;15;114;78.1;20.7;1.2;2.2;0.7;6.5;52.5;38.1
85012;La Barre-de-Monts;13;161;73.4;25.2;1.5;8.9;5;9.2;58.9;18.1
85013;Bazoges-en-Paillers;8;43;72.7;19.7;7.6;10.3;28.8;30.1;15.8;15.1
85014;Bazoges-en-Pareds;4;60;81.3;17.1;1.6;12.5;1.4;34.7;23.6;27.8
85015;Beaufou;2;49;83;15.1;1.9;21.3;0;44;12;22.7
85016;Beaulieu-sous-la-Roche;23;151;76.3;18.7;5.1;0.3;41.5;12.8;22.3;23.1
85017;Beaurepaire;10;78;65.9;25;9.1;3;17;41.9;14.5;23.6
85018;Beauvoir-sur-Mer;21;236;62.2;32.5;5.3;8.1;9;17.6;37.9;27.3
85019;Bellevigny;38;377;73.6;18.7;7.7;1.2;26.3;9.9;46.4;16.3
85020;Benet;14;163;76.2;18.2;5.6;1.4;29.1;6;28.6;34.9
85021;La Bernardière;10;63;78.3;19.3;2.4;1.2;22.2;33.3;4.9;38.3
85022;Le Bernard;5;53;85.4;13.6;1;15.2;15.2;2.2;28.3;39.1
85023;Bessay;2;13;70;25;5;4.2;0;6.9;76.4;12.5
85024;Bois-de-Céné;12;88;81.9;13.1;5;5.6;13.3;45.6;8.7;26.7
85025;La Boissière-de-Montaigu;20;88;66.2;26.5;7.3;2.9;22.2;31.6;28.2;15.1
85026;La Boissière-des-Landes;5;55;70.5;21.1;8.4;0.9;27.6;10.1;48.7;12.7
85028;Bouillé-Courdault;2;14;79.4;17.6;2.9;2.8;58.3;5.6;11.1;22.2
85029;Bouin;12;126;60.1;36.3;3.6;44.5;4.9;2.3;14.9;33.3
85031;Le Boupère;21;124;75.2;19;5.8;1.1;67.1;7.6;11.7;12.5
85033;Bourneau;1;26;78.4;19.6;2;2.1;7.4;8.5;69.1;12.8
85034;Bournezeau;14;128;67.8;25.3;6.9;6.2;18.7;15.4;35.6;24
85035;Bretignolles-sur-Mer;50;415;76.3;21.6;2.1;0.2;5.4;19.7;46.4;28.4
85036;La Bretonnière-la-Claye;2;30;76.7;18.6;4.7;2.6;33.3;30.8;20.5;12.8
85037;Breuil-Barret;3;35;82.8;15.5;1.7;0;5.9;8.8;72.1;13.2
85038;Les Brouzils;12;91;74.3;19.4;6.3;1.3;36.6;13.1;29.3;19.6
85039;La Bruffière;17;144;76.7;19.2;4.2;1.4;69.4;3.5;13;12.6
85040;La Caillère-Saint-Hilaire;5;60;74.3;22.9;2.9;3.8;1.9;14.1;22.4;57.7
85041;Cezais;3;12;58.8;41.2;0;51.7;0;31;10.3;6.9
85042;Chaillé-les-Marais;10;105;75.1;20.3;4.5;3.1;3.1;1.7;30.9;61.2
85045;La Chaize-Giraud;4;62;68.6;27.1;4.3;0.5;83.2;4;3.5;8.9
85046;La Chaize-le-Vicomte;21;188;67.3;23.6;9.1;0.8;28.9;23.6;30.3;16.4
85047;Challans;142;1493;62.9;28.5;8.6;0.5;15.6;6.4;45;32.5
85049;Champagné-les-Marais;9;72;78;18.7;3.3;0.6;25.4;24.9;9.2;39.9
85050;Le Champ-Saint-Père;7;80;78.1;18.8;3.1;0;5.4;14.5;25.9;54.2
85051;Chantonnay;32;427;59.5;31.4;9.1;1.8;39.9;6.8;28.5;22.9
85053;La Chapelle-aux-Lys;3;19;86.5;10.8;2.7;10.5;0;78.9;0;10.5
85054;La Chapelle-Hermier;7;44;75.4;23.1;1.5;4.7;2.3;11.6;37.2;44.2
85055;La Chapelle-Palluau;4;36;81.2;18.8;0;4.3;0;13;30.4;52.2
85056;La Chapelle-Thémer;1;16;85.7;14.3;0;85.7;0;0;0;14.3
85058;Chasnais;4;37;63.8;27.7;8.5;0;81.1;3.7;11.5;3.7
85059;La Châtaigneraie;10;167;65;25.4;9.6;0.1;12.5;4.3;49.6;33.6
85061;Château-Guibert;8;50;81.9;16;2.1;8.1;0;7;10.5;74.4
85062;Châteauneuf;7;50;82.9;17.1;0;17.1;11.4;20;11.4;40
85064;Chauché;8;106;67.9;23.9;8.2;1.9;36.6;18.8;24.9;17.8
85065;Chavagnes-en-Paillers;14;132;67.9;25.6;6.5;3.2;40.8;9.6;26;20.4
85066;Chavagnes-les-Redoux;3;17;83.3;14.3;2.4;0;72.5;0;5.8;21.7
85067;Cheffois;1;45;67.4;24.2;8.4;34.5;30.7;8.2;18.4;8.2
85070;Coëx;12;190;70.5;23.5;6;2.4;49.3;11.4;14.1;22.8
85071;Commequiers;23;156;74.3;22.4;3.3;4.4;52.7;11.7;8.4;22.8
85072;La Copechagnière;3;37;70;23.3;6.7;0.8;70.9;4.4;19.3;4.6
85073;Corpe;4;39;75.3;22.6;2.2;12.4;42.6;12.4;19.4;13.2
85074;La Couture;1;6;72.2;27.8;0;36.4;0;54.5;0;9.1
85076;Cugand;24;176;72.2;19.8;8;0.1;32.3;12.5;21;34.1
85077;Curzon;1;11;88.9;11.1;0;9.1;0;0;0;90.9
85078;Damvix;5;44;72.9;24.3;2.9;0;75;1.1;16.5;7.4
85080;Doix lès Fontaines;11;60;71.4;24.8;3.8;7.3;20.2;9.6;6.2;56.7
85081;Dompierre-sur-Yon;29;213;72.8;19.1;8.1;0.5;48.4;8.5;32.7;9.9
85082;Les Epesses;18;142;66.2;23.5;10.3;2.5;32.9;5;49;10.6
85083;L'Épine;14;134;72.4;24.3;3.3;22.9;2.6;2.3;64.3;7.8
85084;Essarts en Bocage;48;446;63.8;25.3;10.9;3.6;39.8;4.4;41.3;10.9
85086;Falleron;10;80;76.3;20;3.7;1.1;48.2;27.2;9.8;13.8
85087;Faymoreau;2;11;58.8;35.3;5.9;0;57.7;0;23.1;19.2
85088;Le Fenouiller;33;185;80.3;17.8;1.9;4.4;8;24.8;35.4;27.4
85089;La Ferrière;20;213;67.1;23.7;9.2;1;13.6;15.8;54;15.6
85090;Sèvremont;31;257;72.1;20.8;7.1;4.7;47.8;15.2;18;14.3
85092;Fontenay-le-Comte;78;930;58.2;32;9.7;0.1;15.7;5.7;38.8;39.7
85093;Fougeré;2;36;73;24.3;2.7;1.8;0;17;72.1;9.1
85094;Foussais-Payré;9;72;78.2;18.4;3.4;10.4;4.4;6;57.1;22
85095;Froidfond;11;84;81.3;17.2;1.5;12.5;12.5;16.7;13.9;44.4
85096;La Garnache;28;262;76.7;19;4.3;0.8;41;17.3;21.8;19.1
85097;La Gaubretière;15;114;74.9;18.4;6.8;1.6;43.9;9.3;29.2;16
85098;La Genétouze;7;54;82.2;15.6;2.2;3.8;5.1;15.4;35.9;39.7
85099;Le Girouard;11;31;85;13.3;1.7;16.1;0;38.7;12.9;32.3
85100;Givrand;17;114;70.6;21.8;7.6;0.2;49.5;4.2;12.7;33.3
85101;Le Givre;1;24;87.1;12.9;0;40;0;0;20;40
85102;Grand'Landes;7;15;82.9;14.3;2.9;5.4;29.7;24.3;5.4;35.1
85103;Grosbreuil;15;91;80.8;17.9;1.3;11;31.2;10.1;19.3;28.4
85104;Grues;4;48;79.8;20.2;0;10.7;7.1;42.9;16.1;23.2
85105;Le Gué-de-Velluire;3;22;75.6;24.4;0;31.8;0;0;22.7;45.5
85106;La Guérinière;11;167;69.5;25.4;5.1;17.6;0.9;23.4;40.6;17.4
85108;L'Herbergement;13;150;73.6;18.8;7.7;0.3;28.6;3.3;44.1;23.7
85109;Les Herbiers;99;1013;60.6;28.6;10.9;0.7;37.8;7.9;36.7;16.9
85110;L'Hermenault;9;55;72;22;6.1;5.2;9.8;4.1;11.3;69.6
85111;L'Île-d'Elle;11;61;79;18.1;2.9;1.8;70.1;2.1;4.6;21.4
85112;L'Île-d'Olonne;19;140;83.1;15.9;1;5.9;4.2;22.7;20.2;47.1
85113;L'Île-d'Yeu;44;452;69.4;26.4;4.2;10.8;5.4;16.2;38.3;29.3
85114;Jard-sur-Mer;19;268;76.7;20.9;2.4;0;3.2;9.5;60.3;26.9
85115;La Jaudonnière;0;32;72.5;19.6;7.8;3.9;82;0.8;3.9;9.4
85116;La Jonchère;1;19;80;20;0;26.7;0;33.3;13.3;26.7
85117;Lairoux;3;32;69.8;26.4;3.8;3.2;40.3;24.2;12.9;19.4
85118;Landeronde;15;100;87.4;10.9;1.7;0.8;0;31.4;13.6;54.2
85119;Les Landes-Genusson;6;99;66.7;26.1;7.3;3.9;48.5;9.8;19.7;18.1
85120;Landevieille;5;72;67.4;28.4;4.2;1.7;22.4;32.2;30.5;13.2
85121;Le Langon;4;53;78.7;17;4.3;14.1;16.3;37;6.5;26.1
85123;Liez;1;18;82.1;14.3;3.6;0;0;12.5;70.8;16.7
85125;Loge-Fougereuse;0;13;75.7;24.3;0;13.6;0;22.7;22.7;40.9
85126;Longèves;7;53;69.9;27.7;2.4;1.8;21;3;57.5;16.8
85127;Longeville-sur-Mer;28;200;76.9;19.9;3.3;6.6;7.1;13.4;33.6;39.4
85128;Luçon;74;600;63.5;27.5;9;0.1;18;6.7;47.3;27.9
85129;Les Lucs-sur-Boulogne;14;133;71.1;23.1;5.8;1.9;36;20.7;14.1;27.2
85130;Maché;12;67;72.8;22.3;4.9;28.5;50;5.6;9.9;6
85131;Les Magnils-Reigniers;5;52;75.6;20.5;3.8;0;26.9;12.8;35.9;24.4
85132;Maillé;1;28;74.2;19.4;6.5;3.5;19.5;28.3;2.7;46
85133;Maillezais;3;70;64.8;28.6;6.7;3.1;12;16.4;14.7;53.8
85134;Mallièvre;0;11;54.5;45.5;0;0;0;66.7;16.7;16.7
85135;Mareuil-sur-Lay-Dissais;17;156;64;29.4;6.5;3.9;9.4;15.3;33.7;37.6
85136;Marillet;0;2;88.9;11.1;0;0;0;0;0;100
85137;Marsais-Sainte-Radégonde;5;22;81.8;15.9;2.3;28.9;0;57.9;7.9;5.3
85138;Martinet;10;45;84;11.1;4.9;29.3;0;1.2;22;47.6
85139;Le Mazeau;4;20;81.1;18.9;0;8.3;8.3;25;8.3;50
85140;La Meilleraie-Tillay;3;40;64.7;25.9;9.4;0.9;32.3;6;32.7;28.1
85141;Menomblet;0;26;90.5;9.5;0;22.2;0;0;38.9;38.9
85142;La Merlatière;5;39;76.9;18.5;4.6;3;63.4;0;26.7;6.9
85143;Mervent;4;74;74.2;22.7;3.1;8.6;25.9;16.7;40.1;8.6
85144;Mesnard-la-Barotière;5;46;72.3;24.1;3.6;4.6;17.2;32.2;25.3;20.7
85145;Monsireigne;2;33;85.1;14.9;0;5.7;0;20;34.3;40
85146;Montaigu-Vendée;144;1232;61.8;28.4;9.8;0.6;32.4;7.6;39.1;20.4
85147;Montournais;4;45;74;25;1;5;51.2;11.6;8.3;24
85148;Montreuil;1;24;74.5;25.5;0;23.4;19.1;29.8;4.3;23.4
85149;Moreilles;2;18;64.7;29.4;5.9;2.2;4.3;6.5;50;37
85151;Mortagne-sur-Sèvre;33;338;65.1;23.1;11.8;0.7;51.8;4.5;26.3;16.7
85152;Les Achards;26;353;62.2;25;12.8;0.2;41.2;11.8;30.1;16.6
85153;Mouchamps;20;118;71.4;22.8;5.8;9.2;43.3;6.4;23.1;18
85154;Mouilleron-Saint-Germain;7;75;71.3;21.3;7.4;0.2;71.7;2.2;13.4;12.4
85155;Mouilleron-le-Captif;27;257;64.5;23.3;12.2;0.2;45.5;4;41.9;8.4
85156;Moutiers-les-Mauxfaits;19;146;63.5;28;8.5;0.5;7.9;14.2;31.1;46.3
85157;Moutiers-sur-le-Lay;4;27;72.5;25.5;2;3.7;5.6;48.1;22.2;20.4
85158;Mouzeuil-Saint-Martin;8;55;84.3;10.8;4.9;1;15.8;9.2;63.8;10.2
85159;Nalliers;10;114;73.7;21.6;4.6;2;7;32.9;26.2;31.8
85160;Nesmy;16;125;73.9;21.2;4.8;1.2;8.8;18.1;37.8;34.1
85161;Nieul-le-Dolent;12;131;74;21.5;4.5;4.1;7.5;30;30;28.3
85162;Rives-d'Autise;10;95;74.7;20.3;4.9;4.7;19.8;3.2;21.8;50.4
85163;Noirmoutier-en-l'Île;38;566;68.7;28.7;2.6;7.2;12.9;4.7;43.8;31.4
85164;Notre-Dame-de-Monts;18;170;77;20.7;2.3;0.2;24.9;12.7;22.9;39.2
85167;L'Orbrie;4;31;81.1;13.5;5.4;2;67.3;0;8.2;22.4
85169;Palluau;4;53;70.5;19.2;10.3;0;2;10.6;9.8;77.6
85171;Péault;4;19;76.9;20.5;2.6;2.8;36.1;8.3;27.8;25
85172;Le Perrier;13;144;76.7;20.9;2.3;3.4;14.1;23.7;31.7;27.1
85174;Petosse;0;30;72.5;23.5;3.9;6.5;1.3;71.4;9.1;11.7
85175;Les Pineaux;5;16;77.8;22.2;0;25;0;30;20;25
85176;Pissotte;3;29;67.3;24.5;8.2;4.2;1.7;0.8;36.1;57.1
85177;Les Velluire-sur-Vendée;9;46;79.6;18.4;2;20.3;33.1;2.5;23.7;20.3
85178;Le Poiré-sur-Vie;59;422;67.7;23;9.3;0.5;28.8;14.2;42.5;13.9
85179;Poiroux;9;47;82.6;17.4;0;5.9;0;31.4;23.5;39.2
85181;Pouillé;6;22;86.5;13.5;0;0;8.3;12.5;8.3;70.8
85182;Pouzauges;28;328;57.2;29.6;13.2;1.4;46.8;4.1;35;12.7
85184;Puy-de-Serre;2;12;83.3;16.7;0;0;0;53.3;6.7;40
85185;Puyravault;1;32;83;13.2;3.8;1.2;0;7.2;24.1;67.5
85186;La Rabatelière;5;43;67.6;26.5;5.9;0.4;31.5;44.3;14.9;8.9
85187;Réaumur;3;27;77.6;16.4;6;12.4;35.5;8.3;33.1;10.7
85188;La Réorthe;9;43;80.2;18.5;1.2;3.6;8.9;17.9;41.1;28.6
85189;Notre-Dame-de-Riez;16;95;81;16.3;2.7;12.4;37.8;2.3;6.9;40.6
85190;Rocheservière;15;163;67.7;24.3;8.1;1.2;32.6;15.5;28.5;22.2
85191;La Roche-sur-Yon;406;3451;61;28.6;10.5;0.6;10.3;3.4;41.5;44.2
85192;Rochetrejoux;2;28;75.9;22.4;1.7;4.5;67.2;11.9;5.2;11.2
85193;Rosnay;5;22;76.1;21.7;2.2;45.5;2.3;2.3;25;25
85194;Les Sables-d'Olonne;402;3670;69.7;25.1;5.1;1.1;7;6.8;49.1;36
85196;Saint-André-Goule-d'Oie;4;61;76.1;18.8;5.1;9.3;1.9;30.4;44.1;14.3
85197;Montréverd;21;112;72.2;22;5.7;9.7;25.5;9.9;41.4;13.5
85198;Saint-Aubin-des-Ormeaux;4;40;70;25.7;4.3;2.1;29.9;14.4;33;20.6
85199;Saint-Aubin-la-Plaine;3;22;71.1;21.1;7.9;1;42.9;0;42.9;13.3
85200;Saint-Avaugourd-des-Landes;6;52;80;17.5;2.5;23.5;5.9;35.3;11.8;23.5
85201;Saint-Benoist-sur-Mer;1;14;78.6;21.4;0;10;0;10;60;20
85202;Sainte-Cécile;5;56;75;21.1;3.9;3.7;60.7;3.7;8.3;23.6
85204;Saint-Christophe-du-Ligneron;18;131;75.1;20;4.9;3.7;18.3;10.5;44;23.5
85205;Saint-Cyr-des-Gâts;3;12;74.4;23.1;2.6;13.8;37.9;24.1;0;24.1
85206;Saint-Cyr-en-Talmondais;1;28;76.1;23.9;0;39.1;4.3;0;43.5;13
85207;Saint-Denis-du-Payré;1;14;87;13;0;11.1;0;0;33.3;55.6
85208;Saint-Denis-la-Chevasse;10;92;72.3;23.5;4.2;2;64;6.4;8.8;18.8
85209;Saint-Étienne-de-Brillouet;2;29;85.9;14.1;0;29.2;0;0;12.5;58.3
85210;Saint-Étienne-du-Bois;17;72;78.3;18.8;2.9;10.6;24.6;7.8;10.6;46.4
85211;Sainte-Flaive-des-Loups;18;91;78.6;17.6;3.8;4.1;2.5;26.4;27.3;39.7
85213;Rives de l'Yon;29;182;75.2;20.8;4.1;2.3;6.6;4.6;26.2;60.3
85214;Sainte-Foy;31;112;76.7;20.2;3.1;7.3;3.2;44.4;12.9;32.3
85215;Saint-Fulgent;16;170;65.6;25.5;8.9;2.2;44.4;8.5;31.6;13.3
85216;Sainte-Gemme-la-Plaine;10;115;62;31.2;6.8;2.8;22;11.8;29.3;34.1
85218;Saint-Georges-de-Pointindoux;7;69;83.5;14.6;1.9;1.5;13.8;35.4;23.1;26.2
85220;Saint-Germain-de-Prinçay;9;51;73.3;20.8;5.9;2.3;29.9;5.1;4;58.8
85221;Saint-Gervais;12;123;77.8;19.2;3;5.9;14.4;22.9;33.5;23.4
85222;Saint-Gilles-Croix-de-Vie;80;801;61.3;33.1;5.6;0.5;18.6;11.3;46.5;23.1
85223;Sainte-Hermine;9;176;61.7;26.1;12.2;0.7;39.7;9.5;27.6;22.5
85226;Saint-Hilaire-de-Riez;79;715;75.5;21.3;3.2;3.3;25.5;11.7;39;20.4
85227;Saint-Hilaire-des-Loges;5;75;73.5;20.4;6.2;2.6;6;14.2;17.2;59.9
85229;Saint-Hilaire-de-Voust;4;24;73.4;23.4;3.1;1.3;85.8;1;5.6;6.3
85231;Saint-Hilaire-la-Forêt;5;28;80.9;17;2.1;53.5;0;9.3;14;23.3
85232;Saint-Hilaire-le-Vouhis;5;47;82.6;14.1;3.3;8.3;43.8;1;29.2;17.7
85233;Saint-Jean-de-Beugné;4;52;63.2;26.5;10.3;1;82.8;3;10.3;3
85234;Saint-Jean-de-Monts;99;880;74.7;21.6;3.6;0.5;14.4;7.9;45.1;32.1
85235;Saint-Juire-Champgillon;3;19;90;10;0;9.1;0;0;18.2;72.7
85236;Saint-Julien-des-Landes;9;76;72.5;22.9;4.6;1.1;29.3;23.4;33;13.3
85237;Saint-Laurent-de-la-Salle;0;11;72.7;27.3;0;22.7;36.4;0;31.8;9.1
85238;Saint-Laurent-sur-Sèvre;18;176;65.5;24.1;10.3;1.3;40.7;3.9;23.7;30.5
85239;Saint-Maixent-sur-Vie;4;33;85.9;12.5;1.6;6.2;3.1;12.5;21.9;56.2
85240;Saint-Malô-du-Bois;6;63;70.1;24.3;5.6;1.9;51.9;7.8;31;7.5
85242;Saint-Mars-la-Réorthe;4;36;76.6;20.3;3.1;2.1;52.6;4.1;27.8;13.4
85243;Brem-sur-Mer;18;153;80.3;16.5;3.2;3;6.1;16.3;41.7;33
