Insee - Statistiques locales; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; 
Code;Libellé;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2016;Part des pers., dont le diplôme le plus élevé est un CAP ou un BEP, dans la pop. non scolarisée de 15 ans ou + 2016;Part des pers., dont le diplôme le plus élevé est le bac, dans la pop. non scolarisée de 15 ans ou + 2016;Part des diplômés de l'enseignement sup. dans la pop. non scolarisée de 15 ans ou + 2016
02083;Beuvardes;28.9;33.3;17.2;20.7
02084;Bézu-le-Guéry;25.8;26.3;20.4;27.4
02085;Bézu-Saint-Germain;24.7;30.7;20.1;24.5
02086;Bichancourt;33.7;30.8;18.2;17.2
02087;Bieuxy;21.7;34.8;13;30.4
02088;Bièvres;27.4;29;14.5;29
02089;Billy-sur-Aisne;34.2;30.8;15.2;19.8
02090;Billy-sur-Ourcq;38.8;23.7;17.8;19.7
02091;Blanzy-lès-Fismes;40.5;20.2;19;20.2
02093;Blérancourt;37.3;29.8;16.6;16.2
02094;Blesmes;24.7;30.2;19.8;25.3
02095;Bohain-en-Vermandois;57.9;25.7;9.8;6.6
02096;Bois-lès-Pargny;31.5;27.5;16.8;24.2
02097;Boncourt;36.9;29.7;19;14.4
02098;Bonneil;29;35.5;16.8;18.6
02099;Bonnesvalyn;27.8;33.7;17.8;20.7
02100;Bony;40.8;17.3;17.3;24.5
02101;Bosmont-sur-Serre;36.4;25.7;19.3;18.6
02102;Bouconville-Vauclair;38.1;20.6;14.3;27
02103;Boué;42.1;30.6;15.2;12.1
02104;Bouffignereux;25.3;33.3;20;21.3
02105;Bouresches;41.1;27.7;16.3;14.9
02106;Bourg-et-Comin;40.8;28.5;15.5;15.1
02107;Bourguignon-sous-Coucy;46.6;20.5;16.4;16.4
02108;Bourguignon-sous-Montbavin;18.8;22.3;24.1;34.8
02109;La Bouteille;39.3;28.8;15.9;15.9
02110;Braine;38.7;29.6;15.9;15.8
02111;Brancourt-en-Laonnois;25.3;30.3;14.9;29.5
02112;Brancourt-le-Grand;31.1;35.6;13.3;20
02114;Brasles;36.8;29.3;14.5;19.3
02115;Braye-en-Laonnois;40.5;36.5;10.8;12.2
02116;Braye-en-Thiérache;45.9;27.5;11.9;14.7
02117;Bray-Saint-Christophe;38.5;28.8;11.5;21.2
02118;Braye;40.4;41.6;9;9
02119;Brécy;37.2;29.6;17.6;15.6
02120;Brenelle;33.1;33.1;15.9;17.9
02121;Breny;42.1;35.3;13.2;9.5
02122;Brie;29.3;31.7;19.5;19.5
02123;Brissay-Choigny;30.3;33.8;16.2;19.7
02124;Brissy-Hamégicourt;36.5;27.4;15.9;20.2
02125;Brumetz;28.9;34.1;18.5;18.5
02126;Brunehamel;49.6;23.1;14.2;13.1
02127;Bruyères-sur-Fère;32.4;41.2;16.2;10.1
02128;Bruyères-et-Montbérault;27.7;28.7;17.3;26.2
02129;Bruys;13.3;6.7;13.3;66.7
02130;Bucilly;30.6;29.9;15.6;23.8
02131;Bucy-le-Long;25.5;30.3;18.7;25.5
02132;Bucy-lès-Cerny;19.7;27;19.7;33.6
02133;Bucy-lès-Pierrepont;31.5;35.8;16.6;16.2
02134;Buire;34.8;32.6;14.9;17.8
02135;Buironfosse;50.7;27.2;10.8;11.3
02136;Burelles;46.4;17.5;17.5;18.6
02137;Bussiares;23.7;35.1;19.6;21.6
02138;Buzancy;23.4;29.8;19.9;27
02139;Caillouël-Crépigny;28.3;34.7;15.5;21.6
02140;Camelin;25.5;36.5;19.9;18.1
02141;La Capelle;50.2;25.6;12.4;11.8
02142;Castres;30.4;28.6;13.7;27.4
02143;Le Catelet;34.3;31.4;19.3;15
02144;Caulaincourt;25.3;21.2;20.2;33.3
02145;Caumont;26.7;34.4;15.9;23
02146;Celles-lès-Condé;33.3;18.8;20.3;27.5
02148;Celles-sur-Aisne;37.7;31.4;14.7;16.2
02149;Cerizy;22.2;24.4;28.9;24.4
02150;Cerny-en-Laonnois;25.5;45.1;9.8;19.6
02151;Cerny-lès-Bucy;15.7;39.3;16.9;28.1
02152;Cerseuil;35.2;14.1;19.7;31
02153;Cessières-Suzy;22.3;27.2;18.7;31.8
02154;Chacrise;31.9;24.9;18.1;25.1
02155;Chaillevois;25.5;29.1;22.7;22.7
02156;Chalandry;34.8;29.2;10.7;25.3
02157;Chambry;33.4;31.4;18.1;17.1
02158;Chamouille;32.3;27.9;18.4;21.4
02159;Champs;42.7;29.6;17.6;10.2
02160;Chaourse;49.5;24.7;14.7;11.1
02162;La Chapelle-sur-Chézy;22.5;39.6;18.1;19.8
02163;Charly-sur-Marne;35.7;30;17.4;16.9
02164;Le Charmel;38.4;32;14.9;14.7
02165;Charmes;32.9;34;15.3;17.8
02166;Chartèves;28.8;30.6;20.3;20.3
02167;Chassemy;31.8;33;17.1;18.1
02168;Château-Thierry;39.7;26.4;14.7;19.2
02169;Châtillon-lès-Sons;38.1;27;14.3;20.6
02170;Châtillon-sur-Oise;28.7;26.7;15.8;28.7
02171;Chaudardes;26.2;33.8;16.9;23.1
02172;Chaudun;32.8;26.8;19.1;21.3
02173;Chauny;39.9;27.4;16.3;16.5
02174;Chavignon;33.1;26.8;18.8;21.4
02175;Chavigny;24.6;43.2;12.7;19.5
02176;Chavonne;27.1;41.7;18.1;13.2
02177;Chérêt;24.8;28.7;20.8;25.7
02178;Chermizy-Ailles;26;29.9;15.6;28.6
02179;Chéry-Chartreuve;29.9;35.2;16.7;18.2
02180;Chéry-lès-Pouilly;34.1;29.9;16.6;19.4
02181;Chéry-lès-Rozoy;54.7;25;9.4;10.9
02182;Chevennes;40.8;29.6;17.3;12.2
02183;Chevregny;21;30.4;18.8;29.7
02184;Chevresis-Monceau;45.8;22.3;14;18
02185;Chézy-en-Orxois;30.5;32.5;19.7;17.3
02186;Chézy-sur-Marne;36.1;28.2;15.6;20.1
02187;Chierry;24.5;31;18.7;25.7
02188;Chigny;33.3;36.7;16.7;13.3
02189;Chivres-en-Laonnois;42.8;34.4;15.9;6.9
02190;Chivres-Val;25.1;36;20.4;18.5
02191;Chivy-lès-Étouvelles;30.7;28.4;19.1;21.7
02192;Chouy;32.8;32.6;12.3;22.2
02193;Cierges;41.7;37.5;12.5;8.3
02194;Cilly;47.5;21.9;16.2;14.4
02195;Ciry-Salsogne;23.8;33.5;17.9;24.9
02196;Clacy-et-Thierret;30.4;28.7;14.6;26.2
02197;Clairfontaine;30.8;26.5;22.3;20.4
02198;Clamecy;30.2;34.9;18;16.9
02199;Clastres;36.5;28.4;17.6;17.5
02200;Clermont-les-Fermes;48.9;18.5;14.1;18.5
02201;Coeuvres-et-Valsery;46.6;23.5;13.7;16.2
02203;Coincy;41;27.5;16.1;15.4
02204;Coingt;41.4;20.7;19;19
02205;Colligis-Crandelain;27.9;29.9;20.8;21.4
02206;Colonfay;40;38.2;5.5;16.4
02207;Commenchon;26.5;21.8;17.7;34
02208;Concevreux;31.1;30.1;16.5;22.3
02209;Condé-en-Brie;36.7;32.3;16.3;14.7
02210;Condé-sur-Aisne;31.6;33.4;20;15
02211;Condé-sur-Suippe;38.3;24.9;18.2;18.7
02212;Condren;35.1;33.4;17.8;13.7
02213;Connigis;34.5;30.9;19.7;14.9
02214;Contescourt;32.6;25.6;23.3;18.6
02215;Corbeny;33.2;25.4;20.5;20.9
02216;Corcy;29.6;33.3;19.6;17.5
02217;Coucy-le-Château-Auffrique;34.1;24.2;18.5;23.2
02218;Coucy-lès-Eppes;30.5;32.1;17.1;20.3
02219;Coucy-la-Ville;34.6;26.8;18.9;19.7
02220;Coulonges-Cohan;23.9;32.8;19;24.3
02221;Coupru;31.6;31.6;20.5;16.2
02222;Courbes;43.5;34.8;4.3;17.4
02223;Courboin;21.6;36.9;25.6;15.9
02224;Courcelles-sur-Vesle;39.7;29.8;12;18.6
02225;Courchamps;33.3;30.3;13.6;22.7
02226;Courmelles;37.5;31.2;15.1;16.1
02227;Courmont;32.4;29.4;16.7;21.6
02228;Courtemont-Varennes;35.4;31.3;14.4;18.9
02229;Courtrizy-et-Fussigny;26.9;25;23.1;25
02230;Couvrelles;24.6;23.2;12.7;39.4
02231;Couvron-et-Aumencourt;27.2;32.5;20;20.3
02232;Coyolles;59.1;21.1;9.9;10
02233;Cramaille;33;26.4;24.5;16
02234;Craonne;34.4;23.4;15.6;26.6
02235;Craonnelle;32.6;34.8;18;14.6
02236;Crécy-au-Mont;35.2;30.4;15.5;18.8
02237;Crécy-sur-Serre;44.5;25.8;15.7;14.1
02238;Crépy;31.4;30.4;19.5;18.7
02239;Crézancy;27.4;32.6;18.5;21.5
02240;Croix-Fonsomme;39.4;27.6;15.9;17.1
02241;La Croix-sur-Ourcq;35.3;21.2;21.2;22.3
02242;Crouttes-sur-Marne;29.4;33.5;17.2;19.9
02243;Crouy;35.3;33.2;15;16.5
02244;Crupilly;22;39;24.4;14.6
02245;Cuffies;30.5;33.6;15.4;20.5
02246;Cugny;31.2;33.2;17;18.6
02248;Cuirieux;41.4;28.8;15.3;14.4
02249;Cuiry-Housse;32.9;22.9;10;34.3
02250;Cuiry-lès-Chaudardes;28.8;21.2;23.1;26.9
02251;Cuiry-lès-Iviers;54.5;18.2;4.5;22.7
02252;Cuissy-et-Geny;35.7;41.1;7.1;16.1
02253;Cuisy-en-Almont;24.4;27.1;19.5;29
02254;Cutry;15.2;30.4;27.2;27.2
02255;Cys-la-Commune;35.2;27.6;17.1;20
02256;Dagny-Lambercy;34.8;27.2;16.3;21.7
02257;Dallon;24.6;28;18.2;29.2
02258;Dammard;30.9;30.5;23.8;14.9
02259;Dampleux;30.5;26.6;22;21
02260;Danizy;34.3;34.8;18.2;12.7
02261;Dercy;35.3;27.2;17.6;19.9
02262;Deuillet;33.5;35.5;13.5;17.4
02263;Dhuizel;40.5;28.6;11.9;19
02264;Dizy-le-Gros;48.2;26.1;14.8;10.9
02265;Dohis;58;22.2;8.6;11.1
02266;Dolignon;36.6;14.6;29.3;19.5
02267;Dommiers;34.3;27.3;17.7;20.7
02268;Domptin;26.1;31;20.5;22.4
02269;Dorengt;26.4;27.3;17.3;29.1
02270;Douchy;36.5;22.6;21.7;19.1
02271;Dravegny;33.3;24.7;12.9;29
02272;Droizy;24.5;22.6;20.8;32.1
02273;Dury;43.7;22.2;15.2;19
02274;Ébouleau;34.7;25.3;20;20
02275;Effry;54.2;23.9;15.7;6.2
02276;Englancourt;32.6;25;16.3;26.1
02277;Épagny;38.7;35.4;13.6;12.3
02278;Éparcy;34.5;17.2;17.2;31
02279;Épaux-Bézu;32.7;28.4;14.9;24
02280;Épieds;30.8;27;20.8;21.4
02281;L'Épine-aux-Bois;29.7;31.9;20.5;17.8
02282;Eppes;29.3;33.5;21.7;15.5
02283;Erlon;44.1;27;15.8;13.2
02284;Erloy;42.3;25.6;11.5;20.5
02286;Esquéhéries;46.9;30.2;12.3;10.6
02287;Essigny-le-Grand;27.1;31.4;16.9;24.7
02288;Essigny-le-Petit;39.1;28.7;17;15.3
02289;Essises;31.8;29.2;19.1;19.9
02290;Essômes-sur-Marne;34.8;28.3;17.4;19.5
02291;Estrées;32.3;37;15.2;15.5
02292;Étampes-sur-Marne;36.7;30.6;14.6;18
02293;Étaves-et-Bocquiaux;36.2;28.7;16.7;18.5
02294;Étouvelles;29.6;30.8;18.3;21.3
02295;Étréaupont;43.3;28.9;15.7;12.1
02296;Étreillers;34.4;24.1;23.1;18.3
02297;Étrépilly;32.1;43.2;12.3;12.3
02298;Étreux;52.4;28.2;11.4;8
02299;Évergnicourt;36.7;30.8;18.5;14
02302;Faverolles;26.6;32.3;17.9;23.1
02303;Fayet;19.1;17.8;20.5;42.6
02304;La Fère;44.8;26;14.8;14.4
02305;Fère-en-Tardenois;44.6;32.8;11.6;11.1
02306;La Ferté-Chevresis;40.9;30.2;10.5;18.4
02307;La Ferté-Milon;34.6;31.2;15.2;18.9
02308;Fesmy-le-Sart;40.2;28.7;13.9;17.2
02309;Festieux;26.5;31.6;20;21.9
02310;Fieulaine;38;33.2;12.2;16.6
02311;Filain;21.4;27.6;15.3;35.7
02312;La Flamengrie;38.7;24.6;16;20.6
02313;Flavigny-le-Grand-et-Beaurain;43.9;31.5;13.3;11.3
02315;Flavy-le-Martel;39.2;28.4;14.9;17.5
02316;Fleury;36.4;29.9;11.2;22.4
02317;Fluquières;39.4;25.9;8.2;26.5
02318;Folembray;38.4;29.6;16.7;15.4
02319;Fonsomme;44.5;23;15.6;16.9
02320;Fontaine-lès-Clercs;20.3;31.3;17.2;31.3
02321;Fontaine-lès-Vervins;36.3;22.5;17.8;23.4
02322;Fontaine-Notre-Dame;31.5;29.4;13.5;25.6
02323;Fontaine-Uterte;33;25;13.6;28.4
02324;Fontenelle;29.9;28.4;18;23.7
02326;Fontenoy;34;24.4;17.5;24.1
02327;Foreste;46.2;22.2;13.7;17.9
02328;Fossoy;22;31.1;18.2;28.8
02329;Fourdrain;30.8;22.7;14.7;31.8
02330;Francilly-Selency;24.6;23.3;18.1;33.9
02331;Franqueville;44.2;28.4;17.9;9.5
02332;Fresnes-en-Tardenois;39.1;32.2;13.1;15.7
02333;Fresnes-sous-Coucy;35.7;28.6;17.9;17.9
02334;Fresnoy-le-Grand;49;26.1;12.7;12.2
02335;Fressancourt;30.6;34.7;12.9;21.8
02336;Frières-Faillouël;29.7;29.1;16.9;24.4
02337;Froidestrées;35.2;27.5;18.3;19
02338;Froidmont-Cohartille;39.9;22.8;16.1;21.2
02339;Gandelu;30.7;34;19.2;16.1
02340;Gauchy;41.4;30.5;14.1;13.9
02341;Gercy;34.6;37.5;13.9;13.9
02342;Gergny;31.7;27.7;27.7;12.9
02343;Germaine;27.9;24.6;14.8;32.8
02345;Gibercourt;25;43.8;15.6;15.6
02346;Gizy;35.6;31.6;14.9;17.9
02347;Gland;29.7;37.6;13;19.8
02349;Goudelancourt-lès-Berrieux;34.8;21.7;17.4;26.1
02350;Goudelancourt-lès-Pierrepont;35.4;33.3;18.2;13.1
02351;Goussancourt;20.7;32.9;15.9;30.5
02352;Gouy;32.8;35.2;15.4;16.6
02353;Grandlup-et-Fay;37.8;25.3;17.8;19.1
02354;Grandrieux;43.9;33.3;14;8.8
02355;Gricourt;27.9;22.8;17.8;31.5
02356;Grisolles;34.2;31;18.1;16.8
02357;Gronard;21.3;31.9;19.1;27.7
02358;Grougis;37.6;33.1;15.6;13.7
02359;Grugies;28.9;29.8;18.1;23.2
02360;Villeneuve-sur-Aisne;26.9;29.6;18.4;25.1
02361;Guise;53;27.9;10.1;9.1
02362;Guivry;26.5;27.6;17.1;28.7
02363;Guny;46.5;26.4;13;14.1
02364;Guyencourt;19.3;30.4;21.5;28.7
02366;Hannapes;36.8;37.1;10.8;15.4
02367;Happencourt;40.2;25.5;12.7;21.6
02368;Haramont;28;30.6;21.8;19.7
02369;Harcigny;39.8;28.2;20.4;11.6
02370;Hargicourt;33.5;32;15.2;19.3
02371;Harly;32.7;33.4;16.6;17.3
02372;Hartennes-et-Taux;35.3;33.1;12.3;19.3
02373;Hary;26.9;28.1;23.8;21.2
02374;Lehaucourt;37.1;32;15.6;15.3
02375;Hautevesnes;33.9;25.6;20.7;19.8
02376;Hauteville;37.2;25.6;21.7;15.5
02377;Haution;30.7;28.1;21.9;19.3
02378;La Hérie;46.6;28.8;13.6;11
02379;Le Hérie-la-Viéville;39.3;26.4;15.2;19.1
02380;Hinacourt;26.1;30.4;13;30.4
02381;Hirson;44.9;27.5;15.3;12.3
02382;Holnon;26.4;29.4;16.6;27.5
02383;Homblières;26.3;29.1;15.1;29.5
02384;Houry;23.7;21.1;21.1;34.2
02385;Housset;44.6;24.1;8.9;22.3
02386;Iron;43.8;32;12.9;11.2
02387;Itancourt;25.8;26.6;18.9;28.7
02388;Iviers;37.5;31.8;17;13.6
02389;Jaulgonne;32.5;28.4;14.5;24.6
02390;Jeancourt;26;32;15;27
02391;Jeantes;34.6;32.1;10.5;22.8
02392;Joncourt;34;30.5;12.5;22.9
02393;Jouaignes;25.7;30.7;16.8;26.7
02395;Jumencourt;24;26.9;17.3;31.7
02396;Jumigny;28.9;17.8;15.6;37.8
02397;Jussy;32.9;33.4;17.5;16.2
02398;Juvigny;34;34.7;16.5;14.8
02399;Juvincourt-et-Damary;30;31.7;17.6;20.8
02400;Laffaux;34.5;24.5;21.8;19.1
02401;Laigny;37.9;27.5;17.6;17
02402;Lanchy;31.2;28.1;28.1;12.5
02403;Landifay-et-Bertaignemont;39.6;30.5;14.2;15.7
02404;Landouzy-la-Cour;35.7;32.6;18.6;13.2
02405;Landouzy-la-Ville;33.6;24.9;17;24.4
02406;Landricourt;23.2;35.4;19.2;22.2
02407;Laniscourt;20;26.2;19.2;34.6
02408;Laon;37.7;25.8;15;21.5
02409;Lappion;32.7;33.7;16.8;16.8
02410;Largny-sur-Automne;22.7;38.1;15.5;23.8
02411;Latilly;31.9;29.2;16.7;22.2
02412;Launoy;35.4;36.9;13.8;13.8
02413;Laval-en-Laonnois;23;37.2;23.6;16.2
02414;Lavaqueresse;40.3;26;12.3;21.4
02415;Laversine;24.8;31.2;20.2;23.9
02416;Lemé;43.1;28.9;14.5;13.6
02417;Lempire;59.3;24.7;12.3;3.7
02418;Lerzy;41.2;22.2;15;21.6
02419;Leschelle;48.9;21.5;17.9;11.7
02420;Lesdins;26.5;31.7;15.6;26.2
02421;Lesges;35.7;17.1;18.6;28.6
02422;Lesquielles-Saint-Germain;41;30.7;13.5;14.8
02423;Leuilly-sous-Coucy;27.5;30.7;16;25.8
02424;Leury;28.2;29.4;20;22.4
02425;Leuze;42.1;31.7;12.7;13.5
02426;Levergies;25.9;35.9;14.1;24.1
02427;Lhuys;38.6;25.7;19.8;15.8
02428;Licy-Clignon;30.8;26.9;21.2;21.2
02429;Lierval;23.2;34.1;22;20.7
02430;Liesse-Notre-Dame;47.8;26.1;13.6;12.5
02431;Liez;29.3;41;15.1;14.5
02432;Limé;41.7;28.8;10.8;18.7
02433;Lislet;45.3;27.9;9.9;16.9
02435;Logny-lès-Aubenton;34.5;34.5;8.6;22.4
02438;Longpont;24.4;28;16.8;30.9
02439;Les Septvallons;32.6;30.6;16;20.8
02440;Lor;40.6;29.2;15.6;14.6
02441;Louâtre;29.4;24.2;20.3;26.1
02442;Loupeigne;38.7;33.3;10.7;17.3
02443;Lucy-le-Bocage;27.6;30.3;20;22.1
02444;Lugny;46.5;23.2;19.2;11.1
02445;Luzoir;41.1;30.8;16.5;11.6
02446;Ly-Fontaine;26.2;23.8;21.3;28.7
02447;Maast-et-Violaine;32;31.1;17.5;19.4
02448;Mâchecourt;38.5;28.6;16.5;16.5
02449;Macogny;26.5;26.5;26.5;20.4
02450;Macquigny;36;32.1;15.1;16.9
02451;Magny-la-Fosse;34.4;30.2;15.6;19.8
02452;Maissemy;25.3;24.1;18.8;31.8
02453;Maizy;37.4;31;17;14.6
02454;La Malmaison;30.1;30.4;17.8;21.7
02455;Malzy;32.4;32.4;15.9;19.3
02456;Manicamp;39;33.3;13;14.6
02457;Marchais;35;32.2;15.2;17.6
02458;Dhuys et Morin-en-Brie;30.4;32.3;19.3;18.1
02459;Marcy;26.3;21.8;16.5;35.4
02460;Marcy-sous-Marle;44.9;32.9;12.7;9.5
02461;Marest-Dampcourt;26.3;30.8;19.9;22.9
02462;Mareuil-en-Dôle;23.6;36;17.4;23
02463;Marfontaine;31.6;29.8;17.5;21.1
02464;Margival;28.9;36.6;14.3;20.1
02465;Marigny-en-Orxois;28.6;30.9;20.9;19.6
02466;Marizy-Sainte-Geneviève;30.9;28.9;22.7;17.5
02467;Marizy-Saint-Mard;54.1;10.8;21.6;13.5
02468;Marle;49.3;25.9;13;11.8
02469;Marly-Gomont;34.2;37;13.6;15.2
02470;Martigny;36.3;33.5;16.8;13.4
02471;Martigny-Courpierre;31.8;23.9;12.5;31.8
02472;Mauregny-en-Haye;32.1;29;19.3;19.6
02473;Mayot;26.2;37.2;20.7;15.9
02474;Mennessis;28.2;34.1;22;15.7
02476;Mennevret;40.9;36.6;13.4;9.1
02477;Mercin-et-Vaux;28.6;26.2;17.8;27.4
02478;Merlieux-et-Fouquerolles;19.4;22.2;25.6;32.8
02480;Mesbrecourt-Richecourt;41.9;26.9;17.2;14.1
02481;Mesnil-Saint-Laurent;22.3;25.3;14.5;37.9
02482;Meurival;30.8;35.9;12.8;20.5
02483;Mézières-sur-Oise;36.2;26.2;16.7;20.9
02484;Mézy-Moulins;37.1;33.4;13.4;16
02485;Missy-aux-Bois;24.3;27;18.9;29.7
02486;Missy-lès-Pierrepont;16.9;32.4;12.7;38
02487;Missy-sur-Aisne;31.4;37.1;16.2;15.4
02488;Molain;44.2;31.7;10;14.2
02489;Molinchart;20.5;27.2;23.2;29.1
02490;Monampteuil;20;28;18;34
02491;Monceau-le-Neuf-et-Faucouzy;36.1;26.1;15.6;22.2
02492;Monceau-lès-Leups;33.5;34.3;14.2;18.1
02493;Monceau-le-Waast;35.7;21.4;17.9;25
02494;Monceau-sur-Oise;47.4;22.1;11.6;18.9
02495;Mondrepuis;35.6;28.7;15.6;20.2
02496;Monnes;33.3;23.6;23.6;19.4
02497;Mons-en-Laonnois;25.2;27.8;19.5;27.5
02498;Montaigu;33.3;32.4;15.5;18.8
02499;Montbavin;15.6;15.6;25;43.8
02500;Montbrehain;41.2;30.9;12.4;15.5
02501;Montchâlons;18;27.9;19.7;34.4
02502;Montcornet;49.9;27.7;12.9;9.5
02503;Mont-d'Origny;44.1;32.5;12;11.4
02504;Montescourt-Lizerolles;45.4;26.1;15.2;13.2
02505;Montfaucon;33.6;23.5;20.8;22.1
02506;Montgobert;35.3;17.3;14;33.3
02507;Montgru-Saint-Hilaire;40.7;40.7;3.7;14.8
02508;Monthenault;26.6;30.3;11;32.1
02509;Monthiers;19.8;34.5;25;20.7
02510;Monthurel;27.9;32.4;11.7;27.9
02511;Montigny-en-Arrouaise;34.9;34.4;15.1;15.6
02512;Montigny-l'Allier;34;30.1;17;18.9
02513;Montigny-le-Franc;38.6;31.6;14;15.8
02514;Montigny-Lengrain;31.3;33.6;18.2;17
02515;Montigny-lès-Condé;51.1;13.3;24.4;11.1
02516;Montigny-sous-Marle;52.9;13.7;19.6;13.7
02517;Montigny-sur-Crécy;39;33.2;18.4;9.4
02518;Montlevon;23.4;40.4;13.2;23
02519;Montloué;43.8;25.5;19;11.7
02520;Mont-Notre-Dame;30.3;33.1;15.9;20.7
02521;Montreuil-aux-Lions;27.3;30.4;21.1;21.3
02522;Mont-Saint-Jean;43.1;25.5;13.7;17.6
02523;Mont-Saint-Martin;29.8;21.1;17.5;31.6
02524;Mont-Saint-Père;26.9;29.6;17.5;25.9
02525;Morcourt;27.9;30.6;15.1;26.4
02526;Morgny-en-Thiérache;41.7;19.4;22.2;16.7
02527;Morsain;28.9;35;20.4;15.7
02528;Mortefontaine;35.6;28.3;17.8;18.3
02529;Mortiers;39.2;23.8;18.9;18.2
02530;Moulins;45.9;24.6;13.1;16.4
02531;Moussy-Verneuil;33.3;28.1;14.6;24
02532;Moÿ-de-l'Aisne;30.6;30.4;18.1;20.9
02533;Muret-et-Crouttes;30.3;21.3;13.5;34.8
02534;Muscourt;33.3;25;19.4;22.2
02535;Nampcelles-la-Cour;29.1;25.6;27.9;17.4
02536;Nampteuil-sous-Muret;34.8;27.3;15.2;22.7
02537;Nanteuil-la-Fosse;18;31.6;24.8;25.6
02538;Nanteuil-Notre-Dame;38.8;30.6;14.3;16.3
02539;Nauroy;39.2;29.3;11.8;19.7
02540;Nesles-la-Montagne;30.1;28.9;16.1;24.9
02541;Neufchâtel-sur-Aisne;27.5;30.9;19.6;22.1
02542;Neuflieux;28.4;29.9;11.9;29.9
02543;Neuilly-Saint-Front;39.9;29.7;17.8;12.6
02544;Neuve-Maison;36.4;30.7;19.5;13.4
02545;La Neuville-Bosmont;43.8;16.5;20.2;19.5
02546;La Neuville-en-Beine;24.6;29;19.6;26.8
02547;La Neuville-Housset;34;38.3;8.5;19.1
02548;La Neuville-lès-Dorengt;45.2;25.8;17;12
02549;Neuville-Saint-Amand;29.5;30.2;14.6;25.6
02550;Neuville-sur-Ailette;46.9;12.3;19.8;21
02551;Neuville-sur-Margival;21.2;29.4;29.4;20
02552;Neuvillette;33.3;29.6;14.8;22.2
02553;Nizy-le-Comte;45.1;22.9;13.7;18.3
02554;Nogentel;33.2;28;18.3;20.5
02555;Nogent-l'Artaud;41.7;28.3;15.4;14.6
02556;Noircourt;37.3;23.9;10.4;28.4
02557;Noroy-sur-Ourcq;30.1;33.3;25.8;10.8
02558;Le Nouvion-en-Thiérache;49.1;27.5;11.1;12.3
02559;Nouvion-et-Catillon;38.1;32.8;13;16.1
02560;Nouvion-le-Comte;43.6;20.8;17.8;17.8
02561;Nouvion-le-Vineux;20;26.1;20.9;33
02562;Nouvron-Vingré;25.2;40.1;19;15.6
02563;Noyales;25.8;32.3;22.6;19.4
02564;Noyant-et-Aconin;30.2;33.9;15.6;20.4
02565;Oeuilly;31.7;33.7;19.3;15.3
02566;Ognes;39;27.3;14.5;19.2
02567;Ohis;47.6;30.4;14.5;7.5
02568;Oigny-en-Valois;29.2;20.8;25;25
02569;Oisy;33.8;33.2;21.2;11.7
02570;Ollezy;37.3;33.3;7.9;21.4
02571;Omissy;26.4;27.8;16.5;29.3
02572;Orainville;18.7;32;19.8;29.5
02573;Orgeval;27.1;33.3;14.6;25
02574;Origny-en-Thiérache;44.8;26.5;13.6;15.2
02575;Origny-Sainte-Benoite;42.6;33.6;13.4;10.4
02576;Osly-Courtil;27.3;31;15.3;26.4
02577;Ostel;39.7;17.2;22.4;20.7
02578;Oulches-la-Vallée-Foulon;33.3;29.6;14.8;22.2
02579;Oulchy-la-Ville;22.4;45.9;15.3;16.3
02580;Oulchy-le-Château;46.1;27.2;14.1;12.7
02581;Paars;26.6;34.7;17.6;21.2
02582;Paissy;27.9;39.3;13.1;19.7
02583;Pancy-Courtecon;40.9;31.8;9.1;18.2
02584;Papleux;27.2;19.8;25.9;27.2
02585;Parcy-et-Tigny;32.1;25.1;18.7;24.1
02586;Parfondeval;27.4;31.9;20.4;20.4
02587;Parfondru;28;29.9;18.7;23.5
02588;Pargnan;33.9;19.6;21.4;25
02589;Pargny-Filain;20.8;31.5;16.7;31
02590;Pargny-la-Dhuys;34.4;32.1;11.5;22.1
02591;Pargny-les-Bois;35.1;34;22.7;8.2
02592;Parpeville;33.3;28.4;16.3;22
02593;Pasly;31.3;24.3;17.1;27.3
02594;Passy-en-Valois;31.8;31.8;19.6;16.8
02595;Passy-sur-Marne;27.5;27.5;18.6;26.5
02596;Pavant;38.2;31.2;13.8;16.9
02598;Pernant;27.7;29.8;17.3;25.2
02599;Pierremande;49.8;23;14.2;13
02600;Pierrepont;34.3;32.9;14.1;18.8
02601;Pignicourt;22.1;40.4;19.1;18.4
02602;Pinon;43.4;29.5;13.4;13.7
02604;Pithon;31.7;33.3;17.5;17.5
02605;Pleine-Selve;33.9;30.6;15.7;19.8
02606;Le Plessier-Huleu;21.1;33.3;29.8;15.8
02607;Ploisy;34.5;17.2;22.4;25.9
02608;Plomion;45;29.9;15.7;9.4
02609;Ployart-et-Vaurseine;16.7;44.4;0;38.9
02610;Pommiers;25.3;30.9;16.1;27.7
02612;Pont-Arcy;35.2;36.3;17.6;11
02613;Pontavert;26.8;32.1;19.5;21.6
02614;Pontru;32;27.4;16.2;24.5
02615;Pontruet;18.8;25.9;15.1;40.2
02616;Pont-Saint-Mard;39.1;28.5;16.6;15.9
02617;Pouilly-sur-Serre;36;30.1;18;15.9
02618;Prémont;43.7;28.1;13.2;15
02619;Prémontré;39.2;32.3;14.5;14
02620;Presles-et-Boves;36.6;35.9;14.6;12.9
02621;Presles-et-Thierny;18.1;25.4;19.7;36.8
