Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale (historique depuis 1876) 2016;Part des familles avec 1 enf. de - de 25 ans 2016;Indice de vieillissement 2016;Densité de population (historique depuis 1876) 2016;Évol. annuelle moy. de la population 2011-2016;Part des pers. âgées de - 15 ans 2016;Part des pers. âgées de - de 25 ans 2016;Part des pers. âgées de 25 à 64 ans 2016;Part des pers. âgées de 65 ans ou + 2016;Part des familles sans enf. de - de 25 ans 2016;Part des familles avec 2 enf. de - de 25 ans 2016;Part des familles avec 3 enf. ou plus de - de 25 ans 2016;Taille moyenne des ménages 2016
01243;Messimy-sur-Saône;1210;20.3;52.7;203.4;0;20.8;30.2;55.3;14.4;46.1;26.1;7.5;2.5
01244;Meximieux;7669;23.3;57.5;557.7;1.1;21.1;33.4;50.9;15.7;42;22.2;12.5;2.3
01245;Bohas-Meyriat-Rignat;895;23.2;70.9;38.1;1.5;22.9;29.9;51;19.1;46.4;21.4;8.9;2.4
01246;Mézériat;2134;20.8;72.5;111.3;0.4;20.7;31;49.9;19.1;47.7;20.8;10.8;2.4
01247;Mijoux;340;18.7;59.5;15.5;-2;18.1;25.2;61.3;13.4;50.1;24.9;6.2;2.2
01248;Mionnay;2132;20.2;44.5;108.7;0.6;17.5;33.1;55.1;11.8;44.4;27.2;8.2;2.7
01249;Miribel;9742;23.3;58.4;397.8;1.5;20.5;32.3;52.1;15.7;42.9;24.5;9.3;2.4
01250;Misérieux;1938;15.3;41.8;261.5;1.7;19.5;36.6;50.3;13.1;47.7;27;9.9;2.7
01252;Mogneneins;774;17.1;57.7;90.3;1;21.2;30;54.6;15.4;51.1;21.3;10.6;2.5
01254;Montagnat;1960;20.6;70.9;142.5;3;20.3;29.6;51.7;18.6;51.9;18.3;9.2;2.5
01255;Montagnieu;609;17.1;63.7;97.9;3.5;23.8;30.5;52;17.5;47.3;29.4;6.2;2.4
01257;Montanges;341;22.5;70.9;24.9;0.8;16.5;27.8;57.1;15.1;56;17.3;4.2;2.3
01258;Montceaux;1182;19.2;44.2;117.8;-0.5;21;31.6;56.1;12.4;46.6;21.9;12.3;2.7
01259;Montcet;675;28.7;39;101;0.2;22.5;35;53.4;11.6;41.1;21.1;9.1;2.7
01260;Le Montellier;293;17.6;57.5;19.1;3.8;21.3;30.7;53.3;16;52.9;11.8;17.6;2.6
01261;Monthieux;648;22;57;60.3;0.8;19.9;30.3;55.1;14.6;51.2;14.6;12.2;2.6
01262;Montluel;7005;21.7;56.5;174.6;-0.3;21;33.3;51.3;15.4;44.9;22.3;11.1;2.3
01263;Montmerle-sur-Saône;3811;19;72.3;916.1;0;20.5;29.7;51;19.3;47.7;25;8.2;2.4
01264;Montracol;1052;23;49.3;72.3;1.6;23.3;32.7;52.9;14.4;40.6;23.1;13.2;2.6
01265;Montréal-la-Cluse;3409;23.6;62;265.7;-0.1;20.7;31.7;52.1;16.3;46.7;16.9;12.8;2.3
01266;Montrevel-en-Bresse;2463;18.4;139.6;239.8;0.6;14.1;25.9;44.7;29.4;55.3;21.3;5;2
01267;Nurieux-Volognat;1030;15.9;63;53.3;-0.3;20.1;30.9;52.2;16.9;44.4;31.7;7.9;2.5
01268;Murs-et-Gélignieux;255;33.3;80;39.5;0.8;20.2;28.1;51.4;20.6;40;20;6.7;2.4
01269;Nantua;3482;18;76.2;272.2;-0.9;20.2;32.1;47.7;20.1;43.1;21.6;17.4;2.2
01272;Neuville-les-Dames;1505;12.8;89.8;56.6;0.1;19.1;28.5;49.6;22;57;20.9;9.3;2.2
01273;Neuville-sur-Ain;1741;17.5;57.2;88;1.8;21.1;30;54.7;15.3;48.5;24.3;9.7;2.5
01274;Les Neyrolles;636;19.1;55.1;66.9;0.1;22.2;33.3;51.3;15.4;44.2;21;15.8;2.6
01275;Neyron;2507;17.4;68.6;467.7;0.1;19.4;29.6;53;17.4;50.3;26.5;5.8;2.5
01276;Niévroz;1577;21.6;42.9;150.8;1.1;21.9;32.6;55.4;12;46.4;21.6;10.3;2.8
01277;Nivollet-Montgriffon;118;16.7;74.1;14.3;-2.7;17.6;26.9;56.3;16.8;66.7;16.7;0;2
01279;Oncieu;94;0;143.7;12.1;0.2;13.1;21.4;51.2;27.4;80;20;0;1.9
01280;Ordonnaz;146;14.3;97.1;9.8;-0.1;17.7;27;48.9;24.1;57.1;14.3;14.3;2
01281;Ornex;4400;23;39.8;780.1;3.1;23.5;33.1;55.3;11.6;39.7;28.5;8.8;2.4
01282;Outriaz;261;20.1;59.7;44.2;0.7;19.5;28.7;57.1;14.1;40.4;33;6.5;2.5
01283;Oyonnax;22559;22.3;62.5;623.5;0.1;21.7;32.8;49.8;17.4;44.8;18.5;14.3;2.4
01284;Ozan;674;23.1;49.2;102.1;1.5;20.6;33.1;52.9;14;44.1;22.8;10;2.6
01285;Parcieux;1188;27.4;55.6;378.3;1.4;19.8;33.6;50.9;15.5;35.6;27.4;9.6;2.7
01286;Parves et Nattages;937;23.7;73.7;59.1;0;20.2;27.7;54;18.3;49.2;18.6;8.5;2.4
01288;Péron;2584;25.9;30.8;99.3;2.8;22.8;32.3;58.9;8.8;40.8;25.9;7.5;2.4
01289;Péronnas;6287;16.4;110.7;358.2;0.8;15.7;27.9;46.7;25.5;56.9;18.1;8.6;2.2
01290;Pérouges;1205;12.3;94;63.5;0;15.8;27.1;52.1;20.8;54.8;27.4;5.5;2.3
01291;Perrex;824;18.2;77.1;74.4;0.3;17.4;27.1;54.4;18.5;52.7;20;9.1;2.4
01293;Peyriat;164;20;58.1;27.5;-0.9;22.9;30.6;53.5;15.9;60;10;10;2.4
01294;Peyrieu;862;12.5;75.1;61;0.7;19;28;53.5;18.6;62.5;20.8;4.2;2.3
01295;Peyzieux-sur-Saône;663;23.1;18.9;76.6;5.1;27.6;38.5;55.1;6.5;33.3;30.8;12.8;3
01296;Pirajoux;389;14.3;65.4;29.9;0.7;21.9;31.1;50.9;18;42.9;33.3;9.5;2.4
01297;Pizay;796;20;48.7;71.2;0.4;18.1;31.4;55.9;12.6;44.5;29.5;6;2.7
01298;Plagne;123;25;112.5;19.8;-2.4;17.1;22;56.1;22;62.5;12.5;0;2.3
01299;Le Plantay;553;18.2;47.7;27.7;0.6;19.7;30.2;56.9;12.9;51.5;24.2;6.1;2.6
01301;Polliat;2504;18.5;82.8;124.8;1;19.5;27.8;51.9;20.3;53.5;19.7;8.3;2.3
01302;Pollieu;161;27.3;115.6;43.4;0.8;12.6;23.3;53.5;23.3;54.5;9.1;9.1;2.2
01303;Poncin;1696;19.4;77.1;85.8;0.4;20.4;31.4;48;20.6;49.5;19.4;11.8;2.2
01304;Pont-d'Ain;2914;20.1;72;259.7;2;22.1;31.8;48.9;19.2;47.5;21.5;10.9;2.5
01305;Pont-de-Vaux;2290;19.8;150.8;303.7;0.6;15.3;25.7;44.6;29.7;54;19.4;6.8;1.9
01306;Pont-de-Veyle;1618;25;115.7;834;0.3;15.4;28.9;45;26;43.8;20;11.2;2
01307;Port;855;30.1;77.7;201.2;-0.3;18.4;28.4;54;17.6;47.6;15;7.4;2.3
01308;Pougny;815;22.3;49;104.9;0.2;21.2;32.9;53.6;13.5;36.1;30.8;10.7;2.5
01309;Pouillat;90;20;82.6;14.4;0;17;30.7;47.7;21.6;40;40;0;2.2
01310;Prémeyzel;247;28.6;89.5;32.4;2;13.8;16.6;69.6;13.8;42.9;14.3;14.3;2.5
01311;Prémillieu;46;0;112.5;5.4;3.4;15.9;20.5;59.1;20.5;66.7;33.3;0;2.1
01313;Prévessin-Moëns;7991;28.1;31.5;662.1;3.3;25;34.5;55.8;9.7;34;27.9;9.9;2.4
01314;Priay;1707;19.8;55.3;108.2;2.3;22.5;30.3;54.5;15.2;46.5;26.7;6.9;2.4
01317;Ramasse;321;25;52.9;32.6;4.8;23.3;30.8;54.1;15.1;37.5;31.2;6.2;2.4
01318;Rancé;727;7.3;29;76.3;2.3;23;35.6;55.2;9.2;46.3;31.7;14.6;3
01319;Relevant;463;17.9;64.2;37.4;-0.4;20.8;30.1;52.8;17.1;46.6;24.9;10.6;2.6
01320;Replonges;3702;18.1;71.2;223;0.6;21;29.8;51.4;18.8;51.9;21.7;8.2;2.4
01321;Revonnas;921;31.4;59.2;118.8;2.1;21.4;32;51;17;35.3;23.5;9.8;2.6
01322;Reyrieux;4670;21.1;68.4;297.5;2.1;20.1;31.9;49.5;18.6;44.9;24.9;9.1;2.6
01323;Reyssouze;975;20.7;78.9;102.2;0.4;20.6;28.7;51;20.3;50;20.7;8.6;2.4
01325;Rignieux-le-Franc;976;20;60.5;65;0.5;19.6;29.3;55;15.7;50;21.7;8.3;2.6
01328;Romans;594;18.7;104.4;26.6;0.1;17.4;27.9;48;24.1;50;21.9;9.4;2.6
01329;Rossillon;153;0;250;19;0.4;8.5;15;55.6;29.4;100;0;0;1.9
01330;Ruffieu;184;9.1;107.5;13.1;-1.8;15.4;25.8;50.5;23.6;63.6;18.2;9.1;2.4
01331;Saint-Alban;179;22.2;82.2;22.2;1.8;16.6;30.3;48.6;21.1;44.4;33.3;0;2.3
01332;Saint-André-de-Bâgé;742;24.5;59.7;274.8;2.1;19.3;30.1;54.1;15.8;46.9;20.4;8.2;2.5
01333;Saint-André-de-Corcy;3241;23;75.9;156.3;1.7;18.9;30.1;50.8;19.1;46;23.5;7.5;2.4
01334;Saint-André-d'Huiriat;602;15.8;39.4;66.9;2.2;23;31.9;56.7;11.3;47.4;26.3;10.5;2.7
01335;Saint-André-le-Bouchoux;384;17.5;40.5;41.2;3.3;25.5;33.4;54.3;12.2;47.4;17.5;17.5;2.8
01336;Saint-André-sur-Vieux-Jonc;1126;14.9;65.3;46.5;0.6;22;31.4;50.8;17.8;49.7;25.2;10.2;2.4
01337;Saint-Bénigne;1254;18.7;75.5;76;1.1;20.5;30.8;49.2;20;50;21.3;10;2.5
01338;Groslée-Saint-Benoit;1193;20.6;71.7;41.3;0.8;21.8;30;50.6;19.4;48.5;19.1;11.8;2.4
01339;Saint-Bernard;1434;13.8;106.3;455.2;0.7;16.8;26.3;49;24.7;56.3;23;6.9;2.5
01342;Sainte-Croix;566;15.6;35.7;53.3;1.3;23.2;34.6;54.8;10.6;40.8;28;15.5;2.8
01343;Saint-Cyr-sur-Menthon;1761;16.4;53.1;104;1;22.4;31.4;53.5;15.1;46.4;28.2;9.1;2.5
01344;Saint-Denis-lès-Bourg;5667;18.6;107;450.5;0.6;15.9;25.6;50.9;23.5;56.1;17.9;7.4;2.2
01345;Saint-Denis-en-Bugey;2293;19.4;68.4;878.5;1.3;19.3;30.5;52.4;17.2;52.2;20.8;7.6;2.4
01346;Saint-Didier-d'Aussiat;879;18.1;57.9;57.8;0.1;22.9;32.8;50.2;17;38.7;33.6;9.7;2.5
01347;Saint-Didier-de-Formans;1944;22.2;56.1;297.7;1.8;20.3;31.4;53.3;15.3;48.2;20.4;9.2;2.7
01348;Saint-Didier-sur-Chalaronne;2832;18.9;72.8;113.4;0.5;19.9;30.8;49.9;19.3;50.9;20.1;10.1;2.4
01349;Saint-Éloi;453;18.8;84.2;31.8;1.6;18.2;25;56.4;18.6;59.4;18.8;3.1;2.5
01350;Saint-Étienne-du-Bois;2490;13.7;93.3;87.7;0.2;18.4;27.9;49.9;22.3;54.1;24;8.2;2.3
01351;Saint-Étienne-sur-Chalaronne;1546;17.6;42.8;73.7;0.9;23.8;33.8;53.1;13.1;41.8;26.4;14.3;2.7
01352;Saint-Étienne-sur-Reyssouze;568;15.6;69.8;41.1;1;21.7;31.5;48.7;19.8;53.1;18.7;12.5;2.5
01353;Sainte-Euphémie;1657;23.8;38;359.4;1.6;22;33.4;55.4;11.2;40.6;27.7;7.9;2.7
01354;Saint-Genis-Pouilly;11892;24.6;41.3;1217.2;5.3;22.5;32;56.7;11.3;40.3;25.1;10;2.4
01355;Saint-Genis-sur-Menthon;472;18.5;51.6;40.9;2;21.8;30.1;56.4;13.6;48.1;25.9;7.4;2.4
01356;Saint-Georges-sur-Renon;219;8.3;46;38.7;1.5;22.5;32.5;53.6;13.9;50;33.3;8.3;2.6
01357;Saint-Germain-de-Joux;507;20.7;57.1;45;1.2;21.2;32.8;52.1;15.1;48.5;24;6.8;2.3
01358;Saint-Germain-les-Paroisses;434;10.7;87.9;26.7;1.8;20;27.4;50.9;21.7;57.1;21.4;10.7;2.3
01359;Saint-Germain-sur-Renon;235;13.3;69.8;14.9;0.2;18.7;26.4;57.9;15.7;60;20;6.7;2.6
01360;Saint-Jean-de-Gonville;1720;20.8;42;139.2;2.8;21.9;29.9;59;11.1;45.5;25.7;7.9;2.4
01361;Saint-Jean-de-Niost;1427;16;55.7;100.6;0;19.5;31.1;54.3;14.6;50.5;27.3;6.2;2.6
01362;Saint-Jean-de-Thurigneux;773;8.7;39.7;48.3;0.4;23.5;33.4;54.3;12.3;52.2;32.6;6.5;2.7
01363;Saint-Jean-le-Vieux;1699;20.3;74.8;110.8;1.1;18.3;28.3;53.6;18.1;52;20.9;6.9;2.3
01364;Saint-Jean-sur-Reyssouze;737;10.9;100.6;26.8;0;18.8;26.9;49.7;23.3;63;19.6;6.5;2.3
01365;Saint-Jean-sur-Veyle;1122;10;63.6;100.1;0.6;21.7;30.2;52.3;17.5;54.3;22.9;12.9;2.5
01366;Sainte-Julie;999;21;32.4;89.6;1.8;26;34.8;55;10.2;40.3;29;9.7;2.7
01367;Saint-Julien-sur-Reyssouze;698;12.5;75.3;92.8;-0.3;22.5;31.7;47.4;20.9;55;27.5;5;2.3
01368;Saint-Julien-sur-Veyle;798;23.4;50.2;81.1;1.9;23.4;34.3;50.9;14.8;40.4;29.8;6.4;2.6
01369;Saint-Just;917;19.3;83.1;271.3;0.8;16.9;25.5;55.5;19;56.1;15.8;8.8;2.4
01370;Saint-Laurent-sur-Saône;1754;35.5;120.5;3309.4;-0.1;13.2;25;54.2;20.8;39.5;18.4;6.6;1.7
01371;Saint-Marcel;1303;27.6;30.5;111.9;1.6;20.7;34.9;56.5;8.6;36.8;27.6;7.9;2.6
01372;Saint-Martin-de-Bavel;438;20.8;59.2;51.5;0.1;21.9;32.4;50;17.6;45.8;25;8.3;2.4
01373;Saint-Martin-du-Frêne;1063;24.2;74.7;55.5;-0.6;17.5;29.7;52.8;17.5;52.1;17.9;5.8;2.4
01374;Saint-Martin-du-Mont;1807;23.2;71;64.3;1.5;20.2;29.1;52.5;18.4;46.4;24.1;6.3;2.3
01375;Saint-Martin-le-Châtel;790;11.9;56.8;61.9;-0.1;20.2;29;56.2;14.8;54.4;24.7;9;2.5
01376;Saint-Maurice-de-Beynost;3965;17.7;70;567.2;0.5;19.5;31.9;49.7;18.4;46;22.3;14;2.5
01378;Saint-Maurice-de-Gourdans;2537;22.5;52.4;99.9;0.5;20.6;31.2;54.5;14.3;45.6;23.1;8.8;2.6
01379;Saint-Maurice-de-Rémens;752;21;48.8;72.7;1;21.8;32.1;53.7;14.2;44.6;29.8;4.5;2.5
01380;Saint-Nizier-le-Bouchoux;683;8.1;84.7;24.1;-0.3;19.7;29.2;48.1;22.7;62.3;18.9;10.8;2.2
01381;Saint-Nizier-le-Désert;914;20.4;37.1;36.6;0.7;23.9;35.5;52.9;11.6;37;33.3;9.3;2.7
01382;Sainte-Olive;284;12.5;68;38.4;-1;20.1;29.2;52.8;18;43.8;37.5;6.2;2.6
01383;Saint-Paul-de-Varax;1502;19.5;56.7;57.8;-0.3;21.9;33.4;50;16.5;44.8;24.1;11.5;2.5
01384;Saint-Rambert-en-Bugey;2310;28.1;74;80.9;1.1;20.6;31.1;49.3;19.6;38.3;23.9;9.7;2.2
01385;Saint-Rémy;999;19.4;69.1;135.4;1.2;18.4;29.5;53.7;16.8;50;22.6;8.1;2.5
01386;Saint-Sorlin-en-Bugey;1150;26.5;55.8;126.8;1.7;20.5;31.4;53.3;15.3;45.3;22.2;6;2.4
01387;Saint-Sulpice;247;7.7;27.2;47;9.8;29.5;36.3;54.3;9.4;38.5;38.5;15.4;2.7
01388;Saint-Trivier-de-Courtes;1095;13.8;167.6;66.2;0.9;15.3;23.7;42.7;33.6;60.3;15.5;10.3;2
01389;Saint-Trivier-sur-Moignans;1822;16;77.3;43.4;-0.3;17.6;29.5;51.4;19.1;46;29;9;2.4
01390;Saint-Vulbas;1306;20.4;55.4;60.9;6.5;21.8;30.6;54.7;14.7;50.1;24.2;5.3;2.6
01391;Salavre;279;17.6;193.3;35.9;-0.6;14.7;19.9;48.2;32;64.7;11.8;5.9;2.1
01392;Samognat;657;29.3;54.2;46.9;-1.4;18.3;29.4;56.8;13.8;41.5;24.4;4.9;2.6
01393;Sandrans;526;13.8;38.3;18.1;0.2;25.1;34.6;53.2;12.2;41.4;37.9;6.9;2.7
01396;Sault-Brénaz;960;13.2;92;171.1;-1.6;18.4;27.2;51.2;21.6;54.7;20.8;11.3;2.2
01397;Sauverny;1025;19.9;61.5;542.3;-1.1;18.2;28.3;56.5;15.2;47.7;23.9;8.5;2.4
01398;Savigneux;1333;25.9;39.8;90.4;1.9;23.1;34.1;54.3;11.6;39.5;25.9;8.6;2.6
01399;Ségny;2016;21.8;45.9;622.2;3.4;21.3;31.7;55.9;12.4;47.9;21.8;8.4;2.4
01400;Seillonnaz;138;25;106.9;14.4;-0.1;16.1;23.4;54;22.6;50;12.5;12.5;2.1
01401;Sergy;2045;17.5;39.3;216.2;0.4;24.8;33.7;54.4;11.9;42.8;29.1;10.6;2.6
01402;Sermoyer;678;17.5;98.7;40.6;0.1;17.5;25.3;52.1;22.7;57.5;17.5;7.5;2.2
01403;Serrières-de-Briord;1262;25;69.3;157.2;0.5;20.3;32.1;49;18.9;40.9;21.9;12.2;2.3
01404;Serrières-sur-Ain;131;25;150;16;1.4;15.7;18.7;54.5;26.9;62.5;0;12.5;1.9
01405;Servas;1241;17.9;38.5;95.1;0.9;23.1;34.5;53.8;11.7;41.6;25.1;15.4;2.5
01406;Servignat;175;0;97.4;21.9;1.4;17.8;25.9;52.3;21.8;70;20;10;2.2
01407;Seyssel;997;35.1;58.5;415.4;1.3;20.3;32.1;52.4;15.5;36.6;18.8;9.6;2.2
01408;Simandre-sur-Suran;677;25.6;67;41.5;0.4;19.2;30.4;51.9;17.7;41.9;23.3;9.3;2.4
01410;Sonthonnax-la-Montagne;318;33.4;32.5;22.5;0.2;20.3;32.7;57.9;9.4;38.4;14.2;14.1;2.6
01411;Souclin;268;33.3;73.9;20.3;0.4;18.3;29.9;51.1;19;33.3;26.7;6.7;2.2
01412;Sulignat;577;25.7;55;53.4;0.5;20.6;31.6;53.4;15;48.6;11.4;14.3;2.6
01415;Talissieu;448;19.3;86.4;93.3;1.2;16.5;24.9;56.1;19;45.7;23.2;11.8;2.2
01416;Tenay;1044;18.9;114.1;79.6;-1.1;17.6;26;48.9;25.2;52.8;17;11.3;2.1
01418;Thil;1072;13.4;55.3;208.2;0.4;19.6;31.9;53.2;14.9;52.2;23.9;10.4;2.8
01419;Thoiry;6094;27.1;41.3;210.6;2.2;22.1;30.9;57.8;11.3;39.4;24.9;8.6;2.4
01420;Thoissey;1725;29.2;119;1287.3;2.1;16;28.6;44.7;26.7;49.8;13.5;7.4;2
01421;Torcieu;725;17.4;64.7;67.6;0.9;17.8;28;57.2;14.8;54.6;19.5;8.6;2.3
01422;Tossiat;1366;23.5;76.8;134.3;-0.3;19.4;27.5;53.7;18.8;54.1;17.6;4.7;2.4
01423;Toussieux;1002;20.6;33.6;211.4;5.1;23.6;34.3;55.6;10.1;42.6;26.5;10.3;2.8
01424;Tramoyes;1664;20;53;128.7;0.1;17.2;31.9;54.4;13.8;44;28.8;7.2;2.7
01425;La Tranclière;289;16.7;88.2;19.6;-0.9;17.5;27.3;51.7;21;50;22.2;11.1;2.4
01426;Val-Revermont;2581;18;60.7;56.8;0.8;20.4;30.1;53.8;16.1;46.6;26;9.3;2.4
01427;Trévoux;6849;21.6;48.9;1199.5;0.5;21.7;33.6;53;13.4;43.2;22.1;13.2;2.4
01428;Valeins;131;0;40.8;30;7.8;30.8;36.8;48.1;15;42.9;42.9;14.3;2.8
01429;Vandeins;685;18.6;55.2;72.9;1.5;20.3;31.8;52.7;15.5;44.2;23.3;14;2.5
01430;Varambon;531;9.6;58;66.5;0.5;18.3;27.3;58.5;14.2;68.4;15.8;6.2;2.3
01431;Vaux-en-Bugey;1228;19.2;70.6;149.4;0.7;19.7;29.8;51.9;18.3;49.3;24.7;6.8;2.3
01432;Verjon;278;11.8;75;54.4;1.9;18.6;28.9;51.8;19.3;52.9;23.5;11.8;2.2
01433;Vernoux;324;18.8;30.1;31.8;1.6;25.9;35.9;54.5;9.7;37.5;25;18.8;2.9
01434;Versailleux;421;16;60.6;22.4;4.9;19.5;30.7;53.3;16;48.8;31.3;3.8;2.6
01435;Versonnex;2186;27.7;34.7;371.1;0.5;24.2;35.2;54;10.8;36.2;26.3;9.8;2.6
01436;Vesancy;490;25;71.1;45.8;-1.5;18.4;24.9;58.6;16.5;50;14.3;10.7;2.2
01437;Vescours;250;21.4;63.9;20;3.5;25.2;31.7;49.6;18.7;50;14.3;14.3;2.6
01439;Vésines;99;14.3;58.3;25.5;0.8;20.2;26.3;59.6;14.1;71.4;0;14.3;2.4
01441;Vieu-d'Izenave;699;16.3;48;29.5;0.3;23.1;32.2;54;13.7;46.5;23.3;14;2.6
01443;Villars-les-Dombes;4628;21.9;94;187.7;1;17.3;28.4;50.2;21.4;48.2;21.5;8.4;2.2
01444;Villebois;1160;28.8;57.7;80.2;0;20.9;29.2;56.3;14.4;46.2;17.2;7.8;2.3
01445;Villemotier;677;11.1;36.2;48.8;1.3;26.2;36.3;51.8;11.8;43.9;33.6;11.4;2.8
01446;Villeneuve;1481;20.7;42.1;55.3;1.2;21.5;34.2;53.6;12.2;41.3;28.3;9.8;2.7
01447;Villereversure;1275;20;100.8;73.1;1;18.6;27.3;49;23.7;53.3;16;10.7;2.4
01448;Villes;365;33.3;67;39.6;-0.5;17.6;27.6;56.6;15.8;50;16.7;0;2.4
01449;Villette-sur-Ain;751;22.2;44.5;38.8;2.1;21.3;32.2;55.4;12.4;46.7;22.2;8.9;2.6
01450;Villieu-Loyes-Mollon;3586;21;44.9;225.4;2.5;23.4;33.5;53.1;13.4;45.7;25.1;8.2;2.6
01451;Viriat;6350;19.2;74;141;0.9;19.2;30;50.9;19;49.2;21.8;9.7;2.4
01452;Virieu-le-Grand;1056;22.2;72.4;84.1;-2.1;16.7;28.7;55;16.3;54.9;10;13;2.2
01453;Arvière-en-Valromey;716;22;120.3;17.5;0.4;13.1;22.9;55.1;22;58.5;14.6;4.9;2.1
01454;Virignin;1089;22.4;45.7;138.2;4.3;22.9;33.1;53.8;13.1;41.5;24.1;12;2.5
01456;Vongnes;70;0;218.2;34.1;-1.6;15.5;15.5;50.7;33.8;100;0;0;2
01457;Vonnas;2929;19.9;83.1;164.5;0.6;19.3;31.2;46.6;22.2;49.9;18.2;12;2.3
02001;Abbécourt;496;25;65.1;83.2;-1.5;19.5;32.5;50.1;17.4;50.1;10.7;14.2;2.5
02002;Achery;602;22.2;68.2;87.2;-0.2;22.3;31.7;49;19.3;44.4;30.6;2.8;2.5
02003;Acy;1008;21.3;75.6;86.4;0.4;20.3;29.3;51.4;19.3;45.9;21.3;11.5;2.5
02004;Agnicourt-et-Séchelles;179;8.3;94.6;16.6;-2.7;13.2;25.8;54.9;19.2;66.7;16.7;8.3;2.2
02005;Aguilcourt;391;16.7;52.8;37;1.1;21.1;29.9;55.5;14.6;50;25;8.3;2.5
02006;Aisonville-et-Bernoville;251;7;96.5;28.8;-2.4;12.7;24.1;57.5;18.5;67;19.8;6.2;2.2
02007;Aizelles;123;28.6;133.3;25.2;1.7;14.4;26.4;51.2;22.4;42.9;28.6;0;2.4
02008;Aizy-Jouy;289;11.1;34.4;19.8;-0.8;26.6;35.3;54;10.7;38.9;33.3;16.7;2.7
02009;Alaincourt;546;23.5;69.2;92.5;1.3;23;32.4;47.2;20.4;47.1;14.7;14.7;2.6
02010;Allemant;175;33.3;39.6;34.1;-0.3;22.6;33.3;54.8;11.9;41.7;16.7;8.3;2.6
02011;Ambleny;1162;17.1;74.4;67.1;0.5;19.3;29.9;50.6;19.5;52.9;20;10;2.4
02012;Ambrief;69;0;75;15.3;1.8;16.9;18.3;69;12.7;100;0;0;2.2
02013;Amifontaine;413;20.8;50.8;14.8;-0.1;23.5;31.2;54.2;14.5;50;16.7;12.5;2.7
02014;Amigny-Rouy;741;20;52.8;56.7;0.1;21;29.9;55.9;14.2;47.8;24.8;7.3;2.5
02015;Ancienville;76;20;80;19.7;-0.3;15.8;26.3;57.9;15.8;60;20;0;2.6
02016;Andelain;234;9.1;43.3;80.4;4.6;25.2;34.4;52.3;13.3;45.5;27.3;18.2;2.8
02017;Anguilcourt-le-Sart;313;29.4;45.8;34.2;1;24.9;33.9;52.1;14.1;35.3;23.5;11.8;2.7
02018;Anizy-le-Grand;2527;22.8;80;122.8;0.3;19.8;30.2;49.1;20.7;48.3;17.2;11.7;2.3
02019;Annois;365;19;98.8;61.9;-1.1;17.3;28.8;49;22.2;61.9;9.5;9.5;2.4
02020;Any-Martin-Rieux;456;18.5;76.4;25.7;-0.8;20.5;30.8;48.6;20.7;52;11.1;18.4;2.4
02021;Archon;89;0;95.2;14;0.9;14.6;27;50.6;22.5;60;40;0;2.2
02022;Arcy-Sainte-Restitue;403;29.2;74.3;15.2;-0.9;17.4;27.8;53.6;18.6;41.7;16.7;12.5;2.4
02023;Armentières-sur-Ourcq;105;16.7;65.2;15.4;0.8;15.7;24.5;60.8;14.7;50;33.3;0;2.3
02024;Arrancy;53;25;160;9.5;0;18.9;26.4;43.4;30.2;50;25;0;2.3
02025;Artemps;369;22.7;60.6;58.5;0.5;19.9;30.2;53.6;16.2;40.9;27.3;9.1;2.7
02027;Assis-sur-Serre;226;14.1;106;28.1;-4.1;13.7;26.8;50.5;22.7;59.4;20.1;6.4;2.3
02028;Athies-sous-Laon;2600;22.3;74.5;168.4;-0.2;18.7;28.4;53.7;17.9;48.6;22.5;6.6;2.4
02029;Attilly;368;20;56.5;31.2;-0.5;17.2;28.8;56.9;14.3;56.7;15.6;7.6;2.6
02030;Aubencheul-aux-Bois;277;29.4;103.1;131.3;-1.8;15.2;27.1;48.3;24.5;58.8;5.9;5.9;2.4
02031;Aubenton;654;18.4;86.9;27.6;-1.2;18.2;29.3;49.6;21.1;50;26.3;5.3;2.3
02032;Aubigny-aux-Kaisnes;249;26.7;45.7;66.9;0.7;20.2;32.8;54.5;12.6;46.7;13.3;13.3;2.6
02033;Aubigny-en-Laonnois;106;16.7;85;24;-1.3;13.3;24.8;59;16.2;66.7;16.7;0;2.1
02034;Audignicourt;113;28.6;31.4;20;1.9;24.6;34.7;55.9;9.3;28.6;14.3;28.6;2.6
02035;Audigny;283;20;30.6;26.4;0.4;31.3;40.8;47.5;11.6;40;20;20;2.8
02036;Augy;87;20;65.2;33.5;-0.9;24.1;34.5;48.3;17.2;60;20;0;2.5
02037;Aulnois-sous-Laon;1440;16.3;44.5;143.9;1.5;21.8;33.3;53.8;12.9;48.8;22.1;12.8;2.6
02038;Les Autels;58;0;161.5;9.7;-4.8;17.2;24.1;39.7;36.2;66.7;33.3;0;2.1
02039;Autremencourt;169;25;38.4;18.5;-1.5;19.5;40.8;45.6;13.6;37.5;12.5;25;2.6
02040;Autreppes;179;10;60.4;26.4;-0.5;21.3;32.6;49.4;18;60;20;10;2.5
02041;Autreville;815;18.7;90.5;229.6;-0.2;17.8;27.8;50.1;22.1;52.1;20.8;8.3;2.4
