Inscrits;Nuls;Votants;Code Insee;ARTHAUD;ROUSSEL;JADOT;DUPONT-AIGNAN;ZEMMOUR;PECRESSE;LASSALLE;LE PEN;MACRON;MÉLENCHON;POUTOU;HIDALGO
92;1;78;19021;1.33;0.0;0.0;1.33;14.67;5.33;9.33;6.67;25.33;34.67;1.33;5.64
229;2;178;19022;1.14;0.57;0.0;6.29;14.29;7.43;8.0;13.14;30.86;16.0;2.29;5.38
1011;5;886;19023;0.7;1.52;0.23;5.15;17.08;5.61;3.51;20.58;24.91;19.18;1.52;6.91
452;6;387;19024;0.0;0.81;0.27;7.82;24.8;3.5;3.23;14.82;26.95;16.44;1.35;8.55
304;3;263;19025;0.0;0.4;0.4;7.57;22.71;4.38;5.58;18.73;21.91;16.33;1.99;3.65
188;1;159;19026;0.0;0.0;0.0;3.27;10.46;11.76;3.92;12.42;25.49;31.37;1.31;2.22
139;2;127;19027;3.2;0.0;0.0;2.4;13.6;5.6;5.6;8.0;33.6;26.4;1.6;5.81
2012;19;1517;19028;0.88;0.41;0.48;5.51;20.49;7.08;2.86;19.26;25.8;15.52;1.7;4.38
233;2;203;19029;0.0;0.0;0.0;1.03;21.03;5.64;3.08;9.74;28.72;28.72;2.05;6.9
766;8;643;19030;0.49;1.31;0.33;5.06;9.95;5.38;3.92;25.29;21.86;24.8;1.63;8.81
32944;284;24394;19031;0.67;0.95;0.23;4.09;20.02;6.91;1.68;16.35;28.63;19.22;1.26;4.02
149;2;122;19032;0.0;0.0;0.0;6.84;14.53;8.55;2.56;9.4;29.91;26.5;1.71;2.22
577;4;450;19033;0.46;0.68;0.46;5.71;16.89;3.65;4.11;16.89;25.8;24.2;1.14;6.27
224;5;189;19034;0.0;0.0;0.56;8.89;15.56;2.22;6.67;19.44;23.33;20.56;2.78;7.49
418;8;368;19035;1.45;0.29;0.0;5.81;12.79;5.81;3.78;25.58;25.0;17.15;2.33;6.92
1025;17;863;19036;1.22;0.73;0.36;6.33;20.68;4.38;3.16;17.27;23.6;19.71;2.55;6.09
963;15;814;19037;0.89;0.51;0.13;2.94;16.22;6.9;3.32;16.35;27.59;23.37;1.79;8.76
1257;17;1062;19038;0.68;0.59;0.2;3.82;9.49;8.81;1.27;13.01;35.42;24.76;1.96;2.22
208;3;181;19039;0.57;0.0;0.0;6.9;14.37;4.02;5.17;17.82;34.48;13.79;2.87;7.06
171;1;141;19040;1.48;0.0;0.0;4.44;9.63;2.22;1.48;14.07;39.26;23.7;3.7;11.16
442;5;396;19041;0.52;0.78;0.0;2.61;13.58;6.27;1.83;12.53;33.68;26.11;2.09;4.84
523;7;432;19042;0.97;1.21;0.48;6.28;9.9;7.49;2.66;8.7;22.46;37.68;2.17;7.49
376;3;331;19043;0.63;0.0;0.0;5.03;11.95;6.92;1.57;16.04;30.82;27.04;0.0;6.87
223;1;200;19044;0.0;0.51;0.51;3.55;10.15;6.09;9.64;12.18;34.01;21.32;2.03;4.26
193;2;143;19045;3.65;0.73;0.0;5.11;18.98;8.76;3.65;10.22;20.44;26.28;2.19;7.55
110;3;97;19046;1.11;2.22;0.0;2.22;20.0;2.22;5.56;21.11;23.33;17.78;4.44;7.19
309;3;267;19047;0.78;0.78;0.78;6.67;12.55;7.06;3.14;18.43;25.88;21.96;1.96;4.76
283;0;240;19048;0.0;0.0;0.86;3.0;9.01;11.16;1.72;17.6;29.61;24.89;2.15;5.6
601;16;514;19049;0.0;1.61;0.4;8.27;10.89;4.84;3.83;14.92;27.02;26.01;2.22;9.27
355;6;318;19050;0.0;0.98;0.0;4.23;18.24;7.49;4.56;22.48;23.13;17.92;0.98;6.22
164;0;134;19051;0.76;0.0;0.0;3.82;20.61;6.87;1.53;15.27;32.06;17.56;1.53;3.52
61;0;47;19052;0.0;0.0;0.0;2.13;36.17;4.26;0.0;12.77;19.15;23.4;2.13;6.31
199;0;167;19053;0.63;0.63;0.0;4.4;20.75;7.55;3.77;27.67;21.38;11.32;1.89;7.01
190;1;159;19054;0.0;0.65;0.65;5.88;15.69;7.19;7.19;9.8;24.84;26.8;1.31;6.53
251;2;218;19055;1.43;0.48;0.0;4.76;18.57;4.76;3.81;18.57;23.81;21.9;1.9;5.61
336;9;283;19056;0.75;0.75;0.0;3.36;10.45;5.6;5.6;23.51;21.64;26.87;1.49;0.0
436;2;367;19057;0.28;1.4;0.28;5.62;14.33;9.27;3.09;16.01;28.93;19.66;1.12;8.51
318;2;249;19058;0.41;0.83;0.41;7.05;21.16;6.22;2.07;21.16;18.67;19.92;2.07;5.71
340;3;295;19059;0.7;0.7;0.7;4.23;23.59;3.52;4.23;16.2;25.35;19.37;1.41;5.49
522;6;432;19060;1.46;0.73;0.49;6.07;15.29;6.31;4.85;17.48;26.46;19.42;1.46;4.98
840;8;706;19061;1.46;1.31;0.15;3.8;15.18;7.01;3.36;15.04;25.11;25.4;2.19;9.6
893;12;747;19062;0.14;0.56;0.14;6.81;17.5;6.53;3.06;18.61;26.39;19.31;0.97;7.92
2460;13;2088;19063;0.44;0.59;0.2;5.12;16.23;5.61;2.02;19.82;29.66;19.43;0.89;7.74
72;0;65;19064;3.08;0.0;1.54;4.62;23.08;0.0;7.69;23.08;26.15;9.23;1.54;6.66
53;0;47;19065;0.0;0.0;0.0;14.89;34.04;8.51;10.64;12.77;10.64;6.38;2.13;5.65
1406;10;1153;19066;1.0;1.18;0.0;4.71;15.4;5.71;1.27;25.91;23.55;19.2;2.08;9.38
191;1;168;19067;1.22;0.0;0.0;5.49;16.46;5.49;5.49;20.73;28.66;15.85;0.61;6.23
577;4;495;19068;1.04;1.04;0.21;5.6;17.01;4.98;2.49;18.88;24.48;21.99;2.28;5.59
147;0;126;19069;0.8;0.0;0.0;7.2;35.2;9.6;6.4;12.8;18.4;8.0;1.6;2.15
319;5;277;19070;2.26;0.75;0.0;3.02;10.57;7.92;1.89;22.26;22.64;26.04;2.64;4.44
193;1;169;19071;0.6;0.0;0.6;3.57;15.48;7.74;1.79;8.33;23.21;37.5;1.19;4.11
2075;16;1783;19072;0.52;0.69;0.29;4.75;18.17;6.66;3.7;17.94;27.55;18.29;1.45;5.28
2262;27;1821;19073;0.86;1.08;0.29;4.91;20.78;5.65;2.8;15.13;28.71;17.98;1.83;3.03
38;0;34;19074;0.0;0.0;0.0;12.5;9.38;9.38;3.13;9.38;28.13;28.13;0.0;6.78
299;0;261;19075;1.56;0.39;0.0;2.72;14.01;6.23;2.72;17.51;30.35;22.96;1.56;13.83
343;5;305;19076;0.7;0.0;0.0;4.9;15.03;5.59;2.1;18.18;24.83;27.27;1.4;8.42
108;0;95;19077;1.08;0.0;0.0;5.38;26.88;2.15;1.08;18.28;23.66;17.2;4.3;5.98
313;3;282;19078;0.74;0.0;0.0;4.07;13.33;4.44;7.04;19.63;26.67;21.85;2.22;3.83
405;5;350;19079;0.88;0.29;0.59;4.99;18.48;4.11;3.81;21.41;22.29;21.99;1.17;4.76
459;2;353;19080;0.29;1.47;0.59;7.33;20.82;5.28;3.81;15.84;23.46;17.89;3.23;18.18
480;1;406;19081;1.52;0.25;0.51;4.29;19.19;3.03;3.79;20.2;23.48;22.47;1.26;5.3
873;11;749;19082;0.55;1.38;0.14;4.56;12.86;6.78;2.07;13.97;26.14;29.74;1.8;3.7
123;3;98;19083;0.0;0.0;0.0;2.13;19.15;13.83;6.38;19.15;19.15;18.09;2.13;7.14
243;2;200;19084;0.0;1.05;0.53;7.37;15.26;8.42;5.26;11.05;27.89;22.11;1.05;14.52
640;8;529;19085;1.2;0.0;0.0;5.18;13.75;5.98;3.19;14.74;30.28;23.11;2.59;7.69
270;4;219;19086;0.48;0.0;0.0;6.22;23.92;3.83;3.83;13.4;32.54;15.31;0.48;6.12
78;0;65;19087;0.0;0.0;0.0;1.59;11.11;4.76;6.35;12.7;22.22;41.27;0.0;17.58
66;1;57;19088;0.0;0.0;0.0;0.0;9.09;18.18;1.82;1.82;16.36;52.73;0.0;6.65
159;2;136;19089;1.52;1.52;0.76;2.27;12.88;5.3;2.27;10.61;30.3;31.06;1.52;1.02
100;1;86;19090;2.47;1.23;1.23;1.23;25.93;3.7;4.94;16.05;19.75;20.99;2.47;7.39
245;2;209;19091;1.53;3.06;0.0;6.12;15.31;7.14;3.06;14.8;31.12;17.86;0.0;5.45
91;0;67;19092;1.61;0.0;0.0;4.84;8.06;14.52;1.61;20.97;25.81;19.35;3.23;5.84
696;4;626;19093;0.65;0.65;0.16;6.22;12.93;7.69;2.29;19.97;22.91;26.19;0.33;7.93
899;10;731;19094;0.57;0.14;0.28;5.55;18.78;6.12;2.28;16.36;29.73;19.2;1.0;4.78
119;0;95;19095;0.0;1.1;0.0;3.3;15.38;17.58;4.4;10.99;20.88;26.37;0.0;2.0
402;4;323;19096;1.58;1.27;0.0;6.01;10.76;6.65;3.8;18.99;24.37;25.0;1.58;2.33
127;2;104;19097;0.0;0.0;0.0;5.1;21.43;1.02;3.06;25.51;23.47;17.35;3.06;7.1
677;7;575;19098;0.18;0.9;0.0;5.77;10.99;7.39;5.23;14.05;26.31;27.57;1.62;9.02
193;0;168;19099;0.61;0.0;0.0;9.7;13.94;5.45;4.24;21.21;27.88;16.36;0.61;4.32
896;12;736;19100;0.28;0.57;0.85;5.27;17.24;5.84;2.99;15.81;20.8;29.34;1.0;5.26
972;15;801;19101;0.65;0.91;0.39;4.81;11.7;7.93;2.34;16.64;26.27;26.27;2.08;3.39
270;1;213;19102;0.48;0.48;0.0;6.22;12.44;4.78;1.91;10.05;13.88;46.89;2.87;6.25
68;2;53;19103;0.0;0.0;0.0;12.0;14.0;2.0;14.0;24.0;20.0;8.0;6.0;4.92
103;0;86;19104;0.0;1.16;0.0;8.14;17.44;2.33;1.16;17.44;32.56;17.44;2.33;5.56
429;7;370;19105;0.28;1.14;0.28;5.97;19.03;7.1;1.99;13.64;23.86;23.3;3.41;4.88
316;2;261;19106;1.57;0.78;0.0;3.92;16.86;9.02;6.67;14.12;25.1;19.61;2.35;3.05
1314;16;1129;19107;0.37;0.55;0.09;5.61;17.48;4.32;2.85;20.52;26.03;20.79;1.38;6.51
80;2;61;19108;1.75;0.0;1.75;12.28;33.33;5.26;5.26;17.54;19.3;3.51;0.0;4.89
151;4;131;19109;0.85;0.85;0.0;4.24;10.17;3.39;3.39;26.27;33.05;16.95;0.85;4.62
133;0;114;19110;0.89;0.0;0.0;2.68;15.18;6.25;4.46;20.54;24.11;23.21;2.68;3.01
85;0;62;19111;1.64;1.64;0.0;3.28;14.75;4.92;9.84;6.56;29.51;27.87;0.0;6.52
88;4;76;19112;2.78;0.0;0.0;4.17;15.28;5.56;2.78;9.72;19.44;38.89;1.39;10.14
491;8;394;19113;2.44;0.27;0.0;6.5;18.7;4.88;2.98;17.89;22.49;21.95;1.9;5.04
154;2;137;19114;1.53;0.0;0.0;8.4;19.08;3.05;2.29;19.08;29.77;12.98;3.82;12.32
256;0;219;19115;0.47;0.0;0.0;6.05;22.79;6.51;3.72;11.63;27.91;20.47;0.47;5.99
209;0;188;19116;0.54;0.0;0.0;3.26;18.48;4.89;4.35;15.76;28.8;21.74;2.17;6.83
591;6;475;19117;0.44;1.1;0.22;3.08;15.82;4.62;3.74;23.3;23.3;21.98;2.42;4.75
676;4;590;19118;1.24;0.71;0.35;2.65;25.84;3.01;2.83;14.34;26.55;21.06;1.42;10.22
108;0;94;19119;0.0;0.0;1.09;2.17;10.87;6.52;5.43;13.04;31.52;29.35;0.0;4.46
192;6;158;19120;0.68;0.0;0.0;6.76;15.54;10.14;2.03;17.57;19.59;25.68;2.03;5.08
1816;20;1461;19121;1.21;0.78;0.28;6.38;22.62;5.04;4.4;18.58;26.24;12.55;1.91;4.39
168;2;141;19122;0.72;0.72;0.72;3.62;17.39;12.32;4.35;8.7;21.01;27.54;2.9;5.28
6209;66;5119;19123;0.55;0.85;0.12;5.04;17.71;5.99;2.02;17.87;30.15;18.15;1.56;4.1
1053;11;904;19124;0.93;1.27;0.0;4.86;12.85;6.83;3.01;19.91;25.69;23.03;1.62;4.82
764;11;630;19125;0.33;1.15;0.16;5.73;14.24;4.75;3.44;18.33;28.97;22.09;0.82;7.59
177;0;141;19126;0.73;0.0;0.0;2.92;13.87;10.22;6.57;16.06;21.17;24.09;4.38;8.19
131;3;117;19127;0.0;0.0;0.0;4.46;12.5;4.46;4.46;12.5;31.25;29.46;0.89;4.96
216;4;185;19128;2.26;0.0;0.56;6.21;16.38;5.08;2.26;21.47;24.29;20.34;1.13;6.91
519;5;444;19129;0.46;1.85;0.0;4.85;19.86;4.39;1.85;26.33;26.1;13.16;1.15;3.77
330;6;272;19130;0.0;1.13;0.0;1.89;21.89;5.28;2.64;16.6;33.21;15.47;1.89;7.97
453;4;379;19131;0.0;0.27;0.0;4.92;27.6;4.1;2.73;16.39;22.13;20.77;1.09;6.33
96;2;87;19132;0.0;0.0;0.0;1.2;14.46;4.82;2.41;24.1;20.48;30.12;2.41;6.81
216;1;162;19133;0.0;1.9;0.0;7.59;24.68;7.59;12.03;12.03;19.62;12.03;2.53;5.19
524;5;418;19134;1.24;1.49;0.74;5.46;11.41;8.19;5.96;21.84;18.86;22.08;2.73;5.95
295;3;254;19135;1.24;0.0;0.0;7.02;14.88;4.96;6.2;15.29;29.75;18.18;2.48;7.29
1806;8;1392;19136;0.29;1.4;0.37;4.12;19.85;6.91;3.01;17.43;25.37;20.0;1.25;4.67
62;1;54;19137;0.0;1.89;0.0;3.77;26.42;3.77;7.55;5.66;13.21;33.96;3.77;7.31
1037;24;879;19138;0.59;0.23;0.23;4.57;20.87;7.97;2.11;16.65;25.21;20.05;1.52;6.69
93;1;81;19139;0.0;0.0;2.53;6.33;12.66;6.33;3.8;16.46;22.78;26.58;2.53;8.01
561;7;466;19140;0.0;0.0;0.44;3.96;18.02;6.81;6.81;14.73;27.47;19.56;2.2;9.74
164;2;140;19141;1.48;0.74;0.74;2.96;18.52;5.19;2.22;28.89;15.56;22.22;1.48;9.26
111;4;92;19142;2.38;0.0;0.0;4.76;39.29;5.95;2.38;29.76;9.52;4.76;1.19;8.7
480;10;403;19143;1.04;0.26;0.0;5.21;12.5;7.29;1.82;15.89;32.29;21.09;2.6;6.13
189;2;159;19144;2.67;0.0;0.0;3.33;26.67;4.67;2.0;16.0;26.67;14.67;3.33;6.77
352;5;311;19145;1.99;0.33;0.0;2.99;13.29;7.31;2.66;18.27;22.92;27.24;2.99;5.26
1877;13;1607;19146;0.19;0.71;0.26;5.47;13.83;6.69;2.57;13.05;31.38;24.82;1.03;7.21
493;4;424;19147;0.0;0.24;0.24;4.13;15.29;8.01;2.18;20.63;26.7;21.84;0.73;8.09
1285;14;986;19148;0.42;0.52;0.42;4.5;16.96;9.74;3.66;12.46;23.35;26.28;1.68;1.0
186;4;167;19149;1.85;1.85;0.0;3.7;7.41;9.26;4.32;14.2;24.69;29.63;3.09;4.05
331;5;286;19150;1.09;0.72;0.0;9.78;15.94;8.7;4.71;14.49;22.83;21.01;0.72;9.3
693;4;604;19151;0.34;0.0;0.0;7.16;14.65;6.13;2.04;17.04;30.66;20.27;1.7;2.56
380;2;315;19152;0.32;1.29;0.0;1.94;11.94;6.77;2.58;21.29;27.42;25.16;1.29;8.0
2925;41;2368;19153;0.88;0.75;0.04;4.28;21.38;5.26;2.03;18.33;28.58;17.27;1.19;7.67
278;2;216;19154;0.48;0.96;0.0;4.33;15.38;7.21;2.4;25.0;25.0;18.27;0.96;5.83
228;4;180;19155;1.16;0.58;0.0;1.73;18.5;8.09;1.73;9.83;25.43;30.06;2.89;5.56
116;0;102;19156;1.0;0.0;0.0;5.0;19.0;1.0;7.0;18.0;25.0;21.0;3.0;4.01
185;0;151;19157;2.7;0.68;0.0;3.38;12.84;4.05;3.38;22.97;8.11;37.16;4.73;0.9
154;1;134;19158;2.33;0.0;0.0;4.65;2.33;9.3;5.43;17.05;27.13;31.78;0.0;10.39
87;0;78;19159;0.0;1.28;0.0;6.41;20.51;2.56;2.56;11.54;32.05;21.79;1.28;16.67
174;1;154;19160;0.0;2.0;2.0;6.0;16.0;8.0;2.67;18.67;17.33;25.33;2.0;5.19
376;3;338;19161;0.92;0.61;0.0;3.07;21.78;7.67;5.21;13.19;24.85;22.09;0.61;5.46
875;14;756;19162;0.28;0.83;0.0;3.47;15.53;5.83;1.8;18.31;31.48;21.08;1.39;11.43
274;1;237;19163;1.28;0.0;0.43;5.13;15.38;5.56;7.26;18.38;20.51;23.93;2.14;7.91
548;6;444;19164;0.71;0.47;0.24;7.08;10.85;4.01;4.01;13.44;26.42;31.13;1.65;6.12
130;2;117;19165;0.9;0.0;0.0;7.21;19.82;0.9;5.41;13.51;23.42;28.83;0.0;3.79
91;2;81;19166;0.0;0.0;0.0;12.99;12.99;10.39;2.6;10.39;27.27;20.78;2.6;5.04
53;0;44;19167;0.0;0.0;0.0;7.14;16.67;16.67;9.52;11.9;16.67;14.29;7.14;7.79
88;0;80;19168;1.3;0.0;0.0;0.0;3.9;5.19;6.49;7.79;15.58;57.14;2.6;7.99
219;3;191;19169;1.09;0.0;0.0;4.37;16.94;5.46;4.37;18.03;27.32;21.86;0.55;1.67
169;1;145;19170;0.0;0.71;0.0;3.57;20.0;11.43;3.57;12.86;31.43;15.71;0.71;5.63
162;1;143;19171;0.72;1.44;0.0;6.47;10.79;7.91;8.63;14.39;25.18;21.58;2.88;8.81
115;0;104;19172;0.0;0.0;0.0;2.04;35.71;6.12;4.08;14.29;30.61;7.14;0.0;5.23
254;9;224;19173;0.47;0.0;0.47;6.16;32.23;3.79;3.32;13.74;22.75;16.59;0.47;6.98
136;1;123;19174;0.84;0.84;0.84;2.52;16.81;5.04;2.52;6.72;30.25;33.61;0.0;6.28
94;0;78;19175;2.6;1.3;0.0;9.09;12.99;7.79;2.6;14.29;29.87;18.18;1.3;6.86
898;12;776;19176;0.54;0.14;0.27;4.74;10.3;7.99;3.79;15.99;28.18;24.66;3.39;6.21
148;0;121;19177;0.83;1.67;0.0;5.0;10.83;1.67;3.33;22.5;25.83;26.67;1.67;5.56
741;4;643;19178;0.48;0.8;0.48;4.5;9.65;5.63;2.41;24.12;29.42;21.86;0.64;6.06
187;3;166;19179;0.63;0.63;0.0;4.4;16.98;8.81;3.77;5.03;34.59;22.64;2.52;3.01
591;1;494;19180;1.46;1.05;0.42;3.77;16.74;5.23;3.56;22.59;28.66;15.27;1.26;13.16
392;6;327;19181;1.9;0.32;0.32;5.71;17.46;6.98;5.71;17.46;28.25;14.6;1.27;3.23
713;8;607;19182;0.85;0.34;0.51;5.6;18.85;6.28;2.72;23.43;20.37;20.2;0.85;5.74
129;2;108;19184;0.0;0.0;0.0;5.88;19.61;6.86;7.84;12.75;27.45;17.65;1.96;6.23
169;1;148;19185;0.69;0.0;0.0;1.38;14.48;6.21;2.07;15.86;22.76;32.41;4.14;3.17
192;2;151;19186;0.0;0.0;0.0;4.86;15.28;5.56;6.25;13.19;21.53;31.94;1.39;8.5
318;3;277;19187;0.0;0.76;0.0;4.17;18.56;6.06;3.03;22.73;24.24;17.42;3.03;1.69
318;14;280;19188;1.5;1.88;0.75;7.14;18.8;3.01;3.76;20.3;24.44;17.29;1.13;4.26
43;2;40;19189;0.0;0.0;0.0;7.89;47.37;13.16;5.26;10.53;7.89;7.89;0.0;4.0
155;4;129;19190;0.81;0.0;0.81;1.61;29.84;3.23;3.23;16.94;26.61;13.71;3.23;4.3
529;4;429;19191;0.48;0.72;0.48;5.26;13.64;5.74;1.91;23.44;27.75;20.1;0.48;4.17
406;5;336;19192;0.31;1.25;0.31;3.12;10.59;6.23;4.05;15.26;23.99;31.15;3.74;6.33
156;5;135;19193;0.0;2.38;0.0;3.17;29.37;3.17;10.32;11.11;28.57;11.11;0.79;4.94
1081;16;906;19194;0.92;1.15;0.23;3.79;9.18;8.5;3.21;18.14;24.45;29.39;1.03;7.06
281;4;244;19195;0.85;0.0;0.0;10.59;14.83;1.69;3.81;29.66;22.03;15.25;1.27;5.49
381;4;339;19196;0.3;0.91;0.0;6.08;10.64;4.26;1.22;16.11;35.26;24.01;1.22;10.53
92;2;79;19198;0.0;0.0;0.0;6.67;14.67;4.0;5.33;17.33;28.0;22.67;1.33;6.56
214;1;190;19199;0.54;0.0;0.0;4.84;19.35;4.3;4.3;18.82;20.43;26.34;1.08;5.36
84;0;74;19200;0.0;1.39;0.0;6.94;27.78;4.17;4.17;11.11;20.83;18.06;5.56;3.55
534;6;460;19201;0.9;0.45;0.23;6.79;19.68;6.33;4.07;21.72;23.3;15.38;1.13;3.94
1523;18;1336;19202;0.85;1.0;0.31;6.18;17.92;4.94;2.47;17.61;29.34;18.22;1.16;13.21
1535;22;1334;19203;0.78;0.24;0.31;5.33;13.25;7.06;4.39;13.73;26.35;26.75;1.8;7.87
229;9;193;19204;0.55;0.0;0.0;3.3;18.68;5.49;1.65;28.57;22.53;18.13;1.1;3.17
95;1;81;19205;1.32;0.0;1.32;6.58;18.42;10.53;0.0;21.05;30.26;10.53;0.0;7.64
78;0;66;19206;3.28;0.0;0.0;3.28;8.2;6.56;3.28;24.59;13.11;27.87;9.84;2.48
837;14;701;19207;1.04;0.89;0.45;5.21;17.56;5.36;3.72;12.65;29.91;22.62;0.6;8.08
187;1;149;19208;1.42;0.0;0.0;3.55;14.89;3.55;0.71;27.66;19.86;25.53;2.84;7.1
149;1;133;19209;0.79;0.0;0.0;6.3;18.11;3.94;5.51;8.66;27.56;27.56;1.57;9.52
62;1;54;19210;0.0;0.0;0.0;0.0;9.43;13.21;11.32;13.21;15.09;33.96;3.77;2.7
802;11;681;19211;0.76;1.06;0.0;3.78;13.01;7.87;3.18;18.61;28.29;21.48;1.97;9.17
82;3;68;19212;0.0;1.59;0.0;1.59;12.7;3.17;22.22;19.05;15.87;23.81;0.0;4.29
525;9;464;19213;0.22;0.9;0.0;7.64;19.55;7.64;5.17;15.51;19.55;22.02;1.8;5.64
405;1;332;19214;1.24;0.62;0.62;4.33;19.5;2.48;6.19;17.65;25.39;21.05;0.93;8.99
122;0;99;19215;2.02;0.0;0.0;6.06;18.18;8.08;7.07;22.22;25.25;10.1;1.01;7.89
216;0;187;19216;0.0;0.0;0.0;2.73;13.11;7.1;5.46;25.68;24.59;19.13;2.19;4.76
157;1;129;19217;1.59;0.0;0.0;7.14;23.02;9.52;5.56;11.9;29.37;11.11;0.79;8.69
42;0;37;19219;0.0;5.41;0.0;5.41;21.62;2.7;8.11;13.51;13.51;29.73;0.0;17.07
409;2;362;19220;0.0;1.15;0.0;4.3;13.47;9.17;4.3;23.78;22.64;19.77;1.43;5.28
83;0;73;19221;0.0;0.0;0.0;5.71;20.0;4.29;0.0;10.0;25.71;34.29;0.0;11.02
335;0;272;19222;0.75;1.13;0.38;5.26;10.9;5.64;4.14;16.54;22.56;30.08;2.63;5.37
223;2;183;19223;0.56;0.56;0.0;2.81;29.78;8.99;5.06;17.98;20.22;13.48;0.56;6.78
144;1;120;19225;0.0;0.0;0.0;1.75;9.65;7.89;1.75;14.04;28.07;34.21;2.63;8.1
99;1;87;19226;0.0;0.0;1.19;4.76;33.33;4.76;0.0;25.0;21.43;9.52;0.0;4.49
1082;6;939;19227;0.99;0.44;0.33;4.18;8.69;8.69;2.42;14.74;28.16;29.15;2.2;2.75
52;0;43;19228;0.0;2.44;2.44;2.44;7.32;17.07;0.0;12.2;9.76;41.46;4.88;10.2
3948;38;3224;19229;0.48;0.99;0.26;5.76;15.21;5.28;2.31;20.75;25.81;21.65;1.5;5.15
302;4;264;19230;0.79;0.39;0.0;4.72;26.77;11.02;5.12;18.5;21.26;9.45;1.97;3.85
167;0;151;19231;0.67;0.0;1.34;2.68;15.44;5.37;0.67;20.81;16.78;33.56;2.68;6.14
76;0;60;19232;0.0;1.69;0.0;11.86;16.95;6.78;5.08;15.25;18.64;23.73;0.0;5.19
258;3;220;19233;0.0;0.95;0.0;5.71;22.86;8.1;1.43;20.48;24.29;14.76;1.43;4.93
394;4;346;19234;0.9;0.6;0.3;3.89;13.47;4.49;2.69;14.67;26.65;29.64;2.69;8.76
215;3;188;19235;0.0;0.55;0.0;5.49;21.98;2.75;6.59;13.19;15.38;31.87;2.2;3.78
392;3;314;19236;0.33;0.66;0.0;1.97;13.16;10.2;2.3;22.37;21.05;25.66;2.3;4.69
807;24;686;19237;1.82;1.06;0.15;3.94;19.7;5.15;2.12;19.85;26.67;16.97;2.58;7.69
198;0;163;19238;0.64;1.92;0.0;5.13;12.82;3.85;0.0;25.64;21.79;22.44;5.77;5.45
278;3;235;19239;0.0;0.44;0.44;2.19;27.63;6.14;2.63;14.47;29.39;14.47;2.19;11.54
296;3;238;19240;0.87;0.0;0.0;7.36;17.75;5.19;2.16;19.91;25.54;19.05;2.16;3.2
255;3;207;19241;0.49;1.48;0.49;7.39;26.11;4.93;3.45;14.29;20.2;19.21;1.97;4.47
344;7;290;19242;0.73;1.09;0.0;6.57;20.44;8.76;2.55;17.88;25.55;13.87;2.55;6.05
707;15;584;19243;0.9;0.72;0.54;4.86;23.78;3.78;3.78;17.3;28.65;14.59;1.08;5.37
78;0;67;19244;1.56;0.0;0.0;4.69;14.06;4.69;7.81;9.38;28.13;29.69;0.0;7.28
109;2;83;19245;0.0;0.0;0.0;2.56;23.08;7.69;3.85;17.95;16.67;26.92;1.28;4.94
1449;15;1251;19246;0.66;0.58;0.25;6.93;15.1;5.45;2.39;20.79;28.05;18.89;0.91;6.4
170;3;139;19247;0.77;0.77;0.0;6.15;23.08;11.54;6.15;25.38;11.54;10.77;3.85;5.86
549;5;461;19248;1.14;2.06;0.46;10.3;23.8;3.2;3.2;18.99;19.45;16.48;0.92;5.83
308;2;257;19249;1.63;0.41;0.0;6.5;15.04;4.47;4.07;22.36;19.11;25.2;1.22;8.6
538;3;446;19250;0.7;0.93;0.47;3.72;20.47;6.05;2.33;20.23;23.72;19.07;2.33;8.33
247;6;213;19251;1.46;0.49;0.49;3.9;27.8;5.37;2.44;18.05;22.93;15.61;1.46;3.95
759;8;601;19252;0.69;0.87;0.17;7.8;14.38;7.28;4.16;22.36;21.14;18.37;2.77;4.61
199;4;166;19253;1.85;0.0;0.62;3.7;19.14;4.94;2.47;17.9;21.6;26.54;1.23;2.54
155;1;127;19254;1.6;0.0;0.0;4.8;20.0;6.4;2.4;20.0;32.0;12.8;0.0;2.78
1410;19;1188;19255;0.87;0.44;0.26;5.42;20.47;5.86;5.25;14.44;28.26;17.06;1.66;7.02
303;6;249;19256;0.83;0.83;0.0;4.58;20.42;5.83;3.75;16.67;19.58;24.58;2.92;3.65
246;3;196;19257;0.54;0.54;0.0;2.69;18.82;8.6;3.76;19.35;22.04;22.04;1.61;2.88
404;0;336;19258;1.85;0.93;0.31;4.01;13.58;8.33;5.56;12.65;25.62;25.31;1.85;3.9
181;0;156;19259;0.0;1.97;1.32;9.21;23.03;3.95;3.95;10.53;26.97;17.76;1.32;2.38
189;1;155;19260;0.66;0.0;0.0;4.61;17.76;4.61;6.58;17.11;25.0;22.37;1.32;5.29
503;5;406;19261;1.53;1.53;0.0;6.36;17.81;2.54;4.33;18.07;24.43;21.88;1.53;3.37
140;2;111;19262;0.0;0.0;0.93;7.41;20.37;2.78;6.48;14.81;16.67;27.78;2.78;2.42
277;5;235;19263;0.44;0.44;0.0;7.02;17.98;7.02;1.75;21.05;17.11;25.44;1.75;9.07
458;2;392;19264;2.6;0.78;0.26;3.91;24.74;3.65;5.21;16.67;25.26;15.1;1.82;6.12
303;1;250;19265;1.23;0.0;0.0;2.47;22.63;2.88;1.65;17.28;20.99;29.22;1.65;5.28
92;1;80;19266;0.0;0.0;0.0;5.19;24.68;3.9;2.6;14.29;22.08;25.97;1.3;6.41
